case_date,case_weekday,case_week_ending,deprivation_lmm,cases,cases_per_100k,cases_mean7,cases_per_100k_mean7
2023-11-15,Wednesday,2023-11-19,Mid-range deprivation,500,24.9353,418,20.8459
2023-11-15,Wednesday,2023-11-19,Most deprived,395,25.1773,282.4286,18.002
2023-11-14,Tuesday,2023-11-19,Least deprived,490,32.3672,341.7143,22.5721
2023-11-14,Tuesday,2023-11-19,Mid-range deprivation,541,26.98,397.4286,19.82
2023-11-14,Tuesday,2023-11-19,Most deprived,384,24.4762,257.2857,16.3994
2023-11-13,Monday,2023-11-19,Least deprived,518,34.2167,314.4286,20.7697
2023-11-13,Monday,2023-11-19,Mid-range deprivation,652,32.5156,368.7143,18.388
2023-11-13,Monday,2023-11-19,Most deprived,434,27.6632,232.8571,14.8423
2023-11-12,Sunday,2023-11-12,Least deprived,323,21.3359,286.7143,18.939
2023-11-12,Sunday,2023-11-12,Mid-range deprivation,317,15.809,336.5714,16.785
2023-11-12,Sunday,2023-11-12,Most deprived,166,10.5808,214.1429,13.6495
2023-11-11,Saturday,2023-11-12,Least deprived,237,15.6551,270.7143,17.8821
2023-11-11,Saturday,2023-11-12,Mid-range deprivation,260,12.9663,324.7143,16.1937
2023-11-11,Saturday,2023-11-12,Most deprived,139,8.8599,209.1429,13.3308
2023-11-10,Friday,2023-11-12,Least deprived,335,22.1286,265,17.5047
2023-11-10,Friday,2023-11-12,Mid-range deprivation,371,18.502,316.1429,15.7662
2023-11-10,Friday,2023-11-12,Most deprived,234,14.9152,205.1429,13.0758
2023-11-09,Thursday,2023-11-12,Least deprived,231,15.2588,249,16.4478
2023-11-09,Thursday,2023-11-12,Mid-range deprivation,285,14.2131,304.4286,15.182
2023-11-09,Thursday,2023-11-12,Most deprived,225,14.3415,200.7143,12.7935
2023-11-08,Wednesday,2023-11-12,Least deprived,258,17.0423,254.5714,16.8158
2023-11-08,Wednesday,2023-11-12,Mid-range deprivation,356,17.7539,309.2857,15.4243
2023-11-08,Wednesday,2023-11-12,Most deprived,219,13.9591,199.5714,12.7207
2023-11-07,Tuesday,2023-11-12,Least deprived,299,19.7506,250.5714,16.5516
2023-11-07,Tuesday,2023-11-12,Mid-range deprivation,340,16.956,303.1429,15.1179
2023-11-07,Tuesday,2023-11-12,Most deprived,213,13.5766,204.1429,13.0121
2023-11-06,Monday,2023-11-12,Least deprived,324,21.402,252.4286,16.6743
2023-11-06,Monday,2023-11-12,Mid-range deprivation,427,21.2947,327.8571,16.3504
2023-11-06,Monday,2023-11-12,Most deprived,303,19.3132,227,14.469
2023-11-05,Sunday,2023-11-05,Least deprived,211,13.9377,241.4286,15.9477
2023-11-05,Sunday,2023-11-05,Mid-range deprivation,234,11.6697,302.5714,15.0894
2023-11-05,Sunday,2023-11-05,Most deprived,131,8.3499,211.2857,13.4673
2023-11-04,Saturday,2023-11-05,Least deprived,197,13.0129,235.2857,15.5419
2023-11-04,Saturday,2023-11-05,Mid-range deprivation,200,9.9741,292.2857,14.5765
2023-11-04,Saturday,2023-11-05,Most deprived,111,7.0751,206.5714,13.1669
2023-11-03,Friday,2023-11-05,Least deprived,223,14.7304,227.8571,15.0512
2023-11-03,Friday,2023-11-05,Mid-range deprivation,289,14.4126,284.4286,14.1846
2023-11-03,Friday,2023-11-05,Most deprived,203,12.9392,199.4286,12.7116
2023-11-02,Thursday,2023-11-05,Least deprived,270,17.835,217.5714,14.3718
2023-11-02,Thursday,2023-11-05,Mid-range deprivation,319,15.9087,273.2857,13.6289
2023-11-02,Thursday,2023-11-05,Most deprived,217,13.8316,190.5714,12.147
2023-11-01,Wednesday,2023-11-05,Least deprived,230,15.1927,213.7143,14.117
2023-11-01,Wednesday,2023-11-05,Mid-range deprivation,313,15.6095,269.2857,13.4294
2023-11-01,Wednesday,2023-11-05,Most deprived,251,15.9987,191.2857,12.1925
2023-10-31,Tuesday,2023-11-05,Least deprived,312,20.6093,214.7143,14.183
2023-10-31,Tuesday,2023-11-05,Mid-range deprivation,513,25.5836,265.5714,13.2442
2023-10-31,Tuesday,2023-11-05,Most deprived,373,23.775,186,11.8556
2023-10-30,Monday,2023-11-05,Least deprived,247,16.3157,211,13.9377
2023-10-30,Monday,2023-11-05,Mid-range deprivation,250,12.4676,241.1429,12.0259
2023-10-30,Monday,2023-11-05,Most deprived,193,12.3018,168.8571,10.763
2023-10-29,Sunday,2023-10-29,Least deprived,168,11.0973,199.5714,13.1828
2023-10-29,Sunday,2023-10-29,Mid-range deprivation,162,8.079,241.2857,12.0331
2023-10-29,Sunday,2023-10-29,Most deprived,98,6.2465,162,10.3259
2023-10-28,Saturday,2023-10-29,Least deprived,145,9.578,196,12.9469
2023-10-28,Saturday,2023-10-29,Mid-range deprivation,145,7.2312,244,12.1684
2023-10-28,Saturday,2023-10-29,Most deprived,61,3.8881,164.1429,10.4625
2023-10-27,Friday,2023-10-29,Least deprived,151,9.9744,194.5714,12.8525
2023-10-27,Friday,2023-10-29,Mid-range deprivation,211,10.5227,245.5714,12.2468
2023-10-27,Friday,2023-10-29,Most deprived,141,8.9873,170.1429,10.8449
2023-10-26,Thursday,2023-10-29,Least deprived,243,16.0515,198,13.079
2023-10-26,Thursday,2023-10-29,Mid-range deprivation,291,14.5123,246.7143,12.3038
2023-10-26,Thursday,2023-10-29,Most deprived,222,14.1503,171.8571,10.9542
2023-10-25,Wednesday,2023-10-29,Least deprived,237,15.6551,190.4286,12.5788
2023-10-25,Wednesday,2023-10-29,Mid-range deprivation,287,14.3129,240.8571,12.0117
2023-10-25,Wednesday,2023-10-29,Most deprived,214,13.6404,164.8571,10.508
2023-10-24,Tuesday,2023-10-29,Least deprived,286,18.8919,191,12.6166
2023-10-24,Tuesday,2023-10-29,Mid-range deprivation,342,17.0557,237.1429,11.8264
2023-10-24,Tuesday,2023-10-29,Most deprived,253,16.1262,161.8571,10.3168
2023-10-23,Monday,2023-10-29,Least deprived,167,11.0313,183.7143,12.1353
2023-10-23,Monday,2023-10-29,Mid-range deprivation,251,12.5175,232.1429,11.5771
2023-10-23,Monday,2023-10-29,Most deprived,145,9.2423,153.5714,9.7886
2023-10-22,Sunday,2023-10-22,Least deprived,143,9.4459,194.1429,12.8242
2023-10-22,Sunday,2023-10-22,Mid-range deprivation,181,9.0266,239.8571,11.9618
2023-10-22,Sunday,2023-10-22,Most deprived,113,7.2026,161.2857,10.2803
2023-10-21,Saturday,2023-10-22,Least deprived,135,8.9175,193,12.7487
2023-10-21,Saturday,2023-10-22,Mid-range deprivation,156,7.7798,236.2857,11.7837
2023-10-21,Saturday,2023-10-22,Most deprived,103,6.5652,161.5714,10.2986
2023-10-20,Friday,2023-10-22,Least deprived,175,11.5597,193.4286,12.777
2023-10-20,Friday,2023-10-22,Mid-range deprivation,219,10.9217,238,11.8692
2023-10-20,Friday,2023-10-22,Most deprived,153,9.7522,164.5714,10.4898
2023-10-19,Thursday,2023-10-22,Least deprived,190,12.5505,190.2857,12.5694
2023-10-19,Thursday,2023-10-22,Mid-range deprivation,250,12.4676,235.1429,11.7267
2023-10-19,Thursday,2023-10-22,Most deprived,173,11.027,163,10.3896
2023-10-18,Wednesday,2023-10-22,Least deprived,241,15.9194,188.1429,12.4279
2023-10-18,Wednesday,2023-10-22,Mid-range deprivation,261,13.0162,227.5714,11.3491
2023-10-18,Wednesday,2023-10-22,Most deprived,193,12.3018,166.2857,10.599
2023-10-17,Tuesday,2023-10-22,Least deprived,235,15.523,179.7143,11.8711
2023-10-17,Tuesday,2023-10-22,Mid-range deprivation,307,15.3103,225.5714,11.2494
2023-10-17,Tuesday,2023-10-22,Most deprived,195,12.4293,164.2857,10.4716
2023-10-16,Monday,2023-10-22,Least deprived,240,15.8533,174.5714,11.5314
2023-10-16,Monday,2023-10-22,Mid-range deprivation,305,15.2105,217.5714,10.8504
2023-10-16,Monday,2023-10-22,Most deprived,199,12.6843,159.4286,10.162
2023-10-15,Sunday,2023-10-15,Least deprived,135,8.9175,167,11.0313
2023-10-15,Sunday,2023-10-15,Mid-range deprivation,156,7.7798,217.1429,10.829
2023-10-15,Sunday,2023-10-15,Most deprived,115,7.3301,159.8571,10.1893
2023-10-14,Saturday,2023-10-15,Least deprived,138,9.1156,164.8571,10.8897
2023-10-14,Saturday,2023-10-15,Mid-range deprivation,168,8.3783,218.4286,10.8932
2023-10-14,Saturday,2023-10-15,Most deprived,124,7.9038,158,10.0709
2023-10-13,Friday,2023-10-15,Least deprived,153,10.1065,160.4286,10.5972
2023-10-13,Friday,2023-10-15,Mid-range deprivation,199,9.9242,219,10.9217
2023-10-13,Friday,2023-10-15,Most deprived,142,9.0511,154,9.816
2023-10-12,Thursday,2023-10-15,Least deprived,175,11.5597,160.4286,10.5972
2023-10-12,Thursday,2023-10-15,Mid-range deprivation,197,9.8245,220.8571,11.0143
2023-10-12,Thursday,2023-10-15,Most deprived,196,12.493,152,9.6885
2023-10-11,Wednesday,2023-10-15,Least deprived,182,12.0221,158,10.4368
2023-10-11,Wednesday,2023-10-15,Mid-range deprivation,247,12.318,222.8571,11.114
2023-10-11,Wednesday,2023-10-15,Most deprived,179,11.4095,143.1429,9.1239
2023-10-10,Tuesday,2023-10-15,Least deprived,199,13.145,158.8571,10.4934
2023-10-10,Tuesday,2023-10-15,Mid-range deprivation,251,12.5175,225.1429,11.228
2023-10-10,Tuesday,2023-10-15,Most deprived,161,10.2621,135.8571,8.6595
2023-10-09,Monday,2023-10-15,Least deprived,187,12.3524,159.7143,10.55
2023-10-09,Monday,2023-10-15,Mid-range deprivation,302,15.0609,219.4286,10.943
2023-10-09,Monday,2023-10-15,Most deprived,202,12.8755,132.1429,8.4228
2023-10-08,Sunday,2023-10-08,Least deprived,120,7.9267,163.1429,10.7765
2023-10-08,Sunday,2023-10-08,Mid-range deprivation,165,8.2286,213.5714,10.6509
2023-10-08,Sunday,2023-10-08,Most deprived,102,6.5015,126.2857,8.0494
2023-10-07,Saturday,2023-10-08,Least deprived,107,7.0679,166.4286,10.9935
2023-10-07,Saturday,2023-10-08,Mid-range deprivation,172,8.5777,215.1429,10.7293
2023-10-07,Saturday,2023-10-08,Most deprived,96,6.119,125.7143,8.013
2023-10-06,Friday,2023-10-08,Least deprived,153,10.1065,166.4286,10.9935
2023-10-06,Friday,2023-10-08,Mid-range deprivation,212,10.5726,208.7143,10.4087
2023-10-06,Friday,2023-10-08,Most deprived,128,8.1587,123.5714,7.8764
2023-10-05,Thursday,2023-10-08,Least deprived,158,10.4368,161.7143,10.6821
2023-10-05,Thursday,2023-10-08,Mid-range deprivation,211,10.5227,203.1429,10.1308
2023-10-05,Thursday,2023-10-08,Most deprived,134,8.5412,122.2857,7.7945
2023-10-04,Wednesday,2023-10-08,Least deprived,188,12.4184,160.8571,10.6255
2023-10-04,Wednesday,2023-10-08,Mid-range deprivation,263,13.116,195.1429,9.7319
2023-10-04,Wednesday,2023-10-08,Most deprived,128,8.1587,119.8571,7.6397
2023-10-03,Tuesday,2023-10-08,Least deprived,205,13.5414,153.5714,10.1442
2023-10-03,Tuesday,2023-10-08,Mid-range deprivation,211,10.5227,178.4286,8.8983
2023-10-03,Tuesday,2023-10-08,Most deprived,135,8.6049,117,7.4576
2023-10-02,Monday,2023-10-08,Least deprived,211,13.9377,146,9.6441
2023-10-02,Monday,2023-10-08,Mid-range deprivation,261,13.0162,176.8571,8.82
2023-10-02,Monday,2023-10-08,Most deprived,161,10.2621,115.7143,7.3756
2023-10-01,Sunday,2023-10-01,Least deprived,143,9.4459,138.2857,9.1345
2023-10-01,Sunday,2023-10-01,Mid-range deprivation,176,8.7772,164.1429,8.1859
2023-10-01,Sunday,2023-10-01,Most deprived,98,6.2465,113.7143,7.2481
2023-09-30,Saturday,2023-10-01,Least deprived,107,7.0679,133.1429,8.7948
2023-09-30,Saturday,2023-10-01,Mid-range deprivation,127,6.3336,157,7.8297
2023-09-30,Saturday,2023-10-01,Most deprived,81,5.1629,112.5714,7.1753
2023-09-29,Friday,2023-10-01,Least deprived,120,7.9267,132,8.7193
2023-09-29,Friday,2023-10-01,Mid-range deprivation,173,8.6276,158,7.8795
2023-09-29,Friday,2023-10-01,Most deprived,119,7.5851,110.5714,7.0478
2023-09-28,Thursday,2023-10-01,Least deprived,152,10.0404,134,8.8514
2023-09-28,Thursday,2023-10-01,Mid-range deprivation,155,7.7299,158.4286,7.9009
2023-09-28,Thursday,2023-10-01,Most deprived,117,7.4576,106.2857,6.7746
2023-09-27,Wednesday,2023-10-01,Least deprived,137,9.0496,131.1429,8.6627
2023-09-27,Wednesday,2023-10-01,Mid-range deprivation,146,7.2811,162,8.079
2023-09-27,Wednesday,2023-10-01,Most deprived,108,6.8839,104.4286,6.6563
2023-09-26,Tuesday,2023-10-01,Least deprived,152,10.0404,136.1429,8.993
2023-09-26,Tuesday,2023-10-01,Mid-range deprivation,200,9.9741,168.7143,8.4139
2023-09-26,Tuesday,2023-10-01,Most deprived,126,8.0312,104.5714,6.6654
2023-09-25,Monday,2023-10-01,Least deprived,157,10.3707,132.4286,8.7476
2023-09-25,Monday,2023-10-01,Mid-range deprivation,172,8.5777,168.7143,8.4139
2023-09-25,Monday,2023-10-01,Most deprived,147,9.3698,103.1429,6.5743
2023-09-24,Sunday,2023-09-24,Least deprived,107,7.0679,135.4286,8.9458
2023-09-24,Sunday,2023-09-24,Mid-range deprivation,126,6.2837,176.4286,8.7986
2023-09-24,Sunday,2023-09-24,Most deprived,90,5.7366,107.7143,6.8657
2023-09-23,Saturday,2023-09-24,Least deprived,99,6.5395,139.1429,9.1911
2023-09-23,Saturday,2023-09-24,Mid-range deprivation,134,6.6827,180.2857,8.9909
2023-09-23,Saturday,2023-09-24,Most deprived,67,4.2706,105.5714,6.7291
2023-09-22,Friday,2023-09-24,Least deprived,134,8.8514,139,9.1817
2023-09-22,Friday,2023-09-24,Mid-range deprivation,176,8.7772,178,8.877
2023-09-22,Friday,2023-09-24,Most deprived,89,5.6729,107.4286,6.8475
2023-09-21,Thursday,2023-09-24,Least deprived,132,8.7193,139.8571,9.2383
2023-09-21,Thursday,2023-09-24,Mid-range deprivation,180,8.9767,174.8571,8.7202
2023-09-21,Thursday,2023-09-24,Most deprived,104,6.629,110.4286,7.0387
2023-09-20,Wednesday,2023-09-24,Least deprived,172,11.3615,142.2857,9.3987
2023-09-20,Wednesday,2023-09-24,Mid-range deprivation,193,9.625,175.7143,8.763
2023-09-20,Wednesday,2023-09-24,Most deprived,109,6.9477,111.8571,7.1298
2023-09-19,Tuesday,2023-09-24,Least deprived,126,8.323,138.1429,9.1251
2023-09-19,Tuesday,2023-09-24,Mid-range deprivation,200,9.9741,172.7143,8.6134
2023-09-19,Tuesday,2023-09-24,Most deprived,116,7.3938,115,7.3301
2023-09-18,Monday,2023-09-24,Least deprived,178,11.7579,142.5714,9.4176
2023-09-18,Monday,2023-09-24,Mid-range deprivation,226,11.2707,170.4286,8.4994
2023-09-18,Monday,2023-09-24,Most deprived,179,11.4095,114.4286,7.2937
2023-09-17,Sunday,2023-09-17,Least deprived,133,8.7854,147.7143,9.7573
2023-09-17,Sunday,2023-09-17,Mid-range deprivation,153,7.6302,168.8571,8.421
2023-09-17,Sunday,2023-09-17,Most deprived,75,4.7805,113.5714,7.239
2023-09-16,Saturday,2023-09-17,Least deprived,98,6.4734,147.2857,9.729
2023-09-16,Saturday,2023-09-17,Mid-range deprivation,118,5.8847,175.2857,8.7416
2023-09-16,Saturday,2023-09-17,Most deprived,80,5.0992,119.2857,7.6033
2023-09-15,Friday,2023-09-17,Least deprived,140,9.2478,148.8571,9.8328
2023-09-15,Friday,2023-09-17,Mid-range deprivation,154,7.6801,177.2857,8.8413
2023-09-15,Friday,2023-09-17,Most deprived,110,7.0114,123.8571,7.8947
2023-09-14,Thursday,2023-09-17,Least deprived,149,9.8423,149,9.8423
2023-09-14,Thursday,2023-09-17,Mid-range deprivation,186,9.2759,180.8571,9.0194
2023-09-14,Thursday,2023-09-17,Most deprived,114,7.2664,121.8571,7.7672
2023-09-13,Wednesday,2023-09-17,Least deprived,143,9.4459,151.5714,10.0121
2023-09-13,Wednesday,2023-09-17,Mid-range deprivation,172,8.5777,185.4286,9.2474
2023-09-13,Wednesday,2023-09-17,Most deprived,131,8.3499,125.4286,7.9948
2023-09-12,Tuesday,2023-09-17,Least deprived,157,10.3707,155.5714,10.2763
2023-09-12,Tuesday,2023-09-17,Mid-range deprivation,184,9.1762,187.8571,9.3685
2023-09-12,Tuesday,2023-09-17,Most deprived,112,7.1389,127.1429,8.1041
2023-09-11,Monday,2023-09-17,Least deprived,214,14.1359,158.4286,10.4651
2023-09-11,Monday,2023-09-17,Mid-range deprivation,215,10.7222,190.1429,9.4825
2023-09-11,Monday,2023-09-17,Most deprived,173,11.027,134.1429,8.5503
2023-09-10,Sunday,2023-09-10,Least deprived,130,8.5872,155.7143,10.2858
2023-09-10,Sunday,2023-09-10,Mid-range deprivation,198,9.8744,194.4286,9.6963
2023-09-10,Sunday,2023-09-10,Most deprived,115,7.3301,137.1429,8.7415
2023-09-09,Saturday,2023-09-10,Least deprived,109,7.2,158.2857,10.4556
2023-09-09,Saturday,2023-09-10,Mid-range deprivation,132,6.5829,190.2857,9.4897
2023-09-09,Saturday,2023-09-10,Most deprived,112,7.1389,133.5714,8.5138
2023-09-08,Friday,2023-09-10,Least deprived,141,9.3138,163.4286,10.7953
2023-09-08,Friday,2023-09-10,Mid-range deprivation,179,8.9268,193.4286,9.6464
2023-09-08,Friday,2023-09-10,Most deprived,96,6.119,129.4286,8.2498
2023-09-07,Thursday,2023-09-10,Least deprived,167,11.0313,165.1429,10.9086
2023-09-07,Thursday,2023-09-10,Mid-range deprivation,218,10.8718,197,9.8245
2023-09-07,Thursday,2023-09-10,Most deprived,139,8.8599,132.1429,8.4228
2023-09-06,Wednesday,2023-09-10,Least deprived,171,11.2955,166.4286,10.9935
2023-09-06,Wednesday,2023-09-10,Mid-range deprivation,189,9.4255,196.8571,9.8174
2023-09-06,Wednesday,2023-09-10,Most deprived,143,9.1148,131.1429,8.359
2023-09-05,Tuesday,2023-09-10,Least deprived,177,11.6918,167.2857,11.0501
2023-09-05,Tuesday,2023-09-10,Mid-range deprivation,200,9.9741,206.7143,10.309
2023-09-05,Tuesday,2023-09-10,Most deprived,161,10.2621,129.2857,8.2407
2023-09-04,Monday,2023-09-10,Least deprived,195,12.8808,167.1429,11.0407
2023-09-04,Monday,2023-09-10,Mid-range deprivation,245,12.2183,212.8571,10.6153
2023-09-04,Monday,2023-09-10,Most deprived,194,12.3656,128.1429,8.1678
2023-09-03,Sunday,2023-09-03,Least deprived,148,9.7762,173.7143,11.4748
2023-09-03,Sunday,2023-09-03,Mid-range deprivation,169,8.4281,213.8571,10.6652
2023-09-03,Sunday,2023-09-03,Most deprived,90,5.7366,122,7.7763
2023-09-02,Saturday,2023-09-03,Least deprived,145,9.578,168.4286,11.1256
2023-09-02,Saturday,2023-09-03,Mid-range deprivation,154,7.6801,211.5714,10.5512
2023-09-02,Saturday,2023-09-03,Most deprived,83,5.2904,125,7.9675
2023-09-01,Friday,2023-09-03,Least deprived,153,10.1065,165.8571,10.9558
2023-09-01,Friday,2023-09-03,Mid-range deprivation,204,10.1736,206.5714,10.3018
2023-09-01,Friday,2023-09-03,Most deprived,115,7.3301,125.4286,7.9948
2023-08-31,Thursday,2023-09-03,Least deprived,176,11.6258,162.2857,10.7199
2023-08-31,Thursday,2023-09-03,Mid-range deprivation,217,10.8219,201.4286,10.0454
2023-08-31,Thursday,2023-09-03,Most deprived,132,8.4137,125.1429,7.9766
2023-08-30,Wednesday,2023-09-03,Least deprived,177,11.6918,157.5714,10.4084
2023-08-30,Wednesday,2023-09-03,Mid-range deprivation,258,12.8666,195.2857,9.739
2023-08-30,Wednesday,2023-09-03,Most deprived,130,8.2862,126,8.0312
2023-08-29,Tuesday,2023-09-03,Least deprived,176,11.6258,155.1429,10.248
2023-08-29,Tuesday,2023-09-03,Mid-range deprivation,243,12.1185,185.7143,9.2617
2023-08-29,Tuesday,2023-09-03,Most deprived,153,9.7522,129,8.2225
2023-08-28,Monday,2023-09-03,Least deprived,241,15.9194,159.4286,10.5311
2023-08-28,Monday,2023-09-03,Mid-range deprivation,252,12.5674,186.2857,9.2902
2023-08-28,Monday,2023-09-03,Most deprived,151,9.6247,130.2857,8.3044
2023-08-27,Sunday,2023-08-27,Least deprived,111,7.3322,157.5714,10.4084
2023-08-27,Sunday,2023-08-27,Mid-range deprivation,153,7.6302,193.1429,9.6321
2023-08-27,Sunday,2023-08-27,Most deprived,111,7.0751,137.4286,8.7597
2023-08-26,Saturday,2023-08-27,Least deprived,127,8.389,163.4286,10.7953
2023-08-26,Saturday,2023-08-27,Mid-range deprivation,119,5.9346,193.5714,9.6535
2023-08-26,Saturday,2023-08-27,Most deprived,86,5.4816,137.5714,8.7688
2023-08-25,Friday,2023-08-27,Least deprived,128,8.4551,161.5714,10.6727
2023-08-25,Friday,2023-08-27,Mid-range deprivation,168,8.3783,192.8571,9.6179
2023-08-25,Friday,2023-08-27,Most deprived,113,7.2026,139.8571,8.9145
2023-08-24,Thursday,2023-08-27,Least deprived,143,9.4459,164.5714,10.8708
2023-08-24,Thursday,2023-08-27,Mid-range deprivation,174,8.6775,193.1429,9.6321
2023-08-24,Thursday,2023-08-27,Most deprived,138,8.7961,138.1429,8.8052
2023-08-23,Wednesday,2023-08-27,Least deprived,160,10.5689,165.5714,10.9369
2023-08-23,Wednesday,2023-08-27,Mid-range deprivation,191,9.5253,195.5714,9.7533
2023-08-23,Wednesday,2023-08-27,Most deprived,151,9.6247,135.4286,8.6322
2023-08-22,Tuesday,2023-08-27,Least deprived,206,13.6074,166.2857,10.9841
2023-08-22,Tuesday,2023-08-27,Mid-range deprivation,247,12.318,197.4286,9.8459
2023-08-22,Tuesday,2023-08-27,Most deprived,162,10.3259,135.2857,8.6231
2023-08-21,Monday,2023-08-27,Least deprived,228,15.0606,163.1429,10.7765
2023-08-21,Monday,2023-08-27,Mid-range deprivation,300,14.9612,195.7143,9.7604
2023-08-21,Monday,2023-08-27,Most deprived,201,12.8117,132.7143,8.4592
2023-08-20,Sunday,2023-08-20,Least deprived,152,10.0404,186.8571,12.3429
2023-08-20,Sunday,2023-08-20,Mid-range deprivation,156,7.7798,216,10.772
2023-08-20,Sunday,2023-08-20,Most deprived,112,7.1389,150.7143,9.6065
2023-08-19,Saturday,2023-08-20,Least deprived,114,7.5303,197.2857,13.0318
2023-08-19,Saturday,2023-08-20,Mid-range deprivation,114,5.6852,231.4286,11.5415
2023-08-19,Saturday,2023-08-20,Most deprived,102,6.5015,158.1429,10.08
2023-08-18,Friday,2023-08-20,Least deprived,149,9.8423,207.2857,13.6923
2023-08-18,Friday,2023-08-20,Mid-range deprivation,170,8.478,240.8571,12.0117
2023-08-18,Friday,2023-08-20,Most deprived,101,6.4377,158.5714,10.1073
2023-08-17,Thursday,2023-08-20,Least deprived,150,9.9083,214.2857,14.1547
2023-08-17,Thursday,2023-08-20,Mid-range deprivation,191,9.5253,253.2857,12.6315
2023-08-17,Thursday,2023-08-20,Most deprived,119,7.5851,169.8571,10.8267
2023-08-16,Wednesday,2023-08-20,Least deprived,165,10.8991,225.7143,14.9097
2023-08-16,Wednesday,2023-08-20,Mid-range deprivation,204,10.1736,266.8571,13.3083
2023-08-16,Wednesday,2023-08-20,Most deprived,150,9.561,184.5714,11.7646
2023-08-15,Tuesday,2023-08-20,Least deprived,184,12.1542,243.8571,16.1081
2023-08-15,Tuesday,2023-08-20,Mid-range deprivation,235,11.7196,288.7143,14.3983
2023-08-15,Tuesday,2023-08-20,Most deprived,144,9.1786,197,12.5568
2023-08-14,Monday,2023-08-20,Least deprived,394,26.0258,260.1429,17.1838
2023-08-14,Monday,2023-08-20,Mid-range deprivation,442,22.0428,303.4286,15.1322
2023-08-14,Monday,2023-08-20,Most deprived,327,20.843,213.5714,13.613
2023-08-13,Sunday,2023-08-13,Least deprived,225,14.8625,249.2857,16.4667
2023-08-13,Sunday,2023-08-13,Mid-range deprivation,264,13.1658,296,14.7617
2023-08-13,Sunday,2023-08-13,Most deprived,164,10.4534,205.5714,13.1031
2023-08-12,Saturday,2023-08-13,Least deprived,184,12.1542,244.4286,16.1458
2023-08-12,Saturday,2023-08-13,Mid-range deprivation,180,8.9767,288.1429,14.3698
2023-08-12,Saturday,2023-08-13,Most deprived,105,6.6927,201.4286,12.8391
2023-08-11,Friday,2023-08-13,Least deprived,198,13.079,240.4286,15.8816
2023-08-11,Friday,2023-08-13,Mid-range deprivation,257,12.8167,283.2857,14.1276
2023-08-11,Friday,2023-08-13,Most deprived,180,11.4732,201.7143,12.8573
2023-08-10,Thursday,2023-08-13,Least deprived,230,15.1927,238.7143,15.7684
2023-08-10,Thursday,2023-08-13,Mid-range deprivation,286,14.263,283.8571,14.1561
2023-08-10,Thursday,2023-08-13,Most deprived,222,14.1503,200,12.748
2023-08-09,Wednesday,2023-08-13,Least deprived,292,19.2882,232.1429,15.3343
2023-08-09,Wednesday,2023-08-13,Mid-range deprivation,357,17.8038,281.1429,14.0208
2023-08-09,Wednesday,2023-08-13,Most deprived,237,15.1064,192.4286,12.2654
2023-08-08,Tuesday,2023-08-13,Least deprived,298,19.6845,221,14.5983
2023-08-08,Tuesday,2023-08-13,Mid-range deprivation,338,16.8562,273.2857,13.6289
2023-08-08,Tuesday,2023-08-13,Most deprived,260,16.5724,187,11.9194
2023-08-07,Monday,2023-08-13,Least deprived,318,21.0056,214.1429,14.1453
2023-08-07,Monday,2023-08-13,Mid-range deprivation,390,19.4495,270.2857,13.4793
2023-08-07,Monday,2023-08-13,Most deprived,271,17.2735,183.2857,11.6826
2023-08-06,Sunday,2023-08-06,Least deprived,191,12.6166,204,13.4753
2023-08-06,Sunday,2023-08-06,Mid-range deprivation,209,10.4229,260.7143,13.002
2023-08-06,Sunday,2023-08-06,Most deprived,135,8.6049,182.2857,11.6189
2023-08-05,Saturday,2023-08-06,Least deprived,156,10.3046,196.5714,12.9846
2023-08-05,Saturday,2023-08-06,Mid-range deprivation,146,7.2811,257,12.8167
2023-08-05,Saturday,2023-08-06,Most deprived,107,6.8202,179.8571,11.4641
2023-08-04,Friday,2023-08-06,Least deprived,186,12.2863,189.4286,12.5128
2023-08-04,Friday,2023-08-06,Mid-range deprivation,261,13.0162,254.5714,12.6956
2023-08-04,Friday,2023-08-06,Most deprived,168,10.7083,179.5714,11.4459
2023-08-03,Thursday,2023-08-06,Least deprived,184,12.1542,183,12.0881
2023-08-03,Thursday,2023-08-06,Mid-range deprivation,267,13.3154,243.7143,12.1542
2023-08-03,Thursday,2023-08-06,Most deprived,169,10.7721,174.4286,11.1181
2023-08-02,Wednesday,2023-08-06,Least deprived,214,14.1359,176.7143,11.6729
2023-08-02,Wednesday,2023-08-06,Mid-range deprivation,302,15.0609,236.2857,11.7837
2023-08-02,Wednesday,2023-08-06,Most deprived,199,12.6843,172.1429,10.9724
2023-08-01,Tuesday,2023-08-06,Least deprived,250,16.5139,169.1429,11.1728
2023-08-01,Tuesday,2023-08-06,Mid-range deprivation,317,15.809,226.1429,11.2779
2023-08-01,Tuesday,2023-08-06,Most deprived,234,14.9152,165.4286,10.5444
2023-07-31,Monday,2023-08-06,Least deprived,247,16.3157,161.1429,10.6444
2023-07-31,Monday,2023-08-06,Mid-range deprivation,323,16.1082,214.4286,10.6937
2023-07-31,Monday,2023-08-06,Most deprived,264,16.8274,156,9.9434
2023-07-30,Sunday,2023-07-30,Least deprived,139,9.1817,153.8571,10.1631
2023-07-30,Sunday,2023-07-30,Mid-range deprivation,183,9.1263,204.7143,10.2092
2023-07-30,Sunday,2023-07-30,Most deprived,118,7.5213,148.5714,9.4699
