case_date,case_weekday,case_week_ending,deprivation_lmm,cases,cases_per_100k,cases_mean7,cases_per_100k_mean7
2021-02-16,Tuesday,2021-02-21,Most deprived,0,0,0.8571,0.0546
2021-02-15,Monday,2021-02-21,Least deprived,0,0,0.4286,0.0283
2021-02-15,Monday,2021-02-21,Mid-range deprivation,0,0,0.5714,0.0285
2021-02-15,Monday,2021-02-21,Most deprived,1,0.0637,1,0.0637
2021-02-14,Sunday,2021-02-14,Least deprived,1,0.0661,0.4286,0.0283
2021-02-14,Sunday,2021-02-14,Mid-range deprivation,0,0,0.7143,0.0356
2021-02-14,Sunday,2021-02-14,Most deprived,3,0.1912,0.8571,0.0546
2021-02-13,Saturday,2021-02-14,Least deprived,0,0,0.2857,0.0189
2021-02-13,Saturday,2021-02-14,Mid-range deprivation,0,0,0.7143,0.0356
2021-02-13,Saturday,2021-02-14,Most deprived,2,0.1275,0.4286,0.0273
2021-02-12,Friday,2021-02-14,Least deprived,0,0,0.2857,0.0189
2021-02-12,Friday,2021-02-14,Mid-range deprivation,2,0.0997,0.8571,0.0427
2021-02-12,Friday,2021-02-14,Most deprived,0,0,0.2857,0.0182
2021-02-11,Thursday,2021-02-14,Least deprived,0,0,0.2857,0.0189
2021-02-11,Thursday,2021-02-14,Mid-range deprivation,1,0.0499,0.5714,0.0285
2021-02-11,Thursday,2021-02-14,Most deprived,0,0,0.4286,0.0273
2021-02-10,Wednesday,2021-02-14,Least deprived,1,0.0661,0.2857,0.0189
2021-02-10,Wednesday,2021-02-14,Mid-range deprivation,1,0.0499,0.8571,0.0427
2021-02-10,Wednesday,2021-02-14,Most deprived,0,0,0.4286,0.0273
2021-02-09,Tuesday,2021-02-14,Least deprived,1,0.0661,0.2857,0.0189
2021-02-09,Tuesday,2021-02-14,Mid-range deprivation,0,0,0.8571,0.0427
2021-02-09,Tuesday,2021-02-14,Most deprived,1,0.0637,0.5714,0.0364
2021-02-08,Monday,2021-02-14,Least deprived,0,0,0.2857,0.0189
2021-02-08,Monday,2021-02-14,Mid-range deprivation,1,0.0499,1,0.0499
2021-02-08,Monday,2021-02-14,Most deprived,0,0,0.4286,0.0273
2021-02-07,Sunday,2021-02-07,Least deprived,0,0,0.2857,0.0189
2021-02-07,Sunday,2021-02-07,Mid-range deprivation,0,0,1,0.0499
2021-02-07,Sunday,2021-02-07,Most deprived,0,0,0.4286,0.0273
2021-02-06,Saturday,2021-02-07,Least deprived,0,0,0.2857,0.0189
2021-02-06,Saturday,2021-02-07,Mid-range deprivation,1,0.0499,1,0.0499
2021-02-06,Saturday,2021-02-07,Most deprived,1,0.0637,0.4286,0.0273
2021-02-05,Friday,2021-02-07,Least deprived,0,0,0.2857,0.0189
2021-02-05,Friday,2021-02-07,Mid-range deprivation,0,0,0.8571,0.0427
2021-02-05,Friday,2021-02-07,Most deprived,1,0.0637,0.2857,0.0182
2021-02-04,Thursday,2021-02-07,Least deprived,0,0,0.2857,0.0189
2021-02-04,Thursday,2021-02-07,Mid-range deprivation,3,0.1496,1.1429,0.057
2021-02-04,Thursday,2021-02-07,Most deprived,0,0,0.1429,0.0091
2021-02-03,Wednesday,2021-02-07,Least deprived,1,0.0661,0.4286,0.0283
2021-02-03,Wednesday,2021-02-07,Mid-range deprivation,1,0.0499,0.7143,0.0356
2021-02-03,Wednesday,2021-02-07,Most deprived,1,0.0637,0.1429,0.0091
2021-02-02,Tuesday,2021-02-07,Least deprived,1,0.0661,0.5714,0.0377
2021-02-02,Tuesday,2021-02-07,Mid-range deprivation,1,0.0499,1.1429,0.057
2021-02-02,Tuesday,2021-02-07,Most deprived,0,0,0,0
2021-02-01,Monday,2021-02-07,Least deprived,0,0,0.4286,0.0283
2021-02-01,Monday,2021-02-07,Mid-range deprivation,1,0.0499,1,0.0499
2021-02-01,Monday,2021-02-07,Most deprived,0,0,0,0
2021-01-31,Sunday,2021-01-31,Least deprived,0,0,0.5714,0.0377
2021-01-31,Sunday,2021-01-31,Mid-range deprivation,0,0,0.8571,0.0427
2021-01-31,Sunday,2021-01-31,Most deprived,0,0,0.1429,0.0091
2021-01-30,Saturday,2021-01-31,Least deprived,0,0,0.7143,0.0472
2021-01-30,Saturday,2021-01-31,Mid-range deprivation,0,0,1.1429,0.057
2021-01-30,Saturday,2021-01-31,Most deprived,0,0,0.2857,0.0182
2021-01-29,Friday,2021-01-31,Least deprived,0,0,0.8571,0.0566
2021-01-29,Friday,2021-01-31,Mid-range deprivation,2,0.0997,1.4286,0.0712
2021-01-29,Friday,2021-01-31,Most deprived,0,0,0.4286,0.0273
2021-01-28,Thursday,2021-01-31,Least deprived,1,0.0661,1,0.0661
2021-01-28,Thursday,2021-01-31,Mid-range deprivation,0,0,1.4286,0.0712
2021-01-28,Thursday,2021-01-31,Most deprived,0,0,0.4286,0.0273
2021-01-27,Wednesday,2021-01-31,Least deprived,2,0.1321,1,0.0661
2021-01-27,Wednesday,2021-01-31,Mid-range deprivation,4,0.1995,1.5714,0.0784
2021-01-27,Wednesday,2021-01-31,Most deprived,0,0,0.4286,0.0273
2021-01-26,Tuesday,2021-01-31,Least deprived,0,0,0.7143,0.0472
2021-01-26,Tuesday,2021-01-31,Mid-range deprivation,0,0,1.1429,0.057
2021-01-26,Tuesday,2021-01-31,Most deprived,0,0,0.4286,0.0273
2021-01-25,Monday,2021-01-31,Least deprived,1,0.0661,0.8571,0.0566
2021-01-25,Monday,2021-01-31,Mid-range deprivation,0,0,1.2857,0.0641
2021-01-25,Monday,2021-01-31,Most deprived,1,0.0637,0.4286,0.0273
2021-01-24,Sunday,2021-01-24,Least deprived,1,0.0661,0.8571,0.0566
2021-01-24,Sunday,2021-01-24,Mid-range deprivation,2,0.0997,1.2857,0.0641
2021-01-24,Sunday,2021-01-24,Most deprived,1,0.0637,0.4286,0.0273
2021-01-23,Saturday,2021-01-24,Least deprived,1,0.0661,0.7143,0.0472
2021-01-23,Saturday,2021-01-24,Mid-range deprivation,2,0.0997,1.2857,0.0641
2021-01-23,Saturday,2021-01-24,Most deprived,1,0.0637,0.2857,0.0182
2021-01-22,Friday,2021-01-24,Least deprived,1,0.0661,0.7143,0.0472
2021-01-22,Friday,2021-01-24,Mid-range deprivation,2,0.0997,1.1429,0.057
2021-01-22,Friday,2021-01-24,Most deprived,0,0,0.2857,0.0182
2021-01-21,Thursday,2021-01-24,Least deprived,1,0.0661,0.7143,0.0472
2021-01-21,Thursday,2021-01-24,Mid-range deprivation,1,0.0499,1.4286,0.0712
2021-01-21,Thursday,2021-01-24,Most deprived,0,0,0.4286,0.0273
2021-01-20,Wednesday,2021-01-24,Least deprived,0,0,0.5714,0.0377
2021-01-20,Wednesday,2021-01-24,Mid-range deprivation,1,0.0499,1.2857,0.0641
2021-01-20,Wednesday,2021-01-24,Most deprived,0,0,0.4286,0.0273
2021-01-19,Tuesday,2021-01-24,Least deprived,1,0.0661,0.8571,0.0566
2021-01-19,Tuesday,2021-01-24,Mid-range deprivation,1,0.0499,1.5714,0.0784
2021-01-19,Tuesday,2021-01-24,Most deprived,0,0,0.4286,0.0273
2021-01-18,Monday,2021-01-24,Least deprived,1,0.0661,0.8571,0.0566
2021-01-18,Monday,2021-01-24,Mid-range deprivation,0,0,1.4286,0.0712
2021-01-18,Monday,2021-01-24,Most deprived,1,0.0637,0.4286,0.0273
2021-01-17,Sunday,2021-01-17,Least deprived,0,0,1,0.0661
2021-01-17,Sunday,2021-01-17,Mid-range deprivation,2,0.0997,1.5714,0.0784
2021-01-17,Sunday,2021-01-17,Most deprived,0,0,0.5714,0.0364
2021-01-16,Saturday,2021-01-17,Least deprived,1,0.0661,1,0.0661
2021-01-16,Saturday,2021-01-17,Mid-range deprivation,1,0.0499,1.7143,0.0855
2021-01-16,Saturday,2021-01-17,Most deprived,1,0.0637,0.5714,0.0364
2021-01-15,Friday,2021-01-17,Least deprived,1,0.0661,1,0.0661
2021-01-15,Friday,2021-01-17,Mid-range deprivation,4,0.1995,1.8571,0.0926
2021-01-15,Friday,2021-01-17,Most deprived,1,0.0637,0.4286,0.0273
2021-01-14,Thursday,2021-01-17,Least deprived,0,0,1,0.0661
2021-01-14,Thursday,2021-01-17,Mid-range deprivation,0,0,1.2857,0.0641
2021-01-14,Thursday,2021-01-17,Most deprived,0,0,0.4286,0.0273
2021-01-13,Wednesday,2021-01-17,Least deprived,2,0.1321,1,0.0661
2021-01-13,Wednesday,2021-01-17,Mid-range deprivation,3,0.1496,1.7143,0.0855
2021-01-13,Wednesday,2021-01-17,Most deprived,0,0,0.5714,0.0364
2021-01-12,Tuesday,2021-01-17,Least deprived,1,0.0661,0.7143,0.0472
2021-01-12,Tuesday,2021-01-17,Mid-range deprivation,0,0,1.4286,0.0712
2021-01-12,Tuesday,2021-01-17,Most deprived,0,0,0.5714,0.0364
2021-01-11,Monday,2021-01-17,Least deprived,2,0.1321,0.5714,0.0377
2021-01-11,Monday,2021-01-17,Mid-range deprivation,1,0.0499,1.5714,0.0784
2021-01-11,Monday,2021-01-17,Most deprived,2,0.1275,0.5714,0.0364
2021-01-10,Sunday,2021-01-10,Least deprived,0,0,0.4286,0.0283
2021-01-10,Sunday,2021-01-10,Mid-range deprivation,3,0.1496,1.4286,0.0712
2021-01-10,Sunday,2021-01-10,Most deprived,0,0,0.2857,0.0182
2021-01-09,Saturday,2021-01-10,Least deprived,1,0.0661,0.5714,0.0377
2021-01-09,Saturday,2021-01-10,Mid-range deprivation,2,0.0997,1,0.0499
2021-01-09,Saturday,2021-01-10,Most deprived,0,0,0.2857,0.0182
2021-01-08,Friday,2021-01-10,Least deprived,1,0.0661,0.5714,0.0377
2021-01-08,Friday,2021-01-10,Mid-range deprivation,0,0,1.4286,0.0712
2021-01-08,Friday,2021-01-10,Most deprived,1,0.0637,0.2857,0.0182
2021-01-07,Thursday,2021-01-10,Least deprived,0,0,0.8571,0.0566
2021-01-07,Thursday,2021-01-10,Mid-range deprivation,3,0.1496,1.8571,0.0926
2021-01-07,Thursday,2021-01-10,Most deprived,1,0.0637,0.1429,0.0091
2021-01-06,Wednesday,2021-01-10,Least deprived,0,0,0.8571,0.0566
2021-01-06,Wednesday,2021-01-10,Mid-range deprivation,1,0.0499,1.8571,0.0926
2021-01-06,Wednesday,2021-01-10,Most deprived,0,0,0,0
2021-01-05,Tuesday,2021-01-10,Least deprived,0,0,1.1429,0.0755
2021-01-05,Tuesday,2021-01-10,Mid-range deprivation,1,0.0499,2,0.0997
2021-01-05,Tuesday,2021-01-10,Most deprived,0,0,0,0
2021-01-04,Monday,2021-01-10,Least deprived,1,0.0661,1.5714,0.1038
2021-01-04,Monday,2021-01-10,Mid-range deprivation,0,0,1.8571,0.0926
2021-01-04,Monday,2021-01-10,Most deprived,0,0,0,0
2021-01-03,Sunday,2021-01-03,Least deprived,1,0.0661,1.5714,0.1038
2021-01-03,Sunday,2021-01-03,Mid-range deprivation,0,0,2,0.0997
2021-01-03,Sunday,2021-01-03,Most deprived,0,0,0.4286,0.0273
2021-01-02,Saturday,2021-01-03,Least deprived,1,0.0661,1.5714,0.1038
2021-01-02,Saturday,2021-01-03,Mid-range deprivation,5,0.2494,2,0.0997
2021-01-02,Saturday,2021-01-03,Most deprived,0,0,0.4286,0.0273
2021-01-01,Friday,2021-01-03,Least deprived,3,0.1982,1.4286,0.0944
2021-01-01,Friday,2021-01-03,Mid-range deprivation,3,0.1496,1.2857,0.0641
2021-01-01,Friday,2021-01-03,Most deprived,0,0,0.5714,0.0364
2020-12-31,Thursday,2021-01-03,Least deprived,0,0,1.2857,0.0849
2020-12-31,Thursday,2021-01-03,Mid-range deprivation,3,0.1496,0.8571,0.0427
2020-12-31,Thursday,2021-01-03,Most deprived,0,0,0.5714,0.0364
2020-12-30,Wednesday,2021-01-03,Least deprived,2,0.1321,1.4286,0.0944
2020-12-30,Wednesday,2021-01-03,Mid-range deprivation,2,0.0997,0.7143,0.0356
2020-12-30,Wednesday,2021-01-03,Most deprived,0,0,0.5714,0.0364
2020-12-29,Tuesday,2021-01-03,Least deprived,3,0.1982,1.4286,0.0944
2020-12-29,Tuesday,2021-01-03,Mid-range deprivation,0,0,0.5714,0.0285
2020-12-29,Tuesday,2021-01-03,Most deprived,0,0,0.5714,0.0364
2020-12-28,Monday,2021-01-03,Least deprived,1,0.0661,1.1429,0.0755
2020-12-28,Monday,2021-01-03,Mid-range deprivation,1,0.0499,0.7143,0.0356
2020-12-28,Monday,2021-01-03,Most deprived,3,0.1912,0.5714,0.0364
2020-12-27,Sunday,2020-12-27,Least deprived,1,0.0661,1.1429,0.0755
2020-12-27,Sunday,2020-12-27,Mid-range deprivation,0,0,0.7143,0.0356
2020-12-27,Sunday,2020-12-27,Most deprived,0,0,0.2857,0.0182
2020-12-26,Saturday,2020-12-27,Least deprived,0,0,1.2857,0.0849
2020-12-26,Saturday,2020-12-27,Mid-range deprivation,0,0,0.8571,0.0427
2020-12-26,Saturday,2020-12-27,Most deprived,1,0.0637,0.2857,0.0182
2020-12-25,Friday,2020-12-27,Least deprived,2,0.1321,1.4286,0.0944
2020-12-25,Friday,2020-12-27,Mid-range deprivation,0,0,0.8571,0.0427
2020-12-25,Friday,2020-12-27,Most deprived,0,0,0.2857,0.0182
2020-12-24,Thursday,2020-12-27,Least deprived,1,0.0661,1.2857,0.0849
2020-12-24,Thursday,2020-12-27,Mid-range deprivation,2,0.0997,0.8571,0.0427
2020-12-24,Thursday,2020-12-27,Most deprived,0,0,0.2857,0.0182
2020-12-23,Wednesday,2020-12-27,Least deprived,2,0.1321,1.2857,0.0849
2020-12-23,Wednesday,2020-12-27,Mid-range deprivation,1,0.0499,0.8571,0.0427
2020-12-23,Wednesday,2020-12-27,Most deprived,0,0,0.4286,0.0273
2020-12-22,Tuesday,2020-12-27,Least deprived,1,0.0661,1.2857,0.0849
2020-12-22,Tuesday,2020-12-27,Mid-range deprivation,1,0.0499,1,0.0499
2020-12-22,Tuesday,2020-12-27,Most deprived,0,0,0.4286,0.0273
2020-12-21,Monday,2020-12-27,Least deprived,1,0.0661,1.1429,0.0755
2020-12-21,Monday,2020-12-27,Mid-range deprivation,1,0.0499,0.8571,0.0427
2020-12-21,Monday,2020-12-27,Most deprived,1,0.0637,0.4286,0.0273
2020-12-20,Sunday,2020-12-20,Least deprived,2,0.1321,1,0.0661
2020-12-20,Sunday,2020-12-20,Mid-range deprivation,1,0.0499,0.8571,0.0427
2020-12-20,Sunday,2020-12-20,Most deprived,0,0,0.2857,0.0182
2020-12-19,Saturday,2020-12-20,Least deprived,1,0.0661,0.7143,0.0472
2020-12-19,Saturday,2020-12-20,Mid-range deprivation,0,0,0.7143,0.0356
2020-12-19,Saturday,2020-12-20,Most deprived,1,0.0637,0.2857,0.0182
2020-12-18,Friday,2020-12-20,Least deprived,1,0.0661,0.8571,0.0566
2020-12-18,Friday,2020-12-20,Mid-range deprivation,0,0,1,0.0499
2020-12-18,Friday,2020-12-20,Most deprived,0,0,0.2857,0.0182
2020-12-17,Thursday,2020-12-20,Least deprived,1,0.0661,0.8571,0.0566
2020-12-17,Thursday,2020-12-20,Mid-range deprivation,2,0.0997,1,0.0499
2020-12-17,Thursday,2020-12-20,Most deprived,1,0.0637,0.2857,0.0182
2020-12-16,Wednesday,2020-12-20,Least deprived,2,0.1321,0.8571,0.0566
2020-12-16,Wednesday,2020-12-20,Mid-range deprivation,2,0.0997,0.7143,0.0356
2020-12-16,Wednesday,2020-12-20,Most deprived,0,0,0.1429,0.0091
2020-12-15,Tuesday,2020-12-20,Least deprived,0,0,0.7143,0.0472
2020-12-15,Tuesday,2020-12-20,Mid-range deprivation,0,0,0.4286,0.0214
2020-12-15,Tuesday,2020-12-20,Most deprived,0,0,0.2857,0.0182
2020-12-14,Monday,2020-12-20,Least deprived,0,0,0.8571,0.0566
2020-12-14,Monday,2020-12-20,Mid-range deprivation,1,0.0499,0.5714,0.0285
2020-12-14,Monday,2020-12-20,Most deprived,0,0,0.2857,0.0182
2020-12-13,Sunday,2020-12-13,Least deprived,0,0,1.4286,0.0944
2020-12-13,Sunday,2020-12-13,Mid-range deprivation,0,0,0.5714,0.0285
2020-12-13,Sunday,2020-12-13,Most deprived,0,0,0.2857,0.0182
2020-12-12,Saturday,2020-12-13,Least deprived,2,0.1321,1.4286,0.0944
2020-12-12,Saturday,2020-12-13,Mid-range deprivation,2,0.0997,0.7143,0.0356
2020-12-12,Saturday,2020-12-13,Most deprived,1,0.0637,0.2857,0.0182
2020-12-11,Friday,2020-12-13,Least deprived,1,0.0661,1.1429,0.0755
2020-12-11,Friday,2020-12-13,Mid-range deprivation,0,0,0.4286,0.0214
2020-12-11,Friday,2020-12-13,Most deprived,0,0,0.1429,0.0091
2020-12-10,Thursday,2020-12-13,Least deprived,1,0.0661,1.4286,0.0944
2020-12-10,Thursday,2020-12-13,Mid-range deprivation,0,0,0.7143,0.0356
2020-12-10,Thursday,2020-12-13,Most deprived,0,0,0.1429,0.0091
2020-12-09,Wednesday,2020-12-13,Least deprived,1,0.0661,1.5714,0.1038
2020-12-09,Wednesday,2020-12-13,Mid-range deprivation,0,0,0.7143,0.0356
2020-12-09,Wednesday,2020-12-13,Most deprived,1,0.0637,0.1429,0.0091
2020-12-08,Tuesday,2020-12-13,Least deprived,1,0.0661,1.4286,0.0944
2020-12-08,Tuesday,2020-12-13,Mid-range deprivation,1,0.0499,0.8571,0.0427
2020-12-08,Tuesday,2020-12-13,Most deprived,0,0,0,0
2020-12-07,Monday,2020-12-13,Least deprived,4,0.2642,1.2857,0.0849
2020-12-07,Monday,2020-12-13,Mid-range deprivation,1,0.0499,0.7143,0.0356
2020-12-07,Monday,2020-12-13,Most deprived,0,0,0,0
2020-12-06,Sunday,2020-12-06,Least deprived,0,0,0.8571,0.0566
2020-12-06,Sunday,2020-12-06,Mid-range deprivation,1,0.0499,0.8571,0.0427
2020-12-06,Sunday,2020-12-06,Most deprived,0,0,0,0
2020-12-05,Saturday,2020-12-06,Least deprived,0,0,0.8571,0.0566
2020-12-05,Saturday,2020-12-06,Mid-range deprivation,0,0,0.7143,0.0356
2020-12-05,Saturday,2020-12-06,Most deprived,0,0,0,0
2020-12-04,Friday,2020-12-06,Least deprived,3,0.1982,1,0.0661
2020-12-04,Friday,2020-12-06,Mid-range deprivation,2,0.0997,0.8571,0.0427
2020-12-04,Friday,2020-12-06,Most deprived,0,0,0,0
2020-12-03,Thursday,2020-12-06,Least deprived,2,0.1321,0.5714,0.0377
2020-12-03,Thursday,2020-12-06,Mid-range deprivation,0,0,1,0.0499
2020-12-03,Thursday,2020-12-06,Most deprived,0,0,0,0
2020-12-02,Wednesday,2020-12-06,Least deprived,0,0,0.2857,0.0189
2020-12-02,Wednesday,2020-12-06,Mid-range deprivation,1,0.0499,1,0.0499
2020-12-02,Wednesday,2020-12-06,Most deprived,0,0,0.1429,0.0091
2020-12-01,Tuesday,2020-12-06,Least deprived,0,0,0.4286,0.0283
2020-12-01,Tuesday,2020-12-06,Mid-range deprivation,0,0,0.8571,0.0427
2020-12-01,Tuesday,2020-12-06,Most deprived,0,0,0.1429,0.0091
2020-11-30,Monday,2020-12-06,Least deprived,1,0.0661,0.7143,0.0472
2020-11-30,Monday,2020-12-06,Mid-range deprivation,2,0.0997,0.8571,0.0427
2020-11-30,Monday,2020-12-06,Most deprived,0,0,0.2857,0.0182
2020-11-29,Sunday,2020-11-29,Least deprived,0,0,1.2857,0.0849
2020-11-29,Sunday,2020-11-29,Mid-range deprivation,0,0,0.8571,0.0427
2020-11-29,Sunday,2020-11-29,Most deprived,0,0,0.4286,0.0273
2020-11-28,Saturday,2020-11-29,Least deprived,1,0.0661,1.2857,0.0849
2020-11-28,Saturday,2020-11-29,Mid-range deprivation,1,0.0499,0.8571,0.0427
2020-11-28,Saturday,2020-11-29,Most deprived,0,0,0.7143,0.0455
2020-11-27,Friday,2020-11-29,Least deprived,0,0,1.5714,0.1038
2020-11-27,Friday,2020-11-29,Mid-range deprivation,3,0.1496,0.7143,0.0356
2020-11-27,Friday,2020-11-29,Most deprived,0,0,1,0.0637
2020-11-26,Thursday,2020-11-29,Least deprived,0,0,1.7143,0.1132
2020-11-26,Thursday,2020-11-29,Mid-range deprivation,0,0,0.4286,0.0214
2020-11-26,Thursday,2020-11-29,Most deprived,1,0.0637,1.1429,0.0728
2020-11-25,Wednesday,2020-11-29,Least deprived,1,0.0661,1.7143,0.1132
2020-11-25,Wednesday,2020-11-29,Mid-range deprivation,0,0,0.4286,0.0214
2020-11-25,Wednesday,2020-11-29,Most deprived,0,0,1.1429,0.0728
2020-11-24,Tuesday,2020-11-29,Least deprived,2,0.1321,1.8571,0.1227
2020-11-24,Tuesday,2020-11-29,Mid-range deprivation,0,0,1,0.0499
2020-11-24,Tuesday,2020-11-29,Most deprived,1,0.0637,1.1429,0.0728
2020-11-23,Monday,2020-11-29,Least deprived,5,0.3303,1.7143,0.1132
2020-11-23,Monday,2020-11-29,Mid-range deprivation,2,0.0997,1,0.0499
2020-11-23,Monday,2020-11-29,Most deprived,1,0.0637,1,0.0637
2020-11-22,Sunday,2020-11-22,Least deprived,0,0,1.1429,0.0755
2020-11-22,Sunday,2020-11-22,Mid-range deprivation,0,0,0.7143,0.0356
2020-11-22,Sunday,2020-11-22,Most deprived,2,0.1275,1,0.0637
2020-11-21,Saturday,2020-11-22,Least deprived,3,0.1982,1.1429,0.0755
2020-11-21,Saturday,2020-11-22,Mid-range deprivation,0,0,0.7143,0.0356
2020-11-21,Saturday,2020-11-22,Most deprived,2,0.1275,0.8571,0.0546
2020-11-20,Friday,2020-11-22,Least deprived,1,0.0661,1,0.0661
2020-11-20,Friday,2020-11-22,Mid-range deprivation,1,0.0499,0.7143,0.0356
2020-11-20,Friday,2020-11-22,Most deprived,1,0.0637,0.7143,0.0455
2020-11-19,Thursday,2020-11-22,Least deprived,0,0,1.1429,0.0755
2020-11-19,Thursday,2020-11-22,Mid-range deprivation,0,0,0.5714,0.0285
2020-11-19,Thursday,2020-11-22,Most deprived,1,0.0637,0.7143,0.0455
2020-11-18,Wednesday,2020-11-22,Least deprived,2,0.1321,1.1429,0.0755
2020-11-18,Wednesday,2020-11-22,Mid-range deprivation,4,0.1995,0.8571,0.0427
2020-11-18,Wednesday,2020-11-22,Most deprived,0,0,0.5714,0.0364
2020-11-17,Tuesday,2020-11-22,Least deprived,1,0.0661,1,0.0661
2020-11-17,Tuesday,2020-11-22,Mid-range deprivation,0,0,0.4286,0.0214
2020-11-17,Tuesday,2020-11-22,Most deprived,0,0,0.7143,0.0455
2020-11-16,Monday,2020-11-22,Least deprived,1,0.0661,0.8571,0.0566
2020-11-16,Monday,2020-11-22,Mid-range deprivation,0,0,0.4286,0.0214
2020-11-16,Monday,2020-11-22,Most deprived,1,0.0637,0.8571,0.0546
2020-11-15,Sunday,2020-11-15,Least deprived,0,0,0.7143,0.0472
2020-11-15,Sunday,2020-11-15,Mid-range deprivation,0,0,0.7143,0.0356
2020-11-15,Sunday,2020-11-15,Most deprived,1,0.0637,0.7143,0.0455
2020-11-14,Saturday,2020-11-15,Least deprived,2,0.1321,0.7143,0.0472
2020-11-14,Saturday,2020-11-15,Mid-range deprivation,0,0,0.8571,0.0427
2020-11-14,Saturday,2020-11-15,Most deprived,1,0.0637,0.5714,0.0364
2020-11-13,Friday,2020-11-15,Least deprived,2,0.1321,0.5714,0.0377
2020-11-13,Friday,2020-11-15,Mid-range deprivation,0,0,1,0.0499
2020-11-13,Friday,2020-11-15,Most deprived,1,0.0637,0.5714,0.0364
2020-11-12,Thursday,2020-11-15,Least deprived,0,0,0.2857,0.0189
2020-11-12,Thursday,2020-11-15,Mid-range deprivation,2,0.0997,1.1429,0.057
2020-11-12,Thursday,2020-11-15,Most deprived,0,0,0.4286,0.0273
2020-11-11,Wednesday,2020-11-15,Least deprived,1,0.0661,0.2857,0.0189
2020-11-11,Wednesday,2020-11-15,Mid-range deprivation,1,0.0499,1,0.0499
2020-11-11,Wednesday,2020-11-15,Most deprived,1,0.0637,0.4286,0.0273
2020-11-10,Tuesday,2020-11-15,Least deprived,0,0,0.4286,0.0283
2020-11-10,Tuesday,2020-11-15,Mid-range deprivation,0,0,0.8571,0.0427
2020-11-10,Tuesday,2020-11-15,Most deprived,1,0.0637,0.4286,0.0273
2020-11-09,Monday,2020-11-15,Least deprived,0,0,0.5714,0.0377
2020-11-09,Monday,2020-11-15,Mid-range deprivation,2,0.0997,0.8571,0.0427
2020-11-09,Monday,2020-11-15,Most deprived,0,0,0.2857,0.0182
2020-11-08,Sunday,2020-11-08,Least deprived,0,0,0.8571,0.0566
2020-11-08,Sunday,2020-11-08,Mid-range deprivation,1,0.0499,0.7143,0.0356
2020-11-08,Sunday,2020-11-08,Most deprived,0,0,0.4286,0.0273
2020-11-07,Saturday,2020-11-08,Least deprived,1,0.0661,1.1429,0.0755
2020-11-07,Saturday,2020-11-08,Mid-range deprivation,1,0.0499,0.5714,0.0285
2020-11-07,Saturday,2020-11-08,Most deprived,1,0.0637,0.4286,0.0273
2020-11-06,Friday,2020-11-08,Least deprived,0,0,1.4286,0.0944
2020-11-06,Friday,2020-11-08,Mid-range deprivation,1,0.0499,0.5714,0.0285
2020-11-06,Friday,2020-11-08,Most deprived,0,0,0.4286,0.0273
2020-11-05,Thursday,2020-11-08,Least deprived,0,0,1.8571,0.1227
2020-11-05,Thursday,2020-11-08,Mid-range deprivation,1,0.0499,0.5714,0.0285
2020-11-05,Thursday,2020-11-08,Most deprived,0,0,0.4286,0.0273
2020-11-04,Wednesday,2020-11-08,Least deprived,2,0.1321,1.8571,0.1227
2020-11-04,Wednesday,2020-11-08,Mid-range deprivation,0,0,0.4286,0.0214
2020-11-04,Wednesday,2020-11-08,Most deprived,1,0.0637,0.4286,0.0273
2020-11-03,Tuesday,2020-11-08,Least deprived,1,0.0661,1.5714,0.1038
2020-11-03,Tuesday,2020-11-08,Mid-range deprivation,0,0,1.1429,0.057
2020-11-03,Tuesday,2020-11-08,Most deprived,0,0,0.4286,0.0273
2020-11-02,Monday,2020-11-08,Least deprived,2,0.1321,1.7143,0.1132
2020-11-02,Monday,2020-11-08,Mid-range deprivation,1,0.0499,1.1429,0.057
2020-11-02,Monday,2020-11-08,Most deprived,1,0.0637,0.4286,0.0273
2020-11-01,Sunday,2020-11-01,Least deprived,2,0.1321,1.4286,0.0944
2020-11-01,Sunday,2020-11-01,Mid-range deprivation,0,0,1.1429,0.057
2020-11-01,Sunday,2020-11-01,Most deprived,0,0,0.2857,0.0182
2020-10-31,Saturday,2020-11-01,Least deprived,3,0.1982,1.1429,0.0755
2020-10-31,Saturday,2020-11-01,Mid-range deprivation,1,0.0499,1.1429,0.057
2020-10-31,Saturday,2020-11-01,Most deprived,1,0.0637,0.2857,0.0182
2020-10-30,Friday,2020-11-01,Least deprived,3,0.1982,0.7143,0.0472
2020-10-30,Friday,2020-11-01,Mid-range deprivation,1,0.0499,1,0.0499
2020-10-30,Friday,2020-11-01,Most deprived,0,0,0.1429,0.0091
2020-10-29,Thursday,2020-11-01,Least deprived,0,0,0.7143,0.0472
2020-10-29,Thursday,2020-11-01,Mid-range deprivation,0,0,1.2857,0.0641
2020-10-29,Thursday,2020-11-01,Most deprived,0,0,0.2857,0.0182
2020-10-28,Wednesday,2020-11-01,Least deprived,0,0,0.8571,0.0566
2020-10-28,Wednesday,2020-11-01,Mid-range deprivation,5,0.2494,1.4286,0.0712
2020-10-28,Wednesday,2020-11-01,Most deprived,1,0.0637,0.2857,0.0182
2020-10-27,Tuesday,2020-11-01,Least deprived,2,0.1321,1,0.0661
2020-10-27,Tuesday,2020-11-01,Mid-range deprivation,0,0,1.1429,0.057
2020-10-27,Tuesday,2020-11-01,Most deprived,0,0,0.1429,0.0091
