case_date,case_weekday,case_week_ending,ethnicity_mpao,cases,cases_per_100k,cases_mean7,cases_per_100k_mean7
2023-11-09,Thursday,2023-11-12,Pacific peoples,56,14.3233,44.7143,11.4368
2023-11-09,Thursday,2023-11-12,Asian,86,10.3111,100,11.9896
2023-11-09,Thursday,2023-11-12,European or Other,527,16.6383,542.4286,17.1254
2023-11-08,Wednesday,2023-11-12,Maori,98,12.219,77.7143,9.6897
2023-11-08,Wednesday,2023-11-12,Pacific peoples,51,13.0445,43.1429,11.0348
2023-11-08,Wednesday,2023-11-12,Asian,110,13.1886,103.5714,12.4178
2023-11-08,Wednesday,2023-11-12,European or Other,583,18.4063,549,17.3328
2023-11-07,Tuesday,2023-11-12,Maori,78,9.7253,78.2857,9.7609
2023-11-07,Tuesday,2023-11-12,Pacific peoples,58,14.8349,43.4286,11.1079
2023-11-07,Tuesday,2023-11-12,Asian,124,14.8671,104,12.4692
2023-11-07,Tuesday,2023-11-12,European or Other,603,19.0377,542.4286,17.1254
2023-11-06,Monday,2023-11-12,Maori,118,14.7127,86.8571,10.8297
2023-11-06,Monday,2023-11-12,Pacific peoples,60,15.3464,47.4286,12.131
2023-11-06,Monday,2023-11-12,Asian,134,16.0661,112.7143,13.514
2023-11-06,Monday,2023-11-12,European or Other,760,23.9945,573.5714,18.1086
2023-11-05,Sunday,2023-11-05,Maori,51,6.3589,81.8571,10.2062
2023-11-05,Sunday,2023-11-05,Pacific peoples,32,8.1848,44,11.2541
2023-11-05,Sunday,2023-11-05,Asian,63,7.5535,110.8571,13.2913
2023-11-05,Sunday,2023-11-05,European or Other,434,13.7021,530.7143,16.7555
2023-11-04,Saturday,2023-11-05,Maori,44,5.4861,80.8571,10.0816
2023-11-04,Saturday,2023-11-05,Pacific peoples,20,5.1155,41.4286,10.5964
2023-11-04,Saturday,2023-11-05,Asian,74,8.8723,111.7143,13.3941
2023-11-04,Saturday,2023-11-05,European or Other,374,11.8078,513,16.1963
2023-11-03,Friday,2023-11-05,Maori,61,7.6057,78.2857,9.7609
2023-11-03,Friday,2023-11-05,Pacific peoples,36,9.2079,40.2857,10.304
2023-11-03,Friday,2023-11-05,Asian,109,13.0687,107,12.8289
2023-11-03,Friday,2023-11-05,European or Other,516,16.291,498.2857,15.7317
2023-11-02,Thursday,2023-11-05,Maori,94,11.7203,77,9.6006
2023-11-02,Thursday,2023-11-05,Pacific peoples,45,11.5098,37.7143,9.6463
2023-11-02,Thursday,2023-11-05,Asian,111,13.3085,104.2857,12.5035
2023-11-02,Thursday,2023-11-05,European or Other,573,18.0906,474.1429,14.9695
2023-11-01,Wednesday,2023-11-05,Maori,102,12.7177,74.4286,9.28
2023-11-01,Wednesday,2023-11-05,Pacific peoples,53,13.556,39,9.9752
2023-11-01,Wednesday,2023-11-05,Asian,113,13.5483,107.7143,12.9145
2023-11-01,Wednesday,2023-11-05,European or Other,537,16.954,464.1429,14.6538
2023-10-31,Tuesday,2023-11-05,Maori,138,17.2063,70.2857,8.7635
2023-10-31,Tuesday,2023-11-05,Pacific peoples,86,21.9966,38.1429,9.756
2023-10-31,Tuesday,2023-11-05,Asian,185,22.1808,109.7143,13.1543
2023-10-31,Tuesday,2023-11-05,European or Other,821,25.9203,459.1429,14.4959
2023-10-30,Monday,2023-11-05,Maori,83,10.3487,65.8571,8.2113
2023-10-30,Monday,2023-11-05,Pacific peoples,36,9.2079,33.1429,8.4771
2023-10-30,Monday,2023-11-05,Asian,121,14.5074,98.7143,11.8355
2023-10-30,Monday,2023-11-05,European or Other,460,14.523,431.5714,13.6254
2023-10-29,Sunday,2023-10-29,Maori,44,5.4861,61,7.6057
2023-10-29,Sunday,2023-10-29,Pacific peoples,14,3.5808,30.8571,7.8925
2023-10-29,Sunday,2023-10-29,Asian,69,8.2728,94,11.2702
2023-10-29,Sunday,2023-10-29,European or Other,310,9.7872,424.4286,13.3999
2023-10-28,Saturday,2023-10-29,Maori,26,3.2418,63,7.8551
2023-10-28,Saturday,2023-10-29,Pacific peoples,12,3.0693,31.4286,8.0386
2023-10-28,Saturday,2023-10-29,Asian,41,4.9157,93.2857,11.1846
2023-10-28,Saturday,2023-10-29,European or Other,271,8.5559,423.8571,13.3819
2023-10-27,Friday,2023-10-29,Maori,52,6.4835,64.2857,8.0154
2023-10-27,Friday,2023-10-29,Pacific peoples,18,4.6039,31.5714,8.0752
2023-10-27,Friday,2023-10-29,Asian,90,10.7907,94.7143,11.3559
2023-10-27,Friday,2023-10-29,European or Other,347,10.9554,428,13.5127
2023-10-26,Thursday,2023-10-29,Maori,76,9.476,64.8571,8.0866
2023-10-26,Thursday,2023-10-29,Pacific peoples,54,13.8118,32.1429,8.2213
2023-10-26,Thursday,2023-10-29,Asian,135,16.186,91.5714,10.9791
2023-10-26,Thursday,2023-10-29,European or Other,503,15.8805,436.8571,13.7923
2023-10-25,Wednesday,2023-10-29,Maori,73,9.1019,62.8571,7.8373
2023-10-25,Wednesday,2023-10-29,Pacific peoples,47,12.0214,29.4286,7.5271
2023-10-25,Wednesday,2023-10-29,Asian,127,15.2268,81.7143,9.7972
2023-10-25,Wednesday,2023-10-29,European or Other,502,15.849,430.4286,13.5893
2023-10-24,Tuesday,2023-10-29,Maori,107,13.3411,63,7.8551
2023-10-24,Tuesday,2023-10-29,Pacific peoples,51,13.0445,28,7.1617
2023-10-24,Tuesday,2023-10-29,Asian,108,12.9488,76.5714,9.1806
2023-10-24,Tuesday,2023-10-29,European or Other,628,19.827,430.4286,13.5893
2023-10-23,Monday,2023-10-29,Maori,49,6.1095,60.7143,7.5701
2023-10-23,Monday,2023-10-29,Pacific peoples,20,5.1155,25.1429,6.4309
2023-10-23,Monday,2023-10-29,Asian,88,10.5509,77.5714,9.3005
2023-10-23,Monday,2023-10-29,European or Other,410,12.9444,413.1429,13.0436
2023-10-22,Sunday,2023-10-22,Maori,58,7.2316,66.8571,8.336
2023-10-22,Sunday,2023-10-22,Pacific peoples,18,4.6039,28.4286,7.2713
2023-10-22,Sunday,2023-10-22,Asian,64,7.6734,76.2857,9.1464
2023-10-22,Sunday,2023-10-22,European or Other,306,9.6609,431.7143,13.6299
2023-10-21,Saturday,2023-10-22,Maori,35,4.3639,64.1429,7.9976
2023-10-21,Saturday,2023-10-22,Pacific peoples,13,3.3251,29.1429,7.454
2023-10-21,Saturday,2023-10-22,Asian,51,6.1147,76.5714,9.1806
2023-10-21,Saturday,2023-10-22,European or Other,300,9.4715,428.1429,13.5172
2023-10-20,Friday,2023-10-22,Maori,56,6.9823,64.7143,8.0688
2023-10-20,Friday,2023-10-22,Pacific peoples,22,5.627,30,7.6732
2023-10-20,Friday,2023-10-22,Asian,68,8.1529,76.7143,9.1977
2023-10-20,Friday,2023-10-22,European or Other,409,12.9128,431.5714,13.6254
2023-10-19,Thursday,2023-10-22,Maori,62,7.7304,63.8571,7.9619
2023-10-19,Thursday,2023-10-22,Pacific peoples,35,8.9521,29.4286,7.5271
2023-10-19,Thursday,2023-10-22,Asian,66,7.9131,76.7143,9.1977
2023-10-19,Thursday,2023-10-22,European or Other,458,14.4598,425.1429,13.4225
2023-10-18,Wednesday,2023-10-22,Maori,74,9.2266,65.2857,8.1401
2023-10-18,Wednesday,2023-10-22,Pacific peoples,37,9.4636,29.4286,7.5271
2023-10-18,Wednesday,2023-10-22,Asian,91,10.9106,77.5714,9.3005
2023-10-18,Wednesday,2023-10-22,European or Other,502,15.849,416.4286,13.1473
2023-10-17,Tuesday,2023-10-22,Maori,91,11.3462,66.1429,8.2469
2023-10-17,Tuesday,2023-10-22,Pacific peoples,31,7.929,29.1429,7.454
2023-10-17,Tuesday,2023-10-22,Asian,115,13.7881,73.7143,8.8381
2023-10-17,Tuesday,2023-10-22,European or Other,507,16.0068,407.1429,12.8542
2023-10-16,Monday,2023-10-22,Maori,92,11.4709,63,7.8551
2023-10-16,Monday,2023-10-22,Pacific peoples,43,10.9983,28.2857,7.2348
2023-10-16,Monday,2023-10-22,Asian,79,9.4718,67,8.033
2023-10-16,Monday,2023-10-22,European or Other,540,17.0487,399.5714,12.6151
2023-10-15,Sunday,2023-10-15,Maori,39,4.8627,60.1429,7.4988
2023-10-15,Sunday,2023-10-15,Pacific peoples,23,5.8828,27.5714,7.0521
2023-10-15,Sunday,2023-10-15,Asian,66,7.9131,70.2857,8.427
2023-10-15,Sunday,2023-10-15,European or Other,281,8.8716,392.1429,12.3806
2023-10-14,Saturday,2023-10-15,Maori,39,4.8627,61.2857,7.6413
2023-10-14,Saturday,2023-10-15,Pacific peoples,19,4.8597,28,7.1617
2023-10-14,Saturday,2023-10-15,Asian,52,6.2346,67,8.033
2023-10-14,Saturday,2023-10-15,European or Other,324,10.2292,391.7143,12.3671
2023-10-13,Friday,2023-10-15,Maori,50,6.2342,62.5714,7.8016
2023-10-13,Friday,2023-10-15,Pacific peoples,18,4.6039,26.7143,6.8328
2023-10-13,Friday,2023-10-15,Asian,68,8.1529,67.4286,8.0844
2023-10-13,Friday,2023-10-15,European or Other,364,11.4921,383.8571,12.119
2023-10-12,Thursday,2023-10-15,Maori,72,8.9772,61.2857,7.6413
2023-10-12,Thursday,2023-10-15,Pacific peoples,35,8.9521,28,7.1617
2023-10-12,Thursday,2023-10-15,Asian,72,8.6325,66,7.9131
2023-10-12,Thursday,2023-10-15,European or Other,397,12.5339,384.7143,12.1461
2023-10-11,Wednesday,2023-10-15,Maori,80,9.9747,60.5714,7.5523
2023-10-11,Wednesday,2023-10-15,Pacific peoples,35,8.9521,26.8571,6.8694
2023-10-11,Wednesday,2023-10-15,Asian,64,7.6734,63.1429,7.5706
2023-10-11,Wednesday,2023-10-15,European or Other,437,13.7968,380,11.9972
2023-10-10,Tuesday,2023-10-15,Maori,69,8.6032,57.7143,7.196
2023-10-10,Tuesday,2023-10-15,Pacific peoples,25,6.3944,25.2857,6.4674
2023-10-10,Tuesday,2023-10-15,Asian,68,8.1529,62.5714,7.5021
2023-10-10,Tuesday,2023-10-15,European or Other,454,14.3335,380.5714,12.0153
2023-10-09,Monday,2023-10-15,Maori,72,8.9772,56.4286,7.0357
2023-10-09,Monday,2023-10-15,Pacific peoples,38,9.7194,25.5714,6.5405
2023-10-09,Monday,2023-10-15,Asian,102,12.2294,61.1429,7.3308
2023-10-09,Monday,2023-10-15,European or Other,488,15.407,374.8571,11.8349
2023-10-08,Sunday,2023-10-08,Maori,47,5.8601,53.7143,6.6973
2023-10-08,Sunday,2023-10-08,Pacific peoples,26,6.6501,24.4286,6.2482
2023-10-08,Sunday,2023-10-08,Asian,43,5.1555,57.4286,6.8855
2023-10-08,Sunday,2023-10-08,European or Other,278,8.7769,373.4286,11.7898
2023-10-07,Saturday,2023-10-08,Maori,48,5.9848,52.4286,6.537
2023-10-07,Saturday,2023-10-08,Pacific peoples,10,2.5577,23.1429,5.9193
2023-10-07,Saturday,2023-10-08,Asian,55,6.5943,58.5714,7.0225
2023-10-07,Saturday,2023-10-08,European or Other,269,8.4928,378.5714,11.9521
2023-10-06,Friday,2023-10-08,Maori,41,5.112,50.1429,6.252
2023-10-06,Friday,2023-10-08,Pacific peoples,27,6.9059,23.8571,6.102
2023-10-06,Friday,2023-10-08,Asian,58,6.954,54.5714,6.5429
2023-10-06,Friday,2023-10-08,European or Other,370,11.6815,375.1429,11.8439
2023-10-05,Thursday,2023-10-08,Maori,67,8.3538,50.2857,6.2698
2023-10-05,Thursday,2023-10-08,Pacific peoples,27,6.9059,22.4286,5.7366
2023-10-05,Thursday,2023-10-08,Asian,52,6.2346,55.8571,6.6971
2023-10-05,Thursday,2023-10-08,European or Other,364,11.4921,363.8571,11.4876
2023-10-04,Wednesday,2023-10-08,Maori,60,7.481,45.8571,5.7176
2023-10-04,Wednesday,2023-10-08,Pacific peoples,24,6.1386,21.8571,5.5905
2023-10-04,Wednesday,2023-10-08,Asian,60,7.1938,55.7143,6.6799
2023-10-04,Wednesday,2023-10-08,European or Other,441,13.9231,357.4286,11.2846
2023-10-03,Tuesday,2023-10-08,Maori,60,7.481,44.5714,5.5573
2023-10-03,Tuesday,2023-10-08,Pacific peoples,27,6.9059,21.2857,5.4443
2023-10-03,Tuesday,2023-10-08,Asian,58,6.954,53.5714,6.423
2023-10-03,Tuesday,2023-10-08,European or Other,414,13.0707,334.2857,10.554
2023-10-02,Monday,2023-10-08,Maori,53,6.6082,44,5.4861
2023-10-02,Monday,2023-10-08,Pacific peoples,30,7.6732,21.2857,5.4443
2023-10-02,Monday,2023-10-08,Asian,76,9.1121,54.2857,6.5086
2023-10-02,Monday,2023-10-08,European or Other,478,15.0913,323,10.1976
2023-10-01,Sunday,2023-10-01,Maori,38,4.738,46.2857,5.7711
2023-10-01,Sunday,2023-10-01,Pacific peoples,17,4.3482,21.2857,5.4443
2023-10-01,Sunday,2023-10-01,Asian,51,6.1147,53.4286,6.4059
2023-10-01,Sunday,2023-10-01,European or Other,314,9.9135,298.8571,9.4354
2023-09-30,Saturday,2023-10-01,Maori,32,3.9899,45.2857,5.6464
2023-09-30,Saturday,2023-10-01,Pacific peoples,15,3.8366,21.2857,5.4443
2023-09-30,Saturday,2023-10-01,Asian,27,3.2372,50.2857,6.0291
2023-09-30,Saturday,2023-10-01,European or Other,245,7.7351,289.7143,9.1468
2023-09-29,Friday,2023-10-01,Maori,42,5.2367,46,5.7354
2023-09-29,Friday,2023-10-01,Pacific peoples,17,4.3482,20.8571,5.3347
2023-09-29,Friday,2023-10-01,Asian,67,8.033,51.2857,6.149
2023-09-29,Friday,2023-10-01,European or Other,291,9.1874,285.8571,9.025
2023-09-28,Thursday,2023-10-01,Maori,36,4.4886,45.8571,5.7176
2023-09-28,Thursday,2023-10-01,Pacific peoples,23,5.8828,20.5714,5.2616
2023-09-28,Thursday,2023-10-01,Asian,51,6.1147,47.8571,5.7379
2023-09-28,Thursday,2023-10-01,European or Other,319,10.0714,287.5714,9.0791
2023-09-27,Wednesday,2023-10-01,Maori,51,6.3589,48.7143,6.0739
2023-09-27,Wednesday,2023-10-01,Pacific peoples,20,5.1155,19.5714,5.0059
2023-09-27,Wednesday,2023-10-01,Asian,45,5.3953,47.7143,5.7208
2023-09-27,Wednesday,2023-10-01,European or Other,279,8.8085,284.5714,8.9844
2023-09-26,Tuesday,2023-10-01,Maori,56,6.9823,49.5714,6.1807
2023-09-26,Tuesday,2023-10-01,Pacific peoples,27,6.9059,20,5.1155
2023-09-26,Tuesday,2023-10-01,Asian,63,7.5535,47.8571,5.7379
2023-09-26,Tuesday,2023-10-01,European or Other,335,10.5765,295.2857,9.3227
2023-09-25,Monday,2023-10-01,Maori,69,8.6032,49.7143,6.1986
2023-09-25,Monday,2023-10-01,Pacific peoples,30,7.6732,19.2857,4.9328
2023-09-25,Monday,2023-10-01,Asian,70,8.3927,48.2857,5.7893
2023-09-25,Monday,2023-10-01,European or Other,309,9.7556,291.2857,9.1964
2023-09-24,Sunday,2023-09-24,Maori,31,3.8652,51,6.3589
2023-09-24,Sunday,2023-09-24,Pacific peoples,17,4.3482,18.4286,4.7136
2023-09-24,Sunday,2023-09-24,Asian,29,3.477,49.7143,5.9606
2023-09-24,Sunday,2023-09-24,European or Other,250,7.8929,305.1429,9.6339
2023-09-23,Saturday,2023-09-24,Maori,37,4.6133,52.1429,6.5014
2023-09-23,Saturday,2023-09-24,Pacific peoples,12,3.0693,18,4.6039
2023-09-23,Saturday,2023-09-24,Asian,34,4.0765,52,6.2346
2023-09-23,Saturday,2023-09-24,European or Other,218,6.8826,307.8571,9.7196
2023-09-22,Friday,2023-09-24,Maori,41,5.112,52.7143,6.5726
2023-09-22,Friday,2023-09-24,Pacific peoples,15,3.8366,17.7143,4.5309
2023-09-22,Friday,2023-09-24,Asian,43,5.1555,50.8571,6.0976
2023-09-22,Friday,2023-09-24,European or Other,303,9.5662,308.4286,9.7376
2023-09-21,Thursday,2023-09-24,Maori,56,6.9823,54,6.7329
2023-09-21,Thursday,2023-09-24,Pacific peoples,16,4.0924,18.8571,4.8232
2023-09-21,Thursday,2023-09-24,Asian,50,5.9948,52.7143,6.3202
2023-09-21,Thursday,2023-09-24,European or Other,298,9.4084,305.1429,9.6339
2023-09-20,Wednesday,2023-09-24,Maori,57,7.107,54.2857,6.7685
2023-09-20,Wednesday,2023-09-24,Pacific peoples,23,5.8828,19.2857,4.9328
2023-09-20,Wednesday,2023-09-24,Asian,46,5.5152,55.5714,6.6628
2023-09-20,Wednesday,2023-09-24,European or Other,354,11.1764,306.7143,9.6835
2023-09-19,Tuesday,2023-09-24,Maori,57,7.107,55.2857,6.8932
2023-09-19,Tuesday,2023-09-24,Pacific peoples,22,5.627,20,5.1155
2023-09-19,Tuesday,2023-09-24,Asian,66,7.9131,56.2857,6.7484
2023-09-19,Tuesday,2023-09-24,European or Other,307,9.6925,301.2857,9.5121
2023-09-18,Monday,2023-09-24,Maori,78,9.7253,55.2857,6.8932
2023-09-18,Monday,2023-09-24,Pacific peoples,24,6.1386,19.7143,5.0424
2023-09-18,Monday,2023-09-24,Asian,80,9.5917,53.5714,6.423
2023-09-18,Monday,2023-09-24,European or Other,406,12.8181,305.2857,9.6384
2023-09-17,Sunday,2023-09-17,Maori,39,4.8627,55.5714,6.9288
2023-09-17,Sunday,2023-09-17,Pacific peoples,14,3.5808,19.4286,4.9693
2023-09-17,Sunday,2023-09-17,Asian,45,5.3953,52.2857,6.2689
2023-09-17,Sunday,2023-09-17,European or Other,269,8.4928,309.4286,9.7692
2023-09-16,Saturday,2023-09-17,Maori,41,5.112,58.1429,7.2495
2023-09-16,Saturday,2023-09-17,Pacific peoples,10,2.5577,20.5714,5.2616
2023-09-16,Saturday,2023-09-17,Asian,26,3.1173,53,6.3545
2023-09-16,Saturday,2023-09-17,European or Other,222,7.0089,316.7143,9.9992
2023-09-15,Friday,2023-09-17,Maori,50,6.2342,58.2857,7.2673
2023-09-15,Friday,2023-09-17,Pacific peoples,23,5.8828,21.2857,5.4443
2023-09-15,Friday,2023-09-17,Asian,56,6.7142,55.7143,6.6799
2023-09-15,Friday,2023-09-17,European or Other,280,8.8401,321.7143,10.1571
2023-09-14,Thursday,2023-09-17,Maori,58,7.2316,58.5714,7.3029
2023-09-14,Thursday,2023-09-17,Pacific peoples,19,4.8597,19.7143,5.0424
2023-09-14,Thursday,2023-09-17,Asian,70,8.3927,53.7143,6.4401
2023-09-14,Thursday,2023-09-17,European or Other,309,9.7556,327,10.3239
2023-09-13,Wednesday,2023-09-17,Maori,64,7.9798,58.8571,7.3385
2023-09-13,Wednesday,2023-09-17,Pacific peoples,28,7.1617,22.1429,5.6636
2023-09-13,Wednesday,2023-09-17,Asian,51,6.1147,52.5714,6.3031
2023-09-13,Wednesday,2023-09-17,European or Other,316,9.9766,337.1429,10.6442
2023-09-12,Tuesday,2023-09-17,Maori,57,7.107,56.1429,7.0001
2023-09-12,Tuesday,2023-09-17,Pacific peoples,20,5.1155,22.2857,5.7001
2023-09-12,Tuesday,2023-09-17,Asian,47,5.6351,55.1429,6.6114
2023-09-12,Tuesday,2023-09-17,European or Other,335,10.5765,344.4286,10.8742
2023-09-11,Monday,2023-09-17,Maori,80,9.9747,57.1429,7.1248
2023-09-11,Monday,2023-09-17,Pacific peoples,22,5.627,24.2857,6.2117000000000004
2023-09-11,Monday,2023-09-17,Asian,71,8.5126,57.2857,6.8683
2023-09-11,Monday,2023-09-17,European or Other,435,13.7337,352,11.1132
2023-09-10,Sunday,2023-09-10,Maori,57,7.107,57.7143,7.196
2023-09-10,Sunday,2023-09-10,Pacific peoples,22,5.627,24.4286,6.2482
2023-09-10,Sunday,2023-09-10,Asian,50,5.9948,57.4286,6.8855
2023-09-10,Sunday,2023-09-10,European or Other,320,10.1029,355.8571,11.235
2023-09-09,Saturday,2023-09-10,Maori,42,5.2367,56.1429,7.0001
2023-09-09,Saturday,2023-09-10,Pacific peoples,15,3.8366,22.8571,5.8463
2023-09-09,Saturday,2023-09-10,Asian,45,5.3953,56.7143,6.7998
2023-09-09,Saturday,2023-09-10,European or Other,257,8.1139,353.8571,11.1719
2023-09-08,Friday,2023-09-10,Maori,52,6.4835,55.7143,6.9467
2023-09-08,Friday,2023-09-10,Pacific peoples,12,3.0693,21.8571,5.5905
2023-09-08,Friday,2023-09-10,Asian,42,5.0356,56.1429,6.7313
2023-09-08,Friday,2023-09-10,European or Other,317,10.0082,360,11.3658
2023-09-07,Thursday,2023-09-10,Maori,60,7.481,56.4286,7.0357
2023-09-07,Thursday,2023-09-10,Pacific peoples,36,9.2079,24.1429,6.1751
2023-09-07,Thursday,2023-09-10,Asian,62,7.4336,58,6.954
2023-09-07,Thursday,2023-09-10,European or Other,380,11.9972,363,11.4605
2023-09-06,Wednesday,2023-09-10,Maori,45,5.6108,57.4286,7.1604
2023-09-06,Wednesday,2023-09-10,Pacific peoples,29,7.4174,21.5714,5.5174
2023-09-06,Wednesday,2023-09-10,Asian,69,8.2728,59,7.0739
2023-09-06,Wednesday,2023-09-10,European or Other,367,11.5868,362.7143,11.4515
2023-09-05,Tuesday,2023-09-10,Maori,64,7.9798,61.8571,7.7126
2023-09-05,Tuesday,2023-09-10,Pacific peoples,34,8.6963,21.5714,5.5174
2023-09-05,Tuesday,2023-09-10,Asian,62,7.4336,61.4286,7.3651
2023-09-05,Tuesday,2023-09-10,European or Other,388,12.2498,365.2857,11.5327
2023-09-04,Monday,2023-09-10,Maori,84,10.4734,64,7.9798
2023-09-04,Monday,2023-09-10,Pacific peoples,23,5.8828,21.2857,5.4443
2023-09-04,Monday,2023-09-10,Asian,72,8.6325,64.1429,7.6905
2023-09-04,Monday,2023-09-10,European or Other,462,14.5861,365,11.5237
2023-09-03,Sunday,2023-09-03,Maori,46,5.7354,66,8.2291
2023-09-03,Sunday,2023-09-03,Pacific peoples,11,2.8135,19.8571,5.0789
2023-09-03,Sunday,2023-09-03,Asian,45,5.3953,66.2857,7.9474
2023-09-03,Sunday,2023-09-03,European or Other,306,9.6609,363.7143,11.4831
2023-09-02,Saturday,2023-09-03,Maori,39,4.8627,68.4286,8.5319
2023-09-02,Saturday,2023-09-03,Pacific peoples,8,2.0462,19.4286,4.9693
2023-09-02,Saturday,2023-09-03,Asian,41,4.9157,64.5714,7.7419
2023-09-02,Saturday,2023-09-03,European or Other,300,9.4715,359.7143,11.3568
2023-09-01,Friday,2023-09-03,Maori,57,7.107,67.5714,8.4251
2023-09-01,Friday,2023-09-03,Pacific peoples,28,7.1617,19.7143,5.0424
2023-09-01,Friday,2023-09-03,Asian,55,6.5943,63.8571,7.6562
2023-09-01,Friday,2023-09-03,European or Other,338,10.6712,353.4286,11.1583
2023-08-31,Thursday,2023-09-03,Maori,67,8.3538,68.5714,8.5497
2023-08-31,Thursday,2023-09-03,Pacific peoples,18,4.6039,17.7143,4.5309
2023-08-31,Thursday,2023-09-03,Asian,69,8.2728,63.4286,7.6048
2023-08-31,Thursday,2023-09-03,European or Other,378,11.9341,345.7143,10.9148
2023-08-30,Wednesday,2023-09-03,Maori,76,9.476,67.1429,8.3716
2023-08-30,Wednesday,2023-09-03,Pacific peoples,29,7.4174,18,4.6039
2023-08-30,Wednesday,2023-09-03,Asian,86,10.3111,60.4286,7.2452
2023-08-30,Wednesday,2023-09-03,European or Other,385,12.1551,339.5714,10.7208
2023-08-29,Tuesday,2023-09-03,Maori,79,9.85,66.4286,8.2826
2023-08-29,Tuesday,2023-09-03,Pacific peoples,32,8.1848,17.1429,4.3847
2023-08-29,Tuesday,2023-09-03,Asian,81,9.7116,58,6.954
2023-08-29,Tuesday,2023-09-03,European or Other,386,12.1867,333.8571,10.5404
2023-08-28,Monday,2023-09-03,Maori,98,12.219,66.8571,8.336
2023-08-28,Monday,2023-09-03,Pacific peoples,13,3.3251,16.5714,4.2385
2023-08-28,Monday,2023-09-03,Asian,87,10.431,56.7143,6.7998
2023-08-28,Monday,2023-09-03,European or Other,453,14.302,342.4286,10.811
2023-08-27,Sunday,2023-08-27,Maori,63,7.8551,68.5714,8.5497
2023-08-27,Sunday,2023-08-27,Pacific peoples,8,2.0462,19.5714,5.0059
2023-08-27,Sunday,2023-08-27,Asian,33,3.9566,55.7143,6.6799
2023-08-27,Sunday,2023-08-27,European or Other,278,8.7769,351.7143,11.1042
2023-08-26,Saturday,2023-08-27,Maori,33,4.1146,66.2857,8.2647
2023-08-26,Saturday,2023-08-27,Pacific peoples,10,2.5577,21.1429,5.4078
2023-08-26,Saturday,2023-08-27,Asian,36,4.3163,58.4286,7.0054
2023-08-26,Saturday,2023-08-27,European or Other,256,8.0823,355.7143,11.2305
2023-08-25,Friday,2023-08-27,Maori,64,7.9798,66.5714,8.3004
2023-08-25,Friday,2023-08-27,Pacific peoples,14,3.5808,22,5.627
2023-08-25,Friday,2023-08-27,Asian,52,6.2346,59.2857,7.1081
2023-08-25,Friday,2023-08-27,European or Other,284,8.9664,352.8571,11.1403
2023-08-24,Thursday,2023-08-27,Maori,57,7.107,66,8.2291
2023-08-24,Thursday,2023-08-27,Pacific peoples,20,5.1155,21.4286,5.4809
2023-08-24,Thursday,2023-08-27,Asian,48,5.755,57.2857,6.8683
2023-08-24,Thursday,2023-08-27,European or Other,335,10.5765,357.5714,11.2891
2023-08-23,Wednesday,2023-08-27,Maori,71,8.8525,66.4286,8.2826
2023-08-23,Wednesday,2023-08-27,Pacific peoples,23,5.8828,21.5714,5.5174
2023-08-23,Wednesday,2023-08-27,Asian,69,8.2728,59.7143,7.1595
2023-08-23,Wednesday,2023-08-27,European or Other,345,10.8922,356,11.2395
2023-08-22,Tuesday,2023-08-27,Maori,82,10.2241,68,8.4785
2023-08-22,Tuesday,2023-08-27,Pacific peoples,28,7.1617,21.5714,5.5174
2023-08-22,Tuesday,2023-08-27,Asian,72,8.6325,59.7143,7.1595
2023-08-22,Tuesday,2023-08-27,European or Other,446,14.081,356.4286,11.253
2023-08-21,Monday,2023-08-27,Maori,110,13.7152,67.5714,8.4251
2023-08-21,Monday,2023-08-27,Pacific peoples,34,8.6963,24.2857,6.2117000000000004
2023-08-21,Monday,2023-08-27,Asian,80,9.5917,56.5714,6.7827
2023-08-21,Monday,2023-08-27,European or Other,518,16.3541,349.5714,11.0365
2023-08-20,Sunday,2023-08-20,Maori,47,5.8601,77.1429,9.6185
2023-08-20,Sunday,2023-08-20,Pacific peoples,19,4.8597,27.2857,6.979
2023-08-20,Sunday,2023-08-20,Asian,52,6.2346,64.2857,7.7076
2023-08-20,Sunday,2023-08-20,European or Other,306,9.6609,391.2857,12.3535
2023-08-19,Saturday,2023-08-20,Maori,35,4.3639,86.2857,10.7584
2023-08-19,Saturday,2023-08-20,Pacific peoples,16,4.0924,28,7.1617
2023-08-19,Saturday,2023-08-20,Asian,42,5.0356,66.5714,7.9817
2023-08-19,Saturday,2023-08-20,European or Other,236,7.4509,413.1429,13.0436
2023-08-18,Friday,2023-08-20,Maori,60,7.481,87.1429,10.8653
2023-08-18,Friday,2023-08-20,Pacific peoples,10,2.5577,29,7.4174
2023-08-18,Friday,2023-08-20,Asian,38,4.5561,67.1429,8.0502
2023-08-18,Friday,2023-08-20,European or Other,317,10.0082,431.7143,13.6299
2023-08-17,Thursday,2023-08-20,Maori,60,7.481,93.1429,11.6134
2023-08-17,Thursday,2023-08-20,Pacific peoples,21,5.3713,30.8571,7.8925
2023-08-17,Thursday,2023-08-20,Asian,65,7.7933,71.8571,8.6154
2023-08-17,Thursday,2023-08-20,European or Other,324,10.2292,451.5714,14.2569
2023-08-16,Wednesday,2023-08-20,Maori,82,10.2241,97.4286,12.1477
2023-08-16,Wednesday,2023-08-20,Pacific peoples,23,5.8828,32.1429,8.2213
2023-08-16,Wednesday,2023-08-20,Asian,69,8.2728,76,9.1121
2023-08-16,Wednesday,2023-08-20,European or Other,348,10.9869,481.4286,15.1995
