case_date,case_weekday,case_week_ending,ethnicity_mpao,cases,cases_per_100k,cases_mean7,cases_per_100k_mean7
2021-01-26,Tuesday,2021-01-31,Maori,0,0,0.4286,0.0534
2021-01-26,Tuesday,2021-01-31,Pacific peoples,0,0,0.1429,0.0365
2021-01-26,Tuesday,2021-01-31,Asian,1,0.1199,1.1429,0.137
2021-01-26,Tuesday,2021-01-31,European or Other,0,0,1.8571,0.0586
2021-01-25,Monday,2021-01-31,Maori,1,0.1247,0.4286,0.0534
2021-01-25,Monday,2021-01-31,Pacific peoples,0,0,0.1429,0.0365
2021-01-25,Monday,2021-01-31,Asian,0,0,1,0.1199
2021-01-25,Monday,2021-01-31,European or Other,1,0.0316,2.1429,0.0677
2021-01-24,Sunday,2021-01-24,Maori,0,0,0.2857,0.0356
2021-01-24,Sunday,2021-01-24,Pacific peoples,0,0,0.1429,0.0365
2021-01-24,Sunday,2021-01-24,Asian,4,0.4796,1,0.1199
2021-01-24,Sunday,2021-01-24,European or Other,2,0.0631,2.2857,0.0722
2021-01-23,Saturday,2021-01-24,Maori,0,0,0.2857,0.0356
2021-01-23,Saturday,2021-01-24,Pacific peoples,1,0.2558,0.1429,0.0365
2021-01-23,Saturday,2021-01-24,Asian,1,0.1199,0.4286,0.0514
2021-01-23,Saturday,2021-01-24,European or Other,3,0.0947,2.2857,0.0722
2021-01-22,Friday,2021-01-24,Maori,1,0.1247,0.2857,0.0356
2021-01-22,Friday,2021-01-24,Pacific peoples,0,0,0,0
2021-01-22,Friday,2021-01-24,Asian,0,0,0.4286,0.0514
2021-01-22,Friday,2021-01-24,European or Other,2,0.0631,2.4286,0.0767
2021-01-21,Thursday,2021-01-24,Maori,1,0.1247,0.2857,0.0356
2021-01-21,Thursday,2021-01-24,Pacific peoples,0,0,0,0
2021-01-21,Thursday,2021-01-24,Asian,1,0.1199,0.4286,0.0514
2021-01-21,Thursday,2021-01-24,European or Other,2,0.0631,2.8571,0.0902
2021-01-20,Wednesday,2021-01-24,Maori,0,0,0.1429,0.0178
2021-01-20,Wednesday,2021-01-24,Pacific peoples,0,0,0,0
2021-01-20,Wednesday,2021-01-24,Asian,1,0.1199,0.8571,0.1028
2021-01-20,Wednesday,2021-01-24,European or Other,3,0.0947,2.8571,0.0902
2021-01-19,Tuesday,2021-01-24,Maori,0,0,0.1429,0.0178
2021-01-19,Tuesday,2021-01-24,Pacific peoples,0,0,0,0
2021-01-19,Tuesday,2021-01-24,Asian,0,0,1.2857,0.1542
2021-01-19,Tuesday,2021-01-24,European or Other,2,0.0631,3,0.0947
2021-01-18,Monday,2021-01-24,Maori,0,0,0.1429,0.0178
2021-01-18,Monday,2021-01-24,Pacific peoples,0,0,0,0
2021-01-18,Monday,2021-01-24,Asian,0,0,1.2857,0.1542
2021-01-18,Monday,2021-01-24,European or Other,2,0.0631,3,0.0947
2021-01-17,Sunday,2021-01-17,Maori,0,0,0.2857,0.0356
2021-01-17,Sunday,2021-01-17,Pacific peoples,0,0,0,0
2021-01-17,Sunday,2021-01-17,Asian,0,0,1.4286,0.1713
2021-01-17,Sunday,2021-01-17,European or Other,2,0.0631,3.2857,0.1037
2021-01-16,Saturday,2021-01-17,Maori,0,0,0.2857,0.0356
2021-01-16,Saturday,2021-01-17,Pacific peoples,0,0,0,0
2021-01-16,Saturday,2021-01-17,Asian,1,0.1199,1.4286,0.1713
2021-01-16,Saturday,2021-01-17,European or Other,4,0.1263,4.2857,0.1353
2021-01-15,Friday,2021-01-17,Maori,1,0.1247,0.2857,0.0356
2021-01-15,Friday,2021-01-17,Pacific peoples,0,0,0,0
2021-01-15,Friday,2021-01-17,Asian,0,0,1.8571,0.2227
2021-01-15,Friday,2021-01-17,European or Other,5,0.1579,4.2857,0.1353
2021-01-14,Thursday,2021-01-17,Maori,0,0,0.1429,0.0178
2021-01-14,Thursday,2021-01-17,Pacific peoples,0,0,0,0
2021-01-14,Thursday,2021-01-17,Asian,4,0.4796,1.8571,0.2227
2021-01-14,Thursday,2021-01-17,European or Other,2,0.0631,4.1429,0.1308
2021-01-13,Wednesday,2021-01-17,Maori,0,0,0.1429,0.0178
2021-01-13,Wednesday,2021-01-17,Pacific peoples,0,0,0,0
2021-01-13,Wednesday,2021-01-17,Asian,4,0.4796,1.5714,0.1884
2021-01-13,Wednesday,2021-01-17,European or Other,4,0.1263,6.1429,0.1939
2021-01-12,Tuesday,2021-01-17,Maori,0,0,0.1429,0.0178
2021-01-12,Tuesday,2021-01-17,Pacific peoples,0,0,0,0
2021-01-12,Tuesday,2021-01-17,Asian,0,0,1,0.1199
2021-01-12,Tuesday,2021-01-17,European or Other,2,0.0631,5.8571,0.1849
2021-01-11,Monday,2021-01-17,Maori,1,0.1247,0.1429,0.0178
2021-01-11,Monday,2021-01-17,Pacific peoples,0,0,0,0
2021-01-11,Monday,2021-01-17,Asian,1,0.1199,1,0.1199
2021-01-11,Monday,2021-01-17,European or Other,4,0.1263,5.8571,0.1849
2021-01-10,Sunday,2021-01-10,Maori,0,0,0,0
2021-01-10,Sunday,2021-01-10,Pacific peoples,0,0,0,0
2021-01-10,Sunday,2021-01-10,Asian,0,0,1,0.1199
2021-01-10,Sunday,2021-01-10,European or Other,9,0.2841,5.2857,0.1669
2021-01-09,Saturday,2021-01-10,Maori,0,0,0,0
2021-01-09,Saturday,2021-01-10,Pacific peoples,0,0,0,0
2021-01-09,Saturday,2021-01-10,Asian,4,0.4796,1,0.1199
2021-01-09,Saturday,2021-01-10,European or Other,4,0.1263,4.4286,0.1398
2021-01-08,Friday,2021-01-10,Maori,0,0,0,0
2021-01-08,Friday,2021-01-10,Pacific peoples,0,0,0,0
2021-01-08,Friday,2021-01-10,Asian,0,0,0.5714,0.0685
2021-01-08,Friday,2021-01-10,European or Other,4,0.1263,4.7143,0.1488
2021-01-07,Thursday,2021-01-10,Maori,0,0,0.1429,0.0178
2021-01-07,Thursday,2021-01-10,Pacific peoples,0,0,0,0
2021-01-07,Thursday,2021-01-10,Asian,2,0.2398,0.5714,0.0685
2021-01-07,Thursday,2021-01-10,European or Other,16,0.5051,4.8571,0.1533
2021-01-06,Wednesday,2021-01-10,Maori,0,0,0.1429,0.0178
2021-01-06,Wednesday,2021-01-10,Pacific peoples,0,0,0,0
2021-01-06,Wednesday,2021-01-10,Asian,0,0,0.4286,0.0514
2021-01-06,Wednesday,2021-01-10,European or Other,2,0.0631,2.8571,0.0902
2021-01-05,Tuesday,2021-01-10,Maori,0,0,0.2857,0.0356
2021-01-05,Tuesday,2021-01-10,Pacific peoples,0,0,0,0
2021-01-05,Tuesday,2021-01-10,Asian,0,0,0.7143,0.0856
2021-01-05,Tuesday,2021-01-10,European or Other,2,0.0631,3.1429,0.0992
2021-01-04,Monday,2021-01-10,Maori,0,0,0.2857,0.0356
2021-01-04,Monday,2021-01-10,Pacific peoples,0,0,0,0
2021-01-04,Monday,2021-01-10,Asian,1,0.1199,0.8571,0.1028
2021-01-04,Monday,2021-01-10,European or Other,0,0,3.2857,0.1037
2021-01-03,Sunday,2021-01-03,Maori,0,0,0.4286,0.0534
2021-01-03,Sunday,2021-01-03,Pacific peoples,0,0,0,0
2021-01-03,Sunday,2021-01-03,Asian,0,0,1.1429,0.137
2021-01-03,Sunday,2021-01-03,European or Other,3,0.0947,3.5714,0.1128
2021-01-02,Saturday,2021-01-03,Maori,0,0,0.4286,0.0534
2021-01-02,Saturday,2021-01-03,Pacific peoples,0,0,0,0
2021-01-02,Saturday,2021-01-03,Asian,1,0.1199,1.2857,0.1542
2021-01-02,Saturday,2021-01-03,European or Other,6,0.1894,3.4286,0.1082
2021-01-01,Friday,2021-01-03,Maori,1,0.1247,0.4286,0.0534
2021-01-01,Friday,2021-01-03,Pacific peoples,0,0,0,0
2021-01-01,Friday,2021-01-03,Asian,0,0,1.5714,0.1884
2021-01-01,Friday,2021-01-03,European or Other,5,0.1579,2.5714,0.0812
2020-12-31,Thursday,2021-01-03,Maori,0,0,0.2857,0.0356
2020-12-31,Thursday,2021-01-03,Pacific peoples,0,0,0,0
2020-12-31,Thursday,2021-01-03,Asian,1,0.1199,1.5714,0.1884
2020-12-31,Thursday,2021-01-03,European or Other,2,0.0631,2.1429,0.0677
2020-12-30,Wednesday,2021-01-03,Maori,1,0.1247,0.2857,0.0356
2020-12-30,Wednesday,2021-01-03,Pacific peoples,0,0,0,0
2020-12-30,Wednesday,2021-01-03,Asian,2,0.2398,2,0.2398
2020-12-30,Wednesday,2021-01-03,European or Other,4,0.1263,2.1429,0.0677
2020-12-29,Tuesday,2021-01-03,Maori,0,0,0.1429,0.0178
2020-12-29,Tuesday,2021-01-03,Pacific peoples,0,0,0,0
2020-12-29,Tuesday,2021-01-03,Asian,1,0.1199,2,0.2398
2020-12-29,Tuesday,2021-01-03,European or Other,3,0.0947,1.7143,0.0541
2020-12-28,Monday,2021-01-03,Maori,1,0.1247,0.1429,0.0178
2020-12-28,Monday,2021-01-03,Pacific peoples,0,0,0,0
2020-12-28,Monday,2021-01-03,Asian,3,0.3597,1.8571,0.2227
2020-12-28,Monday,2021-01-03,European or Other,2,0.0631,1.5714,0.0496
2020-12-27,Sunday,2020-12-27,Maori,0,0,0,0
2020-12-27,Sunday,2020-12-27,Pacific peoples,0,0,0,0
2020-12-27,Sunday,2020-12-27,Asian,1,0.1199,1.8571,0.2227
2020-12-27,Sunday,2020-12-27,European or Other,2,0.0631,1.5714,0.0496
2020-12-26,Saturday,2020-12-27,Maori,0,0,0,0
2020-12-26,Saturday,2020-12-27,Pacific peoples,0,0,0,0
2020-12-26,Saturday,2020-12-27,Asian,3,0.3597,1.8571,0.2227
2020-12-26,Saturday,2020-12-27,European or Other,0,0,1.7143,0.0541
2020-12-25,Friday,2020-12-27,Maori,0,0,0,0
2020-12-25,Friday,2020-12-27,Pacific peoples,0,0,0,0
2020-12-25,Friday,2020-12-27,Asian,0,0,1.4286,0.1713
2020-12-25,Friday,2020-12-27,European or Other,2,0.0631,2.7143,0.0857
2020-12-24,Thursday,2020-12-27,Maori,0,0,0,0
2020-12-24,Thursday,2020-12-27,Pacific peoples,0,0,0,0
2020-12-24,Thursday,2020-12-27,Asian,4,0.4796,1.4286,0.1713
2020-12-24,Thursday,2020-12-27,European or Other,2,0.0631,2.7143,0.0857
2020-12-23,Wednesday,2020-12-27,Maori,0,0,0,0
2020-12-23,Wednesday,2020-12-27,Pacific peoples,0,0,0,0
2020-12-23,Wednesday,2020-12-27,Asian,2,0.2398,0.8571,0.1028
2020-12-23,Wednesday,2020-12-27,European or Other,1,0.0316,3,0.0947
2020-12-22,Tuesday,2020-12-27,Maori,0,0,0,0
2020-12-22,Tuesday,2020-12-27,Pacific peoples,0,0,0,0
2020-12-22,Tuesday,2020-12-27,Asian,0,0,0.8571,0.1028
2020-12-22,Tuesday,2020-12-27,European or Other,2,0.0631,3.1429,0.0992
2020-12-21,Monday,2020-12-27,Maori,0,0,0,0
2020-12-21,Monday,2020-12-27,Pacific peoples,0,0,0,0
2020-12-21,Monday,2020-12-27,Asian,3,0.3597,0.8571,0.1028
2020-12-21,Monday,2020-12-27,European or Other,2,0.0631,2.8571,0.0902
2020-12-20,Sunday,2020-12-20,Maori,0,0,0,0
2020-12-20,Sunday,2020-12-20,Pacific peoples,0,0,0,0
2020-12-20,Sunday,2020-12-20,Asian,1,0.1199,0.4286,0.0514
2020-12-20,Sunday,2020-12-20,European or Other,3,0.0947,3.1429,0.0992
2020-12-19,Saturday,2020-12-20,Maori,0,0,0,0
2020-12-19,Saturday,2020-12-20,Pacific peoples,0,0,0,0
2020-12-19,Saturday,2020-12-20,Asian,0,0,0.2857,0.0343
2020-12-19,Saturday,2020-12-20,European or Other,7,0.221,2.7143,0.0857
2020-12-18,Friday,2020-12-20,Maori,0,0,0,0
2020-12-18,Friday,2020-12-20,Pacific peoples,0,0,0,0
2020-12-18,Friday,2020-12-20,Asian,0,0,0.2857,0.0343
2020-12-18,Friday,2020-12-20,European or Other,2,0.0631,2.4286,0.0767
2020-12-17,Thursday,2020-12-20,Maori,0,0,0,0
2020-12-17,Thursday,2020-12-20,Pacific peoples,0,0,0,0
2020-12-17,Thursday,2020-12-20,Asian,0,0,0.2857,0.0343
2020-12-17,Thursday,2020-12-20,European or Other,4,0.1263,2.2857,0.0722
2020-12-16,Wednesday,2020-12-20,Maori,0,0,0,0
2020-12-16,Wednesday,2020-12-20,Pacific peoples,0,0,0,0
2020-12-16,Wednesday,2020-12-20,Asian,2,0.2398,0.2857,0.0343
2020-12-16,Wednesday,2020-12-20,European or Other,2,0.0631,2,0.0631
2020-12-15,Tuesday,2020-12-20,Maori,0,0,0,0
2020-12-15,Tuesday,2020-12-20,Pacific peoples,0,0,0,0
2020-12-15,Tuesday,2020-12-20,Asian,0,0,0,0
2020-12-15,Tuesday,2020-12-20,European or Other,0,0,2,0.0631
2020-12-14,Monday,2020-12-20,Maori,0,0,0,0
2020-12-14,Monday,2020-12-20,Pacific peoples,0,0,0,0
2020-12-14,Monday,2020-12-20,Asian,0,0,0,0
2020-12-14,Monday,2020-12-20,European or Other,4,0.1263,2.2857,0.0722
2020-12-13,Sunday,2020-12-13,Maori,0,0,0,0
2020-12-13,Sunday,2020-12-13,Pacific peoples,0,0,0,0
2020-12-13,Sunday,2020-12-13,Asian,0,0,0,0
2020-12-13,Sunday,2020-12-13,European or Other,0,0,2.5714,0.0812
2020-12-12,Saturday,2020-12-13,Maori,0,0,0,0
2020-12-12,Saturday,2020-12-13,Pacific peoples,0,0,0,0
2020-12-12,Saturday,2020-12-13,Asian,0,0,0,0
2020-12-12,Saturday,2020-12-13,European or Other,5,0.1579,2.8571,0.0902
2020-12-11,Friday,2020-12-13,Maori,0,0,0,0
2020-12-11,Friday,2020-12-13,Pacific peoples,0,0,0,0
2020-12-11,Friday,2020-12-13,Asian,0,0,0,0
2020-12-11,Friday,2020-12-13,European or Other,1,0.0316,2.1429,0.0677
2020-12-10,Thursday,2020-12-13,Maori,0,0,0,0
2020-12-10,Thursday,2020-12-13,Pacific peoples,0,0,0,0
2020-12-10,Thursday,2020-12-13,Asian,0,0,0,0
2020-12-10,Thursday,2020-12-13,European or Other,2,0.0631,3.1429,0.0992
2020-12-09,Wednesday,2020-12-13,Maori,0,0,0,0
2020-12-09,Wednesday,2020-12-13,Pacific peoples,0,0,0,0
2020-12-09,Wednesday,2020-12-13,Asian,0,0,0,0
2020-12-09,Wednesday,2020-12-13,European or Other,2,0.0631,3.2857,0.1037
2020-12-08,Tuesday,2020-12-13,Maori,0,0,0,0
2020-12-08,Tuesday,2020-12-13,Pacific peoples,0,0,0.1429,0.0365
2020-12-08,Tuesday,2020-12-13,Asian,0,0,0,0
2020-12-08,Tuesday,2020-12-13,European or Other,2,0.0631,3.1429,0.0992
2020-12-07,Monday,2020-12-13,Maori,0,0,0,0
2020-12-07,Monday,2020-12-13,Pacific peoples,0,0,0.1429,0.0365
2020-12-07,Monday,2020-12-13,Asian,0,0,0.4286,0.0514
2020-12-07,Monday,2020-12-13,European or Other,6,0.1894,2.8571,0.0902
2020-12-06,Sunday,2020-12-06,Maori,0,0,0,0
2020-12-06,Sunday,2020-12-06,Pacific peoples,0,0,0.1429,0.0365
2020-12-06,Sunday,2020-12-06,Asian,0,0,0.4286,0.0514
2020-12-06,Sunday,2020-12-06,European or Other,2,0.0631,2.7143,0.0857
2020-12-05,Saturday,2020-12-06,Maori,0,0,0,0
2020-12-05,Saturday,2020-12-06,Pacific peoples,0,0,0.1429,0.0365
2020-12-05,Saturday,2020-12-06,Asian,0,0,0.4286,0.0514
2020-12-05,Saturday,2020-12-06,European or Other,0,0,2.8571,0.0902
2020-12-04,Friday,2020-12-06,Maori,0,0,0,0
2020-12-04,Friday,2020-12-06,Pacific peoples,0,0,0.1429,0.0365
2020-12-04,Friday,2020-12-06,Asian,0,0,0.5714,0.0685
2020-12-04,Friday,2020-12-06,European or Other,8,0.2526,3.2857,0.1037
2020-12-03,Thursday,2020-12-06,Maori,0,0,0.1429,0.0178
2020-12-03,Thursday,2020-12-06,Pacific peoples,0,0,0.1429,0.0365
2020-12-03,Thursday,2020-12-06,Asian,0,0,0.7143,0.0856
2020-12-03,Thursday,2020-12-06,European or Other,3,0.0947,2.2857,0.0722
2020-12-02,Wednesday,2020-12-06,Maori,0,0,0.1429,0.0178
2020-12-02,Wednesday,2020-12-06,Pacific peoples,1,0.2558,0.1429,0.0365
2020-12-02,Wednesday,2020-12-06,Asian,0,0,1.5714,0.1884
2020-12-02,Wednesday,2020-12-06,European or Other,1,0.0316,2,0.0631
2020-12-01,Tuesday,2020-12-06,Maori,0,0,0.1429,0.0178
2020-12-01,Tuesday,2020-12-06,Pacific peoples,0,0,0,0
2020-12-01,Tuesday,2020-12-06,Asian,3,0.3597,1.5714,0.1884
2020-12-01,Tuesday,2020-12-06,European or Other,0,0,2,0.0631
2020-11-30,Monday,2020-12-06,Maori,0,0,0.1429,0.0178
2020-11-30,Monday,2020-12-06,Pacific peoples,0,0,0,0
2020-11-30,Monday,2020-12-06,Asian,0,0,1.1429,0.137
2020-11-30,Monday,2020-12-06,European or Other,5,0.1579,2.4286,0.0767
2020-11-29,Sunday,2020-11-29,Maori,0,0,0.1429,0.0178
2020-11-29,Sunday,2020-11-29,Pacific peoples,0,0,0,0
2020-11-29,Sunday,2020-11-29,Asian,0,0,1.4286,0.1713
2020-11-29,Sunday,2020-11-29,European or Other,3,0.0947,2.8571,0.0902
2020-11-28,Saturday,2020-11-29,Maori,0,0,0.1429,0.0178
2020-11-28,Saturday,2020-11-29,Pacific peoples,0,0,0,0
2020-11-28,Saturday,2020-11-29,Asian,1,0.1199,1.7143,0.2055
2020-11-28,Saturday,2020-11-29,European or Other,3,0.0947,2.4286,0.0767
2020-11-27,Friday,2020-11-29,Maori,1,0.1247,0.1429,0.0178
2020-11-27,Friday,2020-11-29,Pacific peoples,0,0,0.1429,0.0365
2020-11-27,Friday,2020-11-29,Asian,1,0.1199,1.7143,0.2055
2020-11-27,Friday,2020-11-29,European or Other,1,0.0316,2.5714,0.0812
2020-11-26,Thursday,2020-11-29,Maori,0,0,0,0
2020-11-26,Thursday,2020-11-29,Pacific peoples,0,0,0.1429,0.0365
2020-11-26,Thursday,2020-11-29,Asian,6,0.7194,1.5714,0.1884
2020-11-26,Thursday,2020-11-29,European or Other,1,0.0316,3,0.0947
2020-11-25,Wednesday,2020-11-29,Maori,0,0,0,0
2020-11-25,Wednesday,2020-11-29,Pacific peoples,0,0,0.1429,0.0365
2020-11-25,Wednesday,2020-11-29,Asian,0,0,0.7143,0.0856
2020-11-25,Wednesday,2020-11-29,European or Other,1,0.0316,3,0.0947
2020-11-24,Tuesday,2020-11-29,Maori,0,0,0.2857,0.0356
2020-11-24,Tuesday,2020-11-29,Pacific peoples,0,0,0.2857,0.0731
2020-11-24,Tuesday,2020-11-29,Asian,0,0,0.8571,0.1028
2020-11-24,Tuesday,2020-11-29,European or Other,3,0.0947,3.4286,0.1082
2020-11-23,Monday,2020-11-29,Maori,0,0,0.2857,0.0356
2020-11-23,Monday,2020-11-29,Pacific peoples,0,0,0.2857,0.0731
2020-11-23,Monday,2020-11-29,Asian,2,0.2398,0.8571,0.1028
2020-11-23,Monday,2020-11-29,European or Other,8,0.2526,3.1429,0.0992
2020-11-22,Sunday,2020-11-22,Maori,0,0,0.2857,0.0356
2020-11-22,Sunday,2020-11-22,Pacific peoples,0,0,0.2857,0.0731
2020-11-22,Sunday,2020-11-22,Asian,2,0.2398,0.5714,0.0685
2020-11-22,Sunday,2020-11-22,European or Other,0,0,2.4286,0.0767
2020-11-21,Saturday,2020-11-22,Maori,0,0,0.4286,0.0534
2020-11-21,Saturday,2020-11-22,Pacific peoples,1,0.2558,0.2857,0.0731
2020-11-21,Saturday,2020-11-22,Asian,1,0.1199,0.2857,0.0343
2020-11-21,Saturday,2020-11-22,European or Other,4,0.1263,2.4286,0.0767
2020-11-20,Friday,2020-11-22,Maori,0,0,0.4286,0.0534
2020-11-20,Friday,2020-11-22,Pacific peoples,0,0,0.1429,0.0365
2020-11-20,Friday,2020-11-22,Asian,0,0,0.2857,0.0343
2020-11-20,Friday,2020-11-22,European or Other,4,0.1263,2.1429,0.0677
2020-11-19,Thursday,2020-11-22,Maori,0,0,0.4286,0.0534
2020-11-19,Thursday,2020-11-22,Pacific peoples,0,0,0.1429,0.0365
2020-11-19,Thursday,2020-11-22,Asian,0,0,0.4286,0.0514
2020-11-19,Thursday,2020-11-22,European or Other,1,0.0316,1.8571,0.0586
2020-11-18,Wednesday,2020-11-22,Maori,2,0.2494,0.4286,0.0534
2020-11-18,Wednesday,2020-11-22,Pacific peoples,1,0.2558,0.1429,0.0365
2020-11-18,Wednesday,2020-11-22,Asian,1,0.1199,0.7143,0.0856
2020-11-18,Wednesday,2020-11-22,European or Other,4,0.1263,2,0.0631
2020-11-17,Tuesday,2020-11-22,Maori,0,0,0.2857,0.0356
2020-11-17,Tuesday,2020-11-22,Pacific peoples,0,0,0,0
2020-11-17,Tuesday,2020-11-22,Asian,0,0,0.5714,0.0685
2020-11-17,Tuesday,2020-11-22,European or Other,1,0.0316,1.7143,0.0541
2020-11-16,Monday,2020-11-22,Maori,0,0,0.2857,0.0356
2020-11-16,Monday,2020-11-22,Pacific peoples,0,0,0,0
2020-11-16,Monday,2020-11-22,Asian,0,0,0.5714,0.0685
2020-11-16,Monday,2020-11-22,European or Other,3,0.0947,1.7143,0.0541
2020-11-15,Sunday,2020-11-15,Maori,1,0.1247,0.2857,0.0356
2020-11-15,Sunday,2020-11-15,Pacific peoples,0,0,0,0
2020-11-15,Sunday,2020-11-15,Asian,0,0,1,0.1199
2020-11-15,Sunday,2020-11-15,European or Other,0,0,1.4286,0.0451
2020-11-14,Saturday,2020-11-15,Maori,0,0,0.1429,0.0178
2020-11-14,Saturday,2020-11-15,Pacific peoples,0,0,0,0
2020-11-14,Saturday,2020-11-15,Asian,1,0.1199,1,0.1199
2020-11-14,Saturday,2020-11-15,European or Other,2,0.0631,1.5714,0.0496
2020-11-13,Friday,2020-11-15,Maori,0,0,0.1429,0.0178
2020-11-13,Friday,2020-11-15,Pacific peoples,0,0,0,0
2020-11-13,Friday,2020-11-15,Asian,1,0.1199,1,0.1199
2020-11-13,Friday,2020-11-15,European or Other,2,0.0631,2,0.0631
2020-11-12,Thursday,2020-11-15,Maori,0,0,0.1429,0.0178
2020-11-12,Thursday,2020-11-15,Pacific peoples,0,0,0,0
2020-11-12,Thursday,2020-11-15,Asian,2,0.2398,0.8571,0.1028
2020-11-12,Thursday,2020-11-15,European or Other,2,0.0631,1.8571,0.0586
2020-11-11,Wednesday,2020-11-15,Maori,1,0.1247,0.1429,0.0178
2020-11-11,Wednesday,2020-11-15,Pacific peoples,0,0,0,0
2020-11-11,Wednesday,2020-11-15,Asian,0,0,0.7143,0.0856
2020-11-11,Wednesday,2020-11-15,European or Other,2,0.0631,1.5714,0.0496
2020-11-10,Tuesday,2020-11-15,Maori,0,0,0,0
2020-11-10,Tuesday,2020-11-15,Pacific peoples,0,0,0,0
2020-11-10,Tuesday,2020-11-15,Asian,0,0,1.1429,0.137
2020-11-10,Tuesday,2020-11-15,European or Other,1,0.0316,1.2857,0.0406
2020-11-09,Monday,2020-11-15,Maori,0,0,0,0
2020-11-09,Monday,2020-11-15,Pacific peoples,0,0,0,0
2020-11-09,Monday,2020-11-15,Asian,3,0.3597,1.1429,0.137
2020-11-09,Monday,2020-11-15,European or Other,1,0.0316,1.2857,0.0406
2020-11-08,Sunday,2020-11-08,Maori,0,0,0,0
2020-11-08,Sunday,2020-11-08,Pacific peoples,0,0,0,0
2020-11-08,Sunday,2020-11-08,Asian,0,0,0.8571,0.1028
2020-11-08,Sunday,2020-11-08,European or Other,1,0.0316,1.7143,0.0541
2020-11-07,Saturday,2020-11-08,Maori,0,0,0,0
2020-11-07,Saturday,2020-11-08,Pacific peoples,0,0,0,0
2020-11-07,Saturday,2020-11-08,Asian,1,0.1199,0.8571,0.1028
2020-11-07,Saturday,2020-11-08,European or Other,5,0.1579,2,0.0631
2020-11-06,Friday,2020-11-08,Maori,0,0,0.1429,0.0178
2020-11-06,Friday,2020-11-08,Pacific peoples,0,0,0,0
2020-11-06,Friday,2020-11-08,Asian,0,0,0.8571,0.1028
2020-11-06,Friday,2020-11-08,European or Other,1,0.0316,1.7143,0.0541
2020-11-05,Thursday,2020-11-08,Maori,0,0,0.1429,0.0178
2020-11-05,Thursday,2020-11-08,Pacific peoples,0,0,0,0
2020-11-05,Thursday,2020-11-08,Asian,1,0.1199,0.8571,0.1028
2020-11-05,Thursday,2020-11-08,European or Other,0,0,2.4286,0.0767
2020-11-04,Wednesday,2020-11-08,Maori,0,0,0.1429,0.0178
2020-11-04,Wednesday,2020-11-08,Pacific peoples,0,0,0,0
2020-11-04,Wednesday,2020-11-08,Asian,3,0.3597,0.7143,0.0856
2020-11-04,Wednesday,2020-11-08,European or Other,0,0,2.5714,0.0812
2020-11-03,Tuesday,2020-11-08,Maori,0,0,0.1429,0.0178
2020-11-03,Tuesday,2020-11-08,Pacific peoples,0,0,0.1429,0.0365
2020-11-03,Tuesday,2020-11-08,Asian,0,0,1,0.1199
2020-11-03,Tuesday,2020-11-08,European or Other,1,0.0316,2.5714,0.0812
2020-11-02,Monday,2020-11-08,Maori,0,0,0.1429,0.0178
2020-11-02,Monday,2020-11-08,Pacific peoples,0,0,0.1429,0.0365
2020-11-02,Monday,2020-11-08,Asian,1,0.1199,1,0.1199
2020-11-02,Monday,2020-11-08,European or Other,4,0.1263,2.8571,0.0902
2020-11-01,Sunday,2020-11-01,Maori,0,0,0.1429,0.0178
2020-11-01,Sunday,2020-11-01,Pacific peoples,0,0,0.1429,0.0365
2020-11-01,Sunday,2020-11-01,Asian,0,0,0.8571,0.1028
2020-11-01,Sunday,2020-11-01,European or Other,3,0.0947,2.4286,0.0767
2020-10-31,Saturday,2020-11-01,Maori,1,0.1247,0.1429,0.0178
2020-10-31,Saturday,2020-11-01,Pacific peoples,0,0,0.1429,0.0365
2020-10-31,Saturday,2020-11-01,Asian,1,0.1199,0.8571,0.1028
2020-10-31,Saturday,2020-11-01,European or Other,3,0.0947,2.5714,0.0812
2020-10-30,Friday,2020-11-01,Maori,0,0,0,0
2020-10-30,Friday,2020-11-01,Pacific peoples,0,0,0.1429,0.0365
2020-10-30,Friday,2020-11-01,Asian,0,0,0.7143,0.0856
2020-10-30,Friday,2020-11-01,European or Other,6,0.1894,2.1429,0.0677
2020-10-29,Thursday,2020-11-01,Maori,0,0,0,0
2020-10-29,Thursday,2020-11-01,Pacific peoples,0,0,0.1429,0.0365
2020-10-29,Thursday,2020-11-01,Asian,0,0,1,0.1199
2020-10-29,Thursday,2020-11-01,European or Other,1,0.0316,3.5714,0.1128
2020-10-28,Wednesday,2020-11-01,Maori,0,0,0,0
2020-10-28,Wednesday,2020-11-01,Pacific peoples,1,0.2558,0.1429,0.0365
2020-10-28,Wednesday,2020-11-01,Asian,5,0.5995,1,0.1199
2020-10-28,Wednesday,2020-11-01,European or Other,0,0,3.8571,0.1218
2020-10-27,Tuesday,2020-11-01,Maori,0,0,0,0
2020-10-27,Tuesday,2020-11-01,Pacific peoples,0,0,0,0
2020-10-27,Tuesday,2020-11-01,Asian,0,0,0.4286,0.0514
2020-10-27,Tuesday,2020-11-01,European or Other,3,0.0947,4.2857,0.1353
2020-10-26,Monday,2020-11-01,Maori,0,0,0,0
2020-10-26,Monday,2020-11-01,Pacific peoples,0,0,0,0
2020-10-26,Monday,2020-11-01,Asian,0,0,0.4286,0.0514
2020-10-26,Monday,2020-11-01,European or Other,1,0.0316,7,0.221
2020-10-25,Sunday,2020-10-25,Maori,0,0,0,0
