Statistical area 2 code (2018 areas),European,Māori,Pacific Peoples,Asian,Middle Eastern / Latin American / African,Other Ethnicity,New Zealander(19),Other Ethnicity nec(19),Total stated,Not Elsewhere Included, Total
164100,102,66,51,36,0,0,0,0,204,0,204
164200,1416,1086,702,234,30,21,12,9,2796,0,2796
164300,885,279,117,135,3,12,6,3,1197,0,1197
164400,2085,462,141,168,15,30,27,3,2469,0,2469
164500,1977,624,111,162,12,33,21,12,2496,0,2496
164600,2196,360,132,393,30,30,27,6,2763,0,2763
164700,1056,222,48,117,9,24,6,15,1314,0,1314
164800,1533,417,78,96,6,21,18,3,1830,0,1830
164900,957,96,30,45,3,12,9,3,1059,0,1059
165000,1206,213,87,237,6,33,27,6,1593,0,1593
165100,1701,234,99,135,9,24,15,6,1977,0,1977
165200,1275,138,30,33,9,12,12,0,1353,0,1353
165300,2682,1335,804,612,30,54,30,21,4674,0,4674
165400,2139,183,72,210,30,36,21,12,2448,0,2448
165500,2841,1572,669,591,69,54,24,30,4980,0,4980
165600,1269,189,81,171,24,15,9,9,1551,0,1551
165700,1590,294,84,306,6,18,9,9,2082,0,2082
165800,2061,396,159,258,39,36,21,15,2562,0,2562
165900,1890,294,111,348,12,39,24,15,2412,0,2412
166000,216,81,54,54,9,3,3,3,369,0,369
166100,1305,195,78,258,12,18,9,6,1653,0,1653
166200,963,189,48,117,6,18,15,0,1173,0,1173
166300,1692,204,78,174,27,24,21,3,1974,0,1974
166400,1980,171,42,60,9,36,27,6,2124,0,2124
166500,1122,561,42,15,6,21,15,3,1485,0,1485
166600,12,C,C,C,C,C,C,C,12,C,12
166700,1449,522,39,57,6,12,12,0,1743,0,1743
166800,C,C,C,C,C,C,C,C,C,C,3
166900,1506,186,15,21,6,30,27,3,1611,0,1611
167000,1380,171,33,45,3,30,27,0,1491,0,1491
167100,3579,633,81,156,15,48,45,3,4002,0,4002
167200,1527,324,30,30,9,27,18,9,1704,0,1704
167300,438,27,12,6,3,6,6,0,459,0,459
167400,1155,129,24,21,6,12,9,0,1224,0,1224
167500,519,111,6,6,3,9,6,0,588,0,588
167600,1731,357,51,132,9,27,24,3,1995,0,1995
167700,810,231,33,81,3,0,0,0,1044,0,1044
167800,2721,858,96,195,27,54,39,12,3387,0,3387
167900,225,45,9,0,3,3,3,0,237,0,237
168000,732,165,15,54,3,9,9,0,867,0,867
168100,1329,171,33,69,6,24,24,0,1479,0,1479
168200,951,57,6,24,15,12,12,3,1005,0,1005
168300,987,180,15,6,0,9,9,0,1059,0,1059
168400,372,96,6,6,6,6,6,0,432,0,432
168500,3723,642,78,75,9,39,33,3,4074,0,4074
168600,735,240,15,18,0,0,0,0,849,0,849
168700,1032,198,42,33,6,18,15,3,1155,0,1155
168800,1233,225,12,36,3,18,18,0,1365,0,1365
168900,1299,234,21,45,0,18,12,0,1452,0,1452
169000,1245,396,48,69,9,21,21,0,1533,0,1533
169100,1617,396,48,45,9,30,30,3,1845,0,1845
169200,3240,1317,168,174,9,42,39,3,4269,0,4269
169300,1971,342,39,42,12,30,27,0,2148,0,2148
169400,1428,414,78,75,12,15,12,3,1740,0,1740
169500,1218,291,48,39,0,15,9,3,1386,0,1386
169600,1824,537,75,135,12,21,18,3,2277,0,2277
169700,2871,363,75,129,12,33,30,0,3102,0,3102
169800,876,198,81,39,15,15,9,3,1083,0,1083
169900,1341,225,51,135,3,15,15,3,1581,0,1581
170000,2283,939,225,297,9,33,21,12,3147,0,3147
170100,1338,345,60,69,0,21,21,3,1605,0,1605
170200,1440,246,66,93,15,24,21,3,1668,0,1668
170300,1179,693,195,129,0,18,9,9,1866,0,1866
170400,543,312,30,15,6,12,12,0,783,0,783
170500,1728,393,108,525,48,39,12,27,2517,0,2517
170600,1308,252,36,36,3,27,24,3,1476,0,1476
170700,1317,507,105,90,21,18,15,0,1767,0,1767
170800,1347,477,129,84,15,18,12,6,1833,0,1833
170900,1749,417,45,33,6,21,18,3,1968,0,1968
171000,C,C,C,C,C,C,C,C,C,C,0
171100,1260,372,54,123,12,18,15,3,1617,0,1617
171200,1839,660,87,66,3,24,18,3,2271,0,2271
171300,828,138,15,24,0,9,9,0,915,0,915
171400,1098,2367,291,102,12,15,9,6,3153,0,3153
171500,2907,1845,522,414,24,54,39,15,4752,0,4752
171600,2718,870,96,81,51,39,27,12,3279,0,3279
171700,1611,258,27,237,15,27,27,0,1968,0,1968
171800,2427,567,72,51,18,51,42,6,2748,0,2748
171900,1707,642,75,78,21,30,30,3,2220,0,2220
172000,741,1242,78,39,6,9,6,3,1782,0,1782
172100,1680,1626,210,96,12,36,27,9,2886,0,2886
172200,1170,1017,102,69,12,18,9,6,1953,0,1953
172300,1425,249,54,150,9,21,21,3,1734,0,1734
172400,1881,261,15,48,9,30,30,0,2061,0,2061
172500,468,96,0,6,3,3,3,0,504,0,504
172600,489,213,24,39,0,12,12,0,624,0,624
172700,597,57,9,102,6,6,6,0,714,0,714
172800,2292,585,66,72,27,33,30,3,2763,0,2763
172900,915,117,12,57,3,6,6,0,1017,0,1017
173000,1431,177,27,102,6,15,9,6,1593,0,1593
173100,1914,204,33,114,6,33,33,3,2142,0,2142
173200,3552,357,54,426,30,81,69,12,4152,0,4152
173300,1932,498,39,105,6,33,27,6,2394,0,2394
173400,1833,162,12,90,0,21,21,0,1974,0,1974
173500,1404,207,27,57,15,24,24,0,1569,0,1569
173600,1191,195,15,42,15,15,12,3,1338,0,1338
173700,1212,201,24,54,12,12,12,3,1377,0,1377
173800,1569,216,33,72,9,21,18,0,1794,0,1794
173900,4167,663,81,324,12,51,48,9,4812,0,4812
174000,2304,741,66,213,3,39,36,3,2949,0,2949
174100,2073,552,129,123,33,36,30,3,2529,0,2529
174200,1788,252,48,168,3,18,18,0,2025,0,2025
174300,1044,153,36,78,6,36,33,6,1209,0,1209
174400,927,156,36,114,30,9,9,0,1170,0,1170
174500,1071,201,15,57,6,3,3,0,1278,0,1278
174600,1029,552,39,63,9,6,6,0,1521,0,1521
174700,906,144,21,51,9,9,6,3,1041,0,1041
174800,1056,114,9,42,12,9,9,0,1152,0,1152
174900,2652,474,36,210,21,27,21,6,3174,0,3174
175000,3942,753,93,252,18,45,39,6,4632,0,4632
175100,708,156,21,51,15,9,6,3,840,0,840
175200,162,33,0,9,0,3,3,0,180,0,180
175300,1890,261,45,1140,72,51,15,36,3192,0,3192
175400,411,81,9,84,6,15,15,0,546,0,546
175500,1839,273,39,870,42,39,33,9,2829,0,2829
175600,429,129,36,381,39,6,0,6,912,0,912
175700,1653,546,144,240,21,36,27,9,2244,0,2244
175800,2910,354,72,669,69,54,39,12,3810,0,3810
175900,3102,510,105,1374,135,63,39,24,4779,0,4779
176000,1911,357,81,255,24,24,24,3,2361,0,2361
176100,2100,426,105,1230,144,51,18,36,3672,0,3672
176200,3138,447,105,996,105,60,42,15,4428,0,4428
176300,81,30,6,15,0,0,0,0,114,0,114
176400,1947,852,183,339,39,39,24,15,2880,0,2880
176500,1992,396,87,258,24,27,18,9,2481,0,2481
176600,1959,306,72,294,21,27,18,9,2382,0,2382
176700,1368,198,39,483,36,21,18,6,1938,0,1938
176800,1689,1632,384,270,72,21,18,6,3249,0,3249
176900,1869,216,33,606,33,15,12,6,2574,0,2574
177000,2106,444,123,576,60,27,18,9,2913,0,2913
177100,2238,1014,285,663,54,57,45,12,3663,0,3663
177200,2556,1677,393,441,42,33,30,3,4212,0,4212
177300,1317,858,225,405,102,36,18,15,2502,0,2502
177400,1833,558,117,276,42,27,24,6,2487,0,2487
177500,1380,228,66,276,33,30,24,6,1821,0,1821
177600,1761,354,99,258,27,15,15,3,2220,0,2220
177700,2616,456,138,255,54,48,36,15,3186,0,3186
177800,1449,840,252,372,120,24,12,12,2634,0,2634
177900,3135,1377,273,402,42,48,42,9,4383,0,4383
178000,2469,1065,243,450,69,60,36,24,3726,0,3726
178100,2961,1065,210,369,42,66,45,24,3966,0,3966
178200,2412,1854,474,336,138,54,33,24,4383,0,4383
178300,1203,495,120,876,96,27,12,15,2538,0,2538
178400,1059,1227,363,222,87,18,9,9,2523,0,2523
178500,1959,978,231,405,102,30,21,9,3201,0,3201
178600,675,789,255,87,9,12,12,0,1185,0,1185
178700,1173,825,213,558,69,24,15,9,2400,0,2400
178800,1995,1356,363,444,39,45,33,12,3465,0,3465
178900,351,144,69,150,6,12,12,0,639,0,639
179000,111,72,15,96,6,3,0,3,267,0,267
179100,1191,1233,318,372,63,27,18,9,2736,0,2736
179200,708,159,63,315,42,9,3,9,1158,0,1158
179300,1854,645,156,687,75,60,33,27,3057,0,3057
179400,465,138,33,213,33,12,6,6,798,0,798
179500,2292,654,159,732,72,39,21,18,3483,0,3483
179600,2391,732,216,693,114,51,30,21,3675,0,3675
179700,1845,585,162,876,69,54,30,27,3204,0,3204
179800,1011,309,69,450,27,21,6,15,1671,0,1671
179900,1842,804,402,1035,213,42,18,24,3795,0,3795
180000,1215,570,195,333,93,24,9,12,2046,0,2046
180100,1287,693,186,957,48,24,18,6,2772,0,2772
180200,2970,735,177,468,117,42,33,12,3951,0,3951
180300,1344,789,207,501,60,24,18,6,2451,0,2451
180400,1182,681,135,441,45,27,21,6,2139,0,2139
180500,1245,1302,270,261,24,21,15,6,2556,0,2556
180600,1659,474,165,654,57,39,27,12,2667,0,2667
180700,1770,498,186,858,108,66,42,24,3093,0,3093
180800,1263,450,132,480,45,24,15,12,2088,0,2088
180900,1569,627,123,345,48,33,24,12,2283,0,2283
181000,1659,498,120,510,48,18,12,3,2439,0,2439
181100,1971,471,147,516,33,45,27,15,2829,0,2829
181200,2034,291,51,570,54,36,30,9,2775,0,2775
181300,315,45,6,27,3,6,3,0,348,0,348
181400,1302,144,18,33,9,54,51,3,1428,0,1428
181500,1530,183,33,60,18,18,12,6,1668,0,1668
181600,1266,150,15,132,12,18,15,0,1479,0,1479
181700,1071,117,6,39,3,27,21,3,1170,0,1170
181800,1449,174,15,33,6,36,33,3,1581,0,1581
181900,1125,171,15,12,3,18,18,0,1224,0,1224
182000,654,57,24,18,3,6,6,0,699,0,699
182100,1278,183,12,27,6,51,48,3,1425,0,1425
182200,1062,129,6,66,3,18,15,3,1167,0,1167
182300,693,60,6,12,0,0,0,0,717,0,717
182400,432,45,6,33,0,3,3,0,474,0,474
182500,2220,186,36,66,18,21,21,3,2334,0,2334
182600,1563,114,12,141,6,21,15,6,1737,0,1737
182700,2289,201,33,90,12,30,21,9,2481,0,2481
182800,2541,303,45,153,6,54,39,15,2808,0,2808
182900,1134,102,18,99,9,15,9,6,1251,0,1251
183000,1335,69,15,81,6,18,15,3,1440,0,1440
183100,858,69,15,24,3,12,12,0,900,0,900
183200,768,63,15,54,0,12,12,0,855,0,855
183300,930,216,39,45,15,6,6,0,1101,0,1101
183400,1080,309,30,45,6,21,12,6,1320,0,1320
183500,1314,204,24,48,9,21,18,3,1467,0,1467
183600,1398,480,60,102,12,21,15,6,1788,0,1788
183700,1596,243,24,45,9,30,27,3,1752,0,1752
183800,2028,420,51,177,12,33,27,9,2406,0,2406
183900,1803,195,33,69,6,33,21,12,1983,0,1983
184000,1548,273,21,108,15,12,12,0,1749,0,1749
184100,342,69,9,18,6,3,3,0,402,0,402
184200,1881,648,66,135,9,30,27,3,2442,0,2442
184300,1224,267,15,45,6,12,9,3,1416,0,1416
184400,1569,570,87,51,6,27,18,9,1980,0,1980
184500,453,66,3,0,0,6,6,0,489,0,489
184600,1548,201,15,48,6,15,15,0,1686,0,1686
184700,288,237,12,15,3,3,3,0,435,0,435
184800,1761,771,66,72,6,30,24,9,2319,0,2319
184900,732,99,9,27,6,6,9,0,822,0,822
185000,648,162,15,75,6,15,12,6,834,0,834
185100,C,C,C,C,C,C,C,C,C,C,0
185200,621,453,30,15,0,12,12,0,966,0,966
185300,1374,309,27,45,6,21,21,0,1581,0,1581
185400,1065,243,27,42,6,15,15,0,1209,0,1209
185500,2046,1230,81,171,6,36,27,9,3027,0,3027
185600,1593,390,21,72,3,21,21,0,1833,0,1833
185700,1134,408,42,63,6,18,18,0,1488,0,1488
185800,2040,462,33,66,6,18,12,3,2334,0,2334
185900,2079,444,51,63,24,51,45,6,2373,0,2373
186000,3183,1500,141,198,21,39,33,6,4314,0,4314
186100,1209,282,39,123,6,12,12,3,1446,0,1446
186200,1260,546,258,132,12,24,21,6,1824,0,1824
186300,570,330,132,39,3,6,6,0,849,0,849
186400,1290,933,375,99,15,15,12,3,2163,0,2163
186500,1218,1008,468,105,12,30,30,3,2241,0,2241
186600,1275,1116,630,69,6,21,21,3,2412,0,2412
186700,570,477,240,27,0,15,9,6,1032,0,1032
186800,1824,1392,708,99,0,27,24,6,3057,0,3057
186900,C,C,C,C,C,C,C,C,C,C,0
187000,729,378,15,6,0,6,6,3,990,0,990
187100,864,432,15,18,3,18,18,0,1185,0,1185
187200,987,468,18,18,3,9,9,3,1290,0,1290
187300,1449,1290,156,177,12,27,18,9,2598,0,2598
187400,915,1233,102,84,3,18,18,3,1974,0,1974
187500,939,351,42,42,6,12,9,3,1221,0,1221
187600,24,21,3,3,0,0,0,0,42,0,42
187700,1704,969,78,135,9,27,24,3,2391,0,2391
187800,1512,390,45,99,3,21,18,3,1842,0,1842
187900,1083,642,39,36,6,15,15,0,1566,0,1566
188000,1842,177,9,27,6,42,33,6,1941,0,1941
188100,C,C,C,C,C,C,C,C,C,C,0
188200,924,453,54,45,9,15,15,3,1236,0,1236
188300,1569,162,9,30,6,24,21,3,1653,0,1653
188400,1617,276,24,147,15,15,12,3,1893,0,1893
188500,1968,546,60,165,24,36,24,12,2442,0,2442
188600,252,81,9,102,9,6,3,6,405,0,405
188700,1191,879,129,72,3,24,18,3,1803,0,1803
188800,1533,924,174,258,36,21,18,3,2439,0,2439
188900,1890,915,108,141,15,30,27,3,2601,0,2601
189000,1902,354,51,138,12,24,18,3,2235,0,2235
189100,2262,645,93,105,15,39,36,3,2721,0,2721
189200,1884,354,51,60,18,42,39,6,2172,0,2172
189300,1908,588,66,84,12,30,27,3,2328,0,2328
189400,873,72,12,39,0,6,6,0,939,0,939
189500,108,87,9,3,0,3,0,3,180,0,180
189600,468,402,27,9,0,3,3,0,795,0,795
189700,1776,2163,150,99,9,39,36,3,3444,0,3444
189800,114,24,3,12,0,3,3,0,132,0,132
189900,30,15,0,18,0,3,3,0,57,0,57
190000,C,C,C,C,C,C,C,C,C,C,0
190100,276,96,15,0,0,3,3,3,333,0,333
190200,2232,363,24,63,6,30,30,3,2484,0,2484
190300,1659,195,33,66,0,24,18,3,1833,0,1833
190400,741,111,9,12,0,18,15,0,804,0,804
190500,2925,366,57,102,3,66,63,3,3279,0,3279
190600,3942,576,291,573,6,51,48,0,5010,0,5010
190700,C,C,C,C,C,C,C,C,C,C,3
190800,24,174,3,0,0,0,0,0,183,0,183
190900,3009,375,48,48,18,33,30,3,3198,0,3198
191000,3051,234,27,63,18,30,18,12,3210,0,3210
191100,693,81,9,9,0,15,12,0,744,0,744
191200,1680,735,42,54,6,15,12,6,2262,0,2262
191300,1971,267,36,60,3,30,30,0,2133,0,2133
191400,1914,252,21,27,15,30,30,0,2028,0,2028
191500,1086,150,9,18,3,18,18,0,1167,0,1167
191600,1497,357,24,45,3,21,21,3,1752,0,1752
191700,2298,381,27,48,3,30,30,3,2520,0,2520
191800,1710,261,39,72,21,15,15,3,1932,0,1932
191900,1968,1125,153,720,30,24,21,3,3486,0,3486
192000,1845,891,102,222,15,27,21,9,2676,0,2676
192100,3432,1173,264,963,39,48,39,12,5202,0,5202
192200,C,C,C,C,C,C,C,C,C,C,0
192300,570,801,93,12,3,6,3,3,1197,0,1197
192400,687,204,15,24,3,18,18,0,804,0,804
192500,2568,720,60,132,24,51,48,6,3081,0,3081
192600,2646,180,45,117,30,27,27,0,2859,0,2859
192700,C,C,C,C,C,C,C,C,C,C,0
192800,2931,399,51,120,60,39,36,3,3267,0,3267
192900,2265,282,42,123,27,30,18,12,2535,0,2535
193000,2883,564,48,180,9,39,39,3,3429,0,3429
193100,3159,774,120,294,36,33,27,6,3807,0,3807
193200,3729,513,54,288,45,39,30,6,4248,0,4248
193300,3381,420,63,243,54,39,27,12,3786,0,3786
193400,2259,606,90,312,30,27,21,6,2931,0,2931
193500,3555,273,60,474,18,36,36,3,4119,0,4119
193600,2289,633,102,177,15,39,33,6,2823,0,2823
193700,2685,381,36,81,75,21,18,3,2916,0,2916
193800,2031,279,63,393,39,24,21,3,2625,0,2625
193900,258,84,3,9,12,6,3,0,327,0,327
194000,2019,597,96,222,30,36,30,9,2604,0,2604
194100,1464,471,48,126,24,12,12,0,1863,0,1863
194200,972,93,21,66,0,12,12,0,1086,0,1086
194300,2676,318,51,87,75,27,21,3,2919,0,2919
194400,1374,522,132,270,18,18,15,3,2058,0,2058
194500,162,33,3,3,0,0,0,0,177,0,177
194600,2715,1188,321,438,18,72,57,15,4023,0,4023
194700,510,150,9,78,3,9,6,0,690,0,690
194800,3609,816,147,705,39,39,36,6,4830,0,4830
194900,2601,543,78,138,36,39,30,6,3075,0,3075
195000,267,564,15,6,6,3,3,0,729,0,729
195100,2874,360,60,483,27,42,30,15,3483,0,3483
195200,2688,684,126,375,15,48,42,9,3438,0,3438
195300,1470,1086,342,246,18,21,18,3,2634,0,2634
195400,3555,489,126,783,36,48,36,12,4632,0,4632
195500,2211,780,96,171,54,24,18,9,2874,0,2874
195600,1233,141,24,144,12,21,18,3,1443,0,1443
195700,588,255,24,39,0,9,9,0,789,0,789
195800,2628,795,135,144,48,30,30,0,3246,0,3246
195900,2286,726,84,156,9,21,18,3,2892,0,2892
196000,2598,921,87,174,27,30,30,0,3330,0,3330
196100,495,168,6,30,3,6,6,0,657,0,657
196200,3636,483,90,207,45,45,33,12,4146,0,4146
196300,1233,327,39,81,12,9,6,3,1497,0,1497
196400,2961,321,36,207,15,42,39,3,3282,0,3282
196500,294,354,21,15,3,3,3,0,591,0,591
196600,2214,726,123,144,48,48,45,3,2781,0,2781
196700,1920,693,90,171,21,36,15,18,2556,0,2556
196800,2589,465,66,198,33,33,21,9,3015,0,3015
196900,2871,570,87,279,45,33,24,9,3450,0,3450
197000,2556,822,105,216,36,45,39,6,3201,0,3201
197100,3360,417,45,216,30,33,24,9,3750,0,3750
197200,2364,645,138,123,30,27,24,3,2790,0,2790
197300,2415,600,99,441,27,30,27,3,3159,0,3159
197400,2331,447,84,117,33,51,45,6,2700,0,2700
197500,3003,522,75,96,30,45,33,15,3312,0,3312
197600,2940,435,90,201,45,60,36,21,3345,0,3345
197700,1437,270,15,45,3,27,27,0,1617,0,1617
197800,129,39,6,6,0,0,0,0,156,0,156
197900,1290,495,36,42,3,27,27,0,1590,0,1590
198000,939,174,12,27,6,15,15,0,1032,0,1032
198100,1188,939,129,81,3,15,3,9,1926,0,1926
198200,1122,552,69,66,12,24,24,0,1527,0,1527
198300,C,C,C,C,C,C,C,C,C,C,0
198400,1014,552,72,60,12,12,12,0,1419,0,1419
198500,624,654,93,60,3,15,15,3,1134,0,1134
198600,1053,1191,168,93,12,24,18,0,2064,0,2064
198700,1122,1092,69,63,9,18,18,0,1965,0,1965
198800,1257,636,138,201,27,18,12,6,1902,0,1902
198900,1035,924,132,147,6,12,9,3,1782,0,1782
199000,1101,1569,273,90,3,15,9,6,2340,0,2340
199100,1557,1623,210,84,6,15,15,0,2706,0,2706
199200,1902,735,93,228,18,33,24,9,2571,0,2571
199300,75,48,6,3,0,0,0,0,105,0,105
199400,843,1515,186,120,0,15,12,3,2094,0,2094
199500,1239,1170,183,147,9,21,18,3,2139,0,2139
199600,1527,663,69,171,9,18,18,0,2067,0,2067
199700,846,1668,348,153,3,24,18,3,2460,0,2460
199800,381,669,69,165,9,15,15,0,1065,0,1065
199900,846,552,117,267,6,9,9,3,1491,0,1491
200000,1278,516,72,129,9,27,18,9,1713,0,1713
200100,207,138,18,219,6,9,3,6,537,0,537
200200,1116,810,141,237,12,12,12,3,1917,0,1917
200300,783,558,114,861,18,18,9,9,2094,0,2094
200400,810,306,24,45,6,18,18,0,1020,0,1020
200500,1242,1005,189,609,15,18,9,9,2643,0,2643
200600,1653,411,33,150,27,15,9,3,1995,0,1995
200700,1326,366,60,261,15,21,18,3,1785,0,1785
200800,1503,399,51,300,18,24,18,6,2022,0,2022
200900,1866,1545,159,240,18,36,24,12,3147,0,3147
201000,843,564,96,66,6,12,12,3,1248,0,1248
201100,84,315,12,15,0,0,0,0,357,0,357
201200,777,537,63,498,6,9,6,3,1698,0,1698
201300,456,288,15,102,6,18,12,3,771,0,771
201400,1989,1308,171,213,18,36,33,3,3069,0,3069
201500,2664,552,90,390,30,39,27,12,3288,0,3288
201600,1554,363,30,42,9,39,39,0,1770,0,1770
201700,1443,615,48,39,6,18,15,3,1887,0,1887
201800,1413,528,51,87,6,21,18,0,1767,0,1767
201900,846,213,12,21,0,21,18,0,996,0,996
202000,1299,615,30,69,6,18,15,3,1737,0,1737
202100,912,507,15,30,3,9,9,0,1221,0,1221
202200,1095,762,54,78,3,30,27,3,1644,0,1644
202300,1776,783,39,36,3,18,15,0,2289,0,2289
202400,633,1386,60,36,3,6,6,3,1758,0,1758
202500,1212,753,66,45,6,24,24,0,1776,0,1776
202600,1935,1863,123,102,15,27,21,6,3336,0,3336
202700,2253,1383,129,216,9,33,30,3,3372,0,3372
202800,2157,1488,120,192,21,33,33,0,3402,0,3402
202900,1704,957,93,165,9,15,15,0,2514,0,2514
203000,1257,258,21,48,0,18,12,6,1395,0,1395
203100,660,1008,51,15,3,9,9,0,1497,0,1497
203200,2847,474,33,102,27,51,48,3,3177,0,3177
203300,C,C,C,C,C,C,C,C,C,C,0
203400,750,846,51,15,6,6,6,0,1407,0,1407
203500,864,1776,111,18,3,18,18,0,2361,0,2361
203600,366,1656,60,15,3,12,9,3,1815,0,1815
203700,1884,1785,129,60,6,15,12,3,3144,0,3144
203800,9,21,3,3,0,0,0,0,30,0,30
203900,1842,2598,201,150,15,45,36,6,3972,0,3972
204000,C,C,C,C,C,C,C,C,C,C,0
204100,1131,612,27,45,3,15,15,0,1518,0,1518
204200,393,1242,54,6,0,0,0,0,1449,0,1449
204300,771,432,24,45,3,6,6,0,1047,0,1047
204400,1473,2829,180,135,15,27,21,6,3759,0,3759
204500,762,597,39,24,6,12,12,0,1176,0,1176
204600,162,198,9,3,0,3,3,0,330,0,330
204700,315,1272,30,9,6,9,9,0,1389,0,1389
204800,1194,1014,27,21,0,24,21,6,1953,0,1953
204900,276,1161,36,15,6,3,0,3,1233,0,1233
205000,327,783,57,12,0,6,3,3,954,0,954
205100,1143,591,27,15,0,18,18,0,1539,0,1539
205200,918,1188,54,12,6,24,21,0,1851,0,1851
205300,612,669,24,3,6,15,12,3,1128,0,1128
205400,2517,642,45,57,6,54,51,0,2946,0,2946
205500,1146,249,24,36,6,6,3,3,1371,0,1371
205600,717,369,36,33,9,12,12,0,969,0,969
205700,945,477,27,39,3,18,18,0,1275,0,1275
205800,1383,789,105,111,9,24,18,9,2013,0,2013
205900,864,738,69,45,3,21,18,3,1425,0,1425
206000,1032,1782,231,57,18,15,15,0,2583,0,2583
206100,1194,1227,132,87,0,12,9,3,2178,0,2178
206200,858,465,45,57,6,15,12,0,1179,0,1179
206300,1143,1095,96,63,12,12,12,0,1926,0,1926
206400,1209,933,123,159,6,18,15,3,1992,0,1992
206500,726,981,72,39,15,18,18,3,1566,0,1566
206600,1551,408,18,66,3,24,18,3,1812,0,1812
206700,1593,675,72,90,18,15,15,0,2052,0,2052
206800,174,126,12,30,0,3,0,0,300,0,300
206900,1524,969,60,84,18,12,15,3,2178,0,2178
207000,1152,2184,300,90,3,6,6,3,3060,0,3060
207100,717,2127,228,39,15,9,9,0,2565,0,2565
207200,852,1839,147,27,18,12,9,6,2367,0,2367
207300,1533,384,21,42,21,30,30,0,1716,0,1716
207400,603,750,54,9,0,12,12,0,1188,0,1188
207500,C,C,C,C,C,C,C,C,C,C,0
207600,597,393,9,3,0,9,9,0,861,0,861
207700,279,483,3,9,0,6,6,0,675,0,675
207800,1947,3147,201,159,15,33,27,3,4527,0,4527
207900,546,726,12,9,3,12,12,0,1119,0,1119
208000,1548,411,42,30,6,39,36,3,1839,0,1839
208100,1242,150,15,18,3,30,27,6,1317,0,1317
208200,1296,186,15,21,0,12,12,0,1392,0,1392
208300,2361,363,138,33,6,30,30,0,2673,0,2673
208400,888,543,123,18,6,24,21,3,1434,0,1434
208500,546,651,72,18,3,15,15,0,1140,0,1140
208600,684,153,39,12,3,12,9,3,807,0,807
208700,1170,318,27,12,6,15,9,0,1365,0,1365
208800,732,1488,873,33,3,12,15,3,2631,0,2631
208900,108,21,6,48,0,0,0,0,177,0,177
209000,1092,1755,741,36,3,15,15,3,2940,0,2940
209100,1110,1581,501,60,3,12,12,3,2604,0,2604
209200,1026,1743,594,51,9,6,6,0,2790,0,2790
209300,261,57,39,27,9,3,3,0,345,0,345
209400,2088,396,141,447,12,30,24,6,2859,0,2859
209500,894,1158,456,108,3,15,12,3,2196,0,2196
209600,1938,438,69,81,6,12,12,3,2247,0,2247
209700,1716,678,309,306,18,27,24,3,2646,0,2646
209800,1797,555,234,273,12,12,9,3,2556,0,2556
209900,1872,972,297,300,24,30,24,6,3033,0,3033
210000,2118,831,228,309,21,42,33,9,3048,0,3048
210100,156,165,36,6,0,3,0,0,306,0,306
210200,1593,396,93,39,6,33,27,3,1908,0,1908
210300,1386,456,165,126,6,18,18,0,1920,0,1920
210400,915,480,87,30,3,18,18,0,1311,0,1311
210500,270,87,18,99,9,3,0,3,444,0,444
210600,1935,651,123,165,3,18,18,0,2502,0,2502
210700,1530,609,90,360,33,27,24,6,2313,0,2313
210800,1431,453,147,243,12,18,12,6,1968,0,1968
210900,1893,1209,261,222,27,45,30,15,2979,0,2979
211000,2034,783,192,306,39,33,30,3,2880,0,2880
211100,1869,321,75,144,3,12,12,3,2160,0,2160
211200,1047,117,27,15,0,12,12,0,1149,0,1149
211300,1695,363,39,45,9,33,27,6,1926,0,1926
211400,1011,507,69,87,15,27,15,12,1461,0,1461
211500,1815,156,18,66,9,33,30,3,1950,0,1950
211600,396,48,15,15,6,12,9,3,441,0,441
211700,2292,135,6,75,21,30,27,6,2433,0,2433
211800,2451,261,42,90,12,36,33,3,2667,0,2667
211900,2679,165,21,117,15,39,36,3,2865,0,2865
212000,951,69,9,15,0,9,6,0,984,0,984
212100,1440,90,9,42,15,24,9,15,1530,0,1530
212200,1233,291,18,9,6,24,24,0,1413,0,1413
212300,2031,381,21,51,6,27,27,0,2238,0,2238
212400,690,45,3,24,6,3,3,0,732,0,732
212500,1137,96,18,120,6,9,9,0,1278,0,1278
212600,1002,174,21,42,21,12,6,3,1143,0,1143
212700,C,C,C,C,C,C,C,C,C,C,0
212800,240,36,3,9,3,0,0,0,270,0,270
212900,1068,123,9,33,6,12,12,0,1161,0,1161
213000,1722,174,27,90,12,15,15,0,1857,0,1857
213100,1896,120,9,75,12,21,21,0,2025,0,2025
213200,2325,276,30,195,15,36,36,3,2685,0,2685
213300,2346,315,30,126,15,21,18,3,2610,0,2610
213400,2595,336,48,147,21,54,39,18,2892,0,2892
213500,1617,483,87,93,9,27,27,0,2001,0,2001
213600,1290,555,72,84,15,18,18,0,1683,0,1683
213700,2307,282,36,144,6,24,24,0,2607,0,2607
213800,1320,504,57,96,9,27,27,3,1731,0,1731
213900,1515,279,33,87,6,24,24,0,1734,0,1734
214000,1323,150,33,102,3,12,9,3,1473,0,1473
214100,1215,294,48,126,9,12,9,0,1503,0,1503
214200,1353,384,57,60,3,15,15,0,1611,0,1611
214300,291,99,18,48,15,3,3,3,420,0,420
214400,1734,393,45,108,3,27,24,0,2064,0,2064
214500,1842,438,63,99,33,21,18,3,2181,0,2181
