Statistical area 2 code (2018 areas),European,Māori,Pacific Peoples,Asian,Middle Eastern / Latin American / African,Other Ethnicity,New Zealander(19),Other Ethnicity nec(19),Total stated,Not Elsewhere Included, Total
305500,1227,99,15,99,12,15,9,3,1362,0,1362
305600,1887,381,90,285,24,27,21,3,2412,0,2412
305700,45,9,9,0,0,3,3,0,57,0,57
305800,2523,246,39,90,6,36,36,0,2721,0,2721
305900,2898,414,93,174,42,60,54,3,3387,0,3387
306000,2664,300,51,114,12,48,48,3,2916,0,2916
306100,798,45,6,39,9,6,6,0,852,0,852
306200,1836,168,33,114,12,18,15,3,1992,0,1992
306300,1806,261,36,48,12,36,27,9,1986,0,1986
306400,21,3,0,0,0,0,C,C,21,0,21
306500,1803,198,18,24,12,36,36,0,1923,0,1923
306600,1851,123,18,18,9,27,27,0,1938,0,1938
306700,1290,225,24,27,6,27,21,3,1464,0,1464
306800,2670,600,63,84,9,42,33,9,3039,0,3039
306900,1170,165,24,15,9,18,21,0,1263,0,1263
307000,1452,213,75,30,3,24,21,3,1617,0,1617
307100,2250,267,33,48,21,42,36,3,2418,0,2418
307200,1092,126,21,30,12,30,30,0,1212,0,1212
307300,1923,243,39,48,6,48,42,9,2094,0,2094
307400,960,177,6,33,6,18,18,0,1071,0,1071
307500,2949,351,93,198,27,36,33,0,3321,0,3321
307600,2145,282,150,141,30,42,39,0,2559,0,2559
307700,1290,339,66,174,18,24,18,0,1674,0,1674
307800,2202,375,90,180,42,45,39,6,2652,0,2652
307900,933,204,48,66,24,24,21,3,1152,0,1152
308000,1881,480,123,144,33,27,27,3,2319,0,2319
308100,1965,375,153,147,27,18,15,3,2394,0,2394
308200,2244,342,108,141,33,36,36,0,2613,0,2613
308300,2370,234,33,96,24,45,39,6,2601,0,2601
308400,2409,387,114,99,9,51,45,6,2742,0,2742
308500,393,48,45,3,6,12,12,0,465,0,465
308600,2499,309,81,123,30,54,54,0,2808,0,2808
308700,C,C,C,C,C,C,C,C,C,C,0
308800,1512,288,12,51,6,33,33,0,1689,0,1689
308900,1851,435,18,111,36,33,33,0,2223,0,2223
309000,657,75,21,6,0,24,21,3,714,0,714
309100,C,C,C,C,C,C,C,C,C,C,0
309200,1758,231,36,45,12,18,18,3,1893,0,1893
309300,1185,111,9,21,3,24,24,0,1260,0,1260
309400,2277,300,42,72,6,36,36,3,2496,0,2496
309500,819,108,12,15,6,27,27,0,909,0,909
309600,486,45,3,12,3,9,9,0,522,0,522
309700,789,81,6,27,9,15,15,0,864,0,864
309800,834,123,9,27,0,24,21,3,927,0,927
309900,879,90,18,21,3,24,24,0,939,0,939
310000,1101,141,9,21,0,15,12,0,1185,0,1185
310100,1392,240,30,33,3,27,24,0,1551,0,1551
310200,756,90,15,21,3,9,9,0,810,0,810
310300,870,84,18,63,12,9,9,3,978,0,978
310400,912,99,18,78,6,21,21,0,1053,0,1053
310500,1092,147,15,51,9,36,27,6,1221,0,1221
310600,942,69,6,27,6,18,12,6,1017,0,1017
310700,1275,117,15,30,3,6,6,0,1332,0,1332
310800,654,72,3,6,3,12,12,0,693,0,693
310900,774,96,3,21,0,15,15,0,828,0,828
311000,630,72,9,6,6,9,9,0,669,0,669
311100,1020,48,9,18,9,9,6,0,1065,0,1065
311200,222,30,12,12,3,6,6,0,258,0,258
311300,747,81,51,183,51,18,12,6,1074,0,1074
311400,1098,168,12,39,6,36,36,3,1233,0,1233
311500,2499,582,48,141,3,36,36,3,2892,0,2892
311600,C,C,C,C,C,C,C,C,C,C,0
311700,1344,162,6,21,3,33,33,0,1440,0,1440
311800,408,66,3,9,0,18,18,0,450,0,450
311900,561,84,36,18,0,21,18,0,642,0,642
312000,594,75,6,21,3,27,24,3,651,0,651
312100,249,18,0,6,0,3,3,0,261,0,261
312200,1842,240,18,252,48,27,21,3,2223,0,2223
312300,834,57,6,84,27,6,6,0,960,0,960
312400,1380,102,24,33,3,21,18,0,1473,0,1473
312500,1242,156,21,15,3,21,21,0,1323,0,1323
312600,651,51,3,9,0,3,3,0,669,0,669
312700,1182,111,9,12,3,21,18,0,1242,0,1242
312800,2238,183,30,30,6,36,30,3,2343,0,2343
312900,1941,153,24,57,3,42,33,9,2067,0,2067
313000,693,24,15,6,0,15,15,0,726,0,726
313100,1086,57,12,24,9,18,18,0,1134,0,1134
313200,2109,147,21,33,9,39,39,0,2214,0,2214
313300,2112,102,6,33,9,45,39,9,2217,0,2217
313400,2082,135,30,33,3,36,36,0,2175,0,2175
313500,1641,165,24,87,18,39,39,0,1806,0,1806
313600,1386,84,9,54,3,24,24,0,1464,0,1464
313700,2040,141,21,39,6,27,27,0,2139,0,2139
313800,1263,114,6,15,3,18,18,0,1326,0,1326
313900,2010,102,15,66,12,24,24,3,2133,0,2133
314000,2673,162,15,39,12,30,30,0,2778,0,2778
314100,1407,129,18,72,9,18,18,0,1530,0,1530
314200,1629,177,21,105,6,18,15,0,1812,0,1812
314300,1248,75,9,33,3,21,12,9,1314,0,1314
314400,33,3,0,0,0,0,0,0,36,0,36
314500,2178,138,36,69,18,30,30,0,2340,0,2340
314600,2667,327,54,129,9,27,27,3,2949,0,2949
314700,1545,189,21,39,0,21,18,0,1635,0,1635
314800,3075,213,15,78,9,33,33,0,3210,0,3210
314900,2055,177,45,69,9,24,15,6,2178,0,2178
315000,720,63,18,27,6,12,12,0,771,0,771
315100,900,57,9,21,0,24,24,0,954,0,954
315200,810,219,18,18,9,9,6,3,945,0,945
315300,2613,273,45,48,9,36,33,3,2784,0,2784
315400,2397,207,42,120,24,48,33,15,2637,0,2637
315500,1302,111,18,45,6,15,15,0,1401,0,1401
315600,951,138,15,15,3,12,9,0,1047,0,1047
315700,1842,297,81,54,9,24,21,3,2085,0,2085
315800,732,48,9,60,6,12,9,6,819,0,819
315900,3081,348,63,111,9,48,42,6,3405,0,3405
316000,1140,204,15,27,9,6,6,0,1257,0,1257
316100,1941,285,45,99,3,24,24,0,2169,0,2169
316200,1695,162,39,54,9,33,33,0,1827,0,1827
316300,243,15,24,3,0,6,6,0,279,0,279
316400,174,9,0,15,0,9,6,6,198,0,198
316500,747,276,54,42,6,12,9,0,1002,0,1002
316600,1224,93,30,291,30,27,15,12,1602,0,1602
316700,144,30,0,12,3,3,3,0,177,0,177
316800,651,33,3,33,3,6,3,0,699,0,699
316900,1686,183,24,114,33,27,18,6,1908,0,1908
317000,1155,48,21,195,24,12,12,0,1386,0,1386
317100,657,87,21,39,3,15,15,0,735,0,735
317200,999,123,21,18,12,24,18,3,1092,0,1092
317300,1977,309,81,156,27,36,27,6,2310,0,2310
317400,2913,165,30,552,54,42,42,3,3567,0,3567
317500,747,51,30,192,3,18,18,0,981,0,981
317600,1056,69,18,72,6,24,24,0,1167,0,1167
317700,1869,204,87,489,42,33,21,12,2493,0,2493
317800,3399,390,132,537,63,63,54,9,4203,0,4203
317900,3453,360,114,483,42,66,63,3,4095,0,4095
318000,2244,270,180,339,30,51,48,3,2862,0,2862
318100,1593,243,39,99,15,24,21,3,1797,0,1797
318200,705,162,63,144,6,15,12,3,969,0,969
318300,2283,204,69,813,51,57,48,9,3243,0,3243
318400,690,99,12,60,6,3,0,3,789,0,789
318500,1065,90,33,303,33,12,9,0,1413,0,1413
318600,2469,252,36,195,27,33,27,3,2781,0,2781
318700,1665,342,195,597,30,36,27,9,2571,0,2571
318800,1695,339,117,261,24,27,24,3,2202,0,2202
318900,1209,69,36,555,33,18,18,0,1833,0,1833
319000,1785,168,84,342,27,27,21,3,2241,0,2241
319100,273,39,27,27,0,3,3,0,342,0,342
319200,2382,297,123,891,54,54,48,9,3489,0,3489
319300,2352,501,333,633,60,72,60,12,3471,0,3471
319400,1362,267,126,363,57,27,24,3,1965,0,1965
319500,1776,165,75,885,57,15,9,9,2778,0,2778
319600,2664,381,105,294,39,48,45,3,3201,0,3201
319700,2145,159,99,873,111,30,24,9,3219,0,3219
319800,840,105,69,255,18,24,18,9,1206,0,1206
319900,2352,396,171,738,69,42,27,15,3381,0,3381
320000,90,12,3,27,3,3,3,0,123,0,123
320100,2337,192,57,441,30,42,27,12,2910,0,2910
320200,2550,195,108,1038,60,63,45,18,3729,0,3729
320300,1776,339,156,471,15,36,36,0,2493,0,2493
320400,93,21,9,24,3,0,0,0,135,0,135
320500,1896,243,60,534,48,51,39,12,2622,0,2622
320600,2256,141,42,678,48,30,24,6,3009,0,3009
320700,2055,204,63,1020,66,27,18,6,3204,0,3204
320800,2280,258,114,441,57,36,30,6,2898,0,2898
320900,1986,123,54,315,21,12,15,3,2385,0,2385
321000,2478,252,168,1239,72,63,48,15,4023,0,4023
321100,3018,555,261,969,57,69,63,3,4443,0,4443
321200,1740,153,42,612,75,12,6,6,2424,0,2424
321300,2673,246,54,267,24,54,39,18,3048,0,3048
321400,3204,243,48,204,30,30,24,3,3507,0,3507
321500,1749,84,24,207,12,21,15,9,1998,0,1998
321600,2544,234,36,108,12,27,27,0,2733,0,2733
321700,2652,282,84,267,69,36,33,0,3123,0,3123
321800,1866,129,87,1071,81,27,24,3,3090,0,3090
321900,1473,219,84,831,45,27,21,6,2478,0,2478
322000,843,213,105,624,60,18,12,6,1683,0,1683
322100,2331,222,66,192,18,39,36,3,2604,0,2604
322200,2652,168,36,171,33,24,21,3,2904,0,2904
322300,216,63,15,93,9,12,12,0,375,0,375
322400,2052,93,30,426,24,18,15,0,2517,0,2517
322500,345,30,0,288,3,3,3,0,633,0,633
322600,1941,78,21,162,18,15,15,0,2130,0,2130
322700,1554,225,141,945,57,33,27,6,2760,0,2760
322800,558,60,9,789,42,15,15,3,1401,0,1401
322900,561,45,12,435,24,12,12,0,1041,0,1041
323000,2427,159,42,354,72,27,24,3,2904,0,2904
323100,3168,426,189,309,39,54,48,9,3747,0,3747
323200,963,78,9,336,30,18,15,3,1341,0,1341
323300,1680,330,189,1302,96,27,18,12,3330,0,3330
323400,3201,654,255,525,57,51,45,3,4173,0,4173
323500,105,9,21,54,3,3,0,0,189,0,189
323600,492,63,18,762,33,3,3,0,1320,0,1320
323700,3117,462,132,129,24,39,39,3,3489,0,3489
323800,1728,180,72,273,36,36,33,3,2136,0,2136
323900,2046,162,39,366,54,27,21,3,2523,0,2523
324000,2103,276,96,108,24,42,33,6,2391,0,2391
324100,324,39,6,441,9,6,6,3,777,0,777
324200,36,6,0,15,0,0,0,0,51,0,51
324300,2088,186,33,336,12,39,36,6,2514,0,2514
324400,1557,213,102,1662,129,48,36,12,3444,0,3444
324500,2487,204,87,975,75,51,39,12,3597,0,3597
324600,2286,246,93,213,45,21,18,3,2679,0,2679
324700,342,12,12,222,3,12,12,0,576,0,576
324800,2133,192,48,681,81,39,24,12,2970,0,2970
324900,33,3,3,3,0,0,0,0,39,0,39
325000,2187,252,108,462,54,36,30,6,2838,0,2838
325100,3531,582,168,201,24,63,54,12,4020,0,4020
325200,711,72,24,297,48,18,15,0,1083,0,1083
325300,2850,363,108,957,132,75,60,15,4125,0,4125
325400,2499,150,45,1290,57,48,36,12,3903,0,3903
325500,96,3,6,18,0,0,0,0,120,0,120
325600,2859,432,99,204,27,36,33,3,3270,0,3270
325700,759,51,6,129,30,6,6,0,930,0,930
325800,1773,147,54,444,105,36,24,9,2379,0,2379
325900,1920,312,69,228,33,39,39,3,2313,0,2313
326000,1254,114,33,21,0,18,12,6,1308,0,1308
326100,1410,234,105,786,51,30,24,6,2409,0,2409
326200,78,27,3,9,3,3,3,3,99,0,99
326300,2853,345,105,309,33,54,51,3,3342,0,3342
326400,9,C,C,C,C,C,C,C,12,C,12
326500,1920,333,141,189,36,39,33,3,2361,0,2361
326600,66,15,3,24,0,3,3,0,99,0,99
326700,2121,516,594,360,66,45,36,9,3210,0,3210
326800,1335,240,105,450,42,39,30,9,1998,0,1998
326900,2454,351,126,378,60,36,30,6,3063,0,3063
327000,1263,138,69,477,84,30,21,9,1929,0,1929
327100,396,54,18,117,6,6,6,3,549,0,549
327200,3639,630,150,99,21,54,48,6,4071,0,4071
327300,1749,123,48,237,18,18,18,0,2055,0,2055
327400,1818,336,135,807,87,45,39,9,2937,0,2937
327500,2004,369,126,126,18,33,33,0,2373,0,2373
327600,3045,498,165,417,45,51,42,9,3780,0,3780
327700,2721,294,135,267,42,63,57,6,3213,0,3213
327800,1293,324,135,117,27,24,15,9,1671,0,1671
327900,2772,675,258,1548,141,66,45,21,4962,0,4962
328000,2190,135,27,207,30,39,36,0,2487,0,2487
328100,93,18,3,30,3,0,0,0,138,0,138
328200,1941,279,93,249,18,33,30,0,2364,0,2364
328300,2400,396,138,114,18,57,51,6,2769,0,2769
328400,2199,555,267,219,39,21,12,9,2799,0,2799
328500,2085,495,192,282,48,51,45,6,2709,0,2709
328600,2778,1257,738,156,18,66,57,9,4200,0,4200
328700,1089,105,45,126,36,18,18,0,1320,0,1320
328800,132,30,18,75,9,0,0,0,243,0,243
328900,2481,642,330,930,102,57,45,15,4014,0,4014
329000,858,27,12,27,6,18,18,3,906,0,906
329100,3303,327,69,267,60,48,42,9,3723,0,3723
329200,2775,213,60,180,24,27,27,0,3060,0,3060
329300,1452,486,228,255,21,54,51,3,2112,0,2112
329400,1353,213,111,444,42,27,21,6,1998,0,1998
329500,1950,165,63,129,18,42,42,3,2172,0,2172
329600,906,219,93,297,33,24,24,3,1401,0,1401
329700,2088,231,114,495,45,36,24,12,2787,0,2787
329800,1923,633,333,135,9,39,36,6,2553,0,2553
329900,1419,240,123,315,51,33,27,6,1938,0,1938
330000,1986,114,15,153,12,42,42,3,2196,0,2196
330100,2505,585,264,435,30,48,42,6,3390,0,3390
330200,3009,468,105,96,33,42,33,9,3330,0,3330
330300,2829,147,36,156,27,39,33,3,3060,0,3060
330400,2211,573,357,219,36,48,39,12,2949,0,2949
330500,1887,297,150,174,45,42,36,6,2298,0,2298
330600,2244,150,21,81,33,36,33,6,2403,0,2403
330700,45,12,0,3,0,0,0,0,57,0,57
330800,2442,192,66,132,48,39,36,3,2721,0,2721
330900,1239,90,18,69,12,21,15,6,1365,0,1365
331000,1029,201,69,72,9,9,9,3,1218,0,1218
331100,2427,447,300,363,30,33,33,3,3225,0,3225
331200,2136,105,15,87,24,21,21,0,2268,0,2268
331300,3132,135,15,183,42,48,48,3,3393,0,3393
331400,2145,210,51,111,21,30,30,0,2370,0,2370
331500,369,69,30,48,15,3,3,0,507,0,507
331600,69,0,0,6,0,3,3,0,72,0,72
331700,2991,420,102,84,24,51,45,6,3234,0,3234
331800,912,138,63,78,3,6,6,0,1074,0,1074
331900,2097,153,39,51,18,27,24,3,2229,0,2229
332000,3351,174,24,129,27,54,45,12,3567,0,3567
332100,1836,144,15,84,36,18,18,3,1971,0,1971
332200,828,33,12,18,9,18,15,0,864,0,864
332300,C,C,C,C,C,C,C,C,C,C,0
332400,1584,66,6,48,9,12,12,0,1647,0,1647
332500,2760,300,30,96,24,36,30,6,2982,0,2982
332600,C,C,C,C,C,C,C,C,C,C,0
332700,3363,171,21,75,42,45,33,12,3519,0,3519
332800,228,12,6,0,0,0,3,0,234,0,234
332900,1431,96,24,24,3,15,15,0,1497,0,1497
333000,C,C,C,C,C,C,C,C,C,C,0
333100,1089,117,12,24,9,18,18,3,1167,0,1167
333200,585,75,9,0,3,6,6,0,615,0,615
333300,684,48,9,18,3,15,15,0,729,0,729
333400,C,C,C,C,C,C,C,C,C,C,3
333500,624,45,6,90,9,12,9,0,756,0,756
333600,144,15,3,9,3,0,0,0,159,0,159
333700,1080,117,3,42,15,21,21,3,1164,0,1164
333800,1035,75,3,102,15,27,24,0,1194,0,1194
333900,1143,72,18,9,3,18,12,6,1191,0,1191
334000,2577,180,39,54,21,63,57,6,2724,0,2724
334100,1233,63,6,18,3,24,24,0,1275,0,1275
334200,1365,105,21,195,42,21,15,6,1656,0,1656
334300,795,60,6,39,18,18,15,0,885,0,885
334400,1572,99,42,33,9,12,9,0,1656,0,1656
334500,3081,279,30,99,21,42,42,0,3342,0,3342
334600,1959,123,18,108,12,36,33,3,2085,0,2085
334700,867,294,114,54,9,78,78,0,1146,0,1146
334800,24,9,0,3,0,3,3,0,33,0,33
334900,3111,402,108,438,45,87,84,3,3777,0,3777
335000,1992,141,36,81,9,42,39,3,2157,0,2157
335100,2862,303,93,240,18,54,42,15,3258,0,3258
335200,3966,393,90,381,36,87,63,24,4554,0,4554
335300,2601,252,63,168,6,54,48,3,2874,0,2874
335400,2196,222,57,144,45,45,42,3,2490,0,2490
335500,2532,291,93,333,45,45,30,18,3036,0,3036
335600,1755,147,21,99,3,36,36,0,1917,0,1917
335700,4140,234,33,294,18,57,51,3,4515,0,4515
335800,1185,126,18,33,0,24,21,0,1278,0,1278
335900,1650,87,9,30,6,18,15,0,1701,0,1701
336000,2307,180,42,498,60,33,30,6,2943,0,2943
336100,3168,183,27,282,54,66,63,3,3567,0,3567
336200,2046,219,18,45,12,42,39,3,2208,0,2208
336300,1137,84,3,12,3,15,12,3,1173,0,1173
336400,576,36,3,27,3,3,3,0,612,0,612
336500,C,C,C,C,C,C,C,C,C,C,0
336600,93,3,0,0,0,3,3,0,96,0,96
336700,1215,75,18,198,6,12,12,0,1449,0,1449
336800,1836,123,24,231,90,36,33,3,2214,0,2214
336900,1629,150,21,63,12,27,21,3,1779,0,1779
337000,1161,123,33,261,72,18,15,3,1551,0,1551
337100,2175,126,18,186,45,33,30,3,2466,0,2466
337200,1338,117,15,210,21,9,9,3,1611,0,1611
337300,1335,69,21,132,24,21,15,6,1536,0,1536
337400,2256,168,93,129,27,21,18,0,2547,0,2547
337500,1788,198,123,132,24,21,18,3,2121,0,2121
337600,1251,186,75,48,0,24,24,0,1440,0,1440
337700,999,72,18,12,6,9,9,0,1050,0,1050
337800,1731,141,192,153,15,15,12,3,2121,0,2121
337900,1077,102,9,48,0,9,9,0,1185,0,1185
338000,120,6,21,6,3,0,0,0,141,0,141
338100,810,57,48,63,6,15,15,0,957,0,957
338200,2037,225,153,108,15,30,27,3,2373,0,2373
338300,1341,159,183,138,24,12,12,0,1749,0,1749
338400,1599,285,291,150,9,9,9,3,2130,0,2130
338500,2229,345,360,189,18,30,30,0,2910,0,2910
338600,129,9,0,0,0,0,0,0,132,0,132
338700,1287,39,6,27,9,33,33,0,1368,0,1368
338800,990,75,6,24,3,12,12,0,1044,0,1044
338900,2562,195,27,63,18,24,24,0,2706,0,2706
339000,1500,90,21,108,15,30,30,0,1653,0,1653
339100,1500,222,18,114,45,27,21,3,1761,0,1761
339200,1278,147,9,18,3,30,30,0,1371,0,1371
339300,1926,243,27,87,9,33,30,3,2163,0,2163
339400,1404,72,3,15,0,12,12,0,1434,0,1434
339500,1110,105,21,21,9,27,27,0,1209,0,1209
339600,2097,297,39,69,3,33,33,0,2307,0,2307
339700,1410,51,27,39,12,15,15,0,1491,0,1491
339800,918,99,27,45,6,12,12,3,1017,0,1017
339900,1524,162,33,36,6,21,18,3,1641,0,1641
340000,2265,126,15,114,12,24,24,0,2433,0,2433
340100,1536,192,36,147,9,12,9,0,1788,0,1788
340200,1350,165,63,75,3,15,15,3,1527,0,1527
340300,1749,225,48,87,6,27,21,3,1980,0,1980
340400,2154,135,45,102,18,45,42,3,2358,0,2358
340500,1137,99,6,54,3,27,18,9,1251,0,1251
340600,1812,183,42,129,15,21,18,6,2043,0,2043
340700,2478,264,69,129,12,39,36,0,2751,0,2751
340800,1788,243,69,138,12,30,27,0,2088,0,2088
340900,C,C,C,C,C,C,C,C,C,C,0
341000,2028,237,54,105,6,21,18,0,2253,0,2253
341100,312,54,33,42,3,6,3,0,405,0,405
341200,210,39,24,36,3,3,3,0,273,0,273
341300,2088,279,66,126,12,30,30,0,2376,0,2376
341400,1302,168,48,69,9,15,15,0,1464,0,1464
341500,846,51,24,237,60,24,21,3,1182,0,1182
341600,C,C,C,C,C,C,C,C,C,C,0
341700,C,C,C,C,C,C,C,C,C,C,0
341800,1275,132,12,117,21,30,30,0,1455,0,1455
341900,1287,81,15,27,3,18,15,3,1347,0,1347
342000,792,69,3,51,9,3,3,0,885,0,885
342100,777,33,9,27,3,12,12,0,831,0,831
342200,678,42,9,21,21,6,6,0,738,0,738
342300,648,66,6,18,0,12,12,3,687,0,687
342400,906,69,15,51,0,18,18,0,1008,0,1008
342500,495,24,0,0,0,6,6,0,507,0,507
342600,831,96,9,210,18,9,3,3,1095,0,1095
342700,1251,114,12,27,3,18,18,0,1335,0,1335
342800,1515,126,15,33,3,21,18,3,1614,0,1614
342900,C,C,C,C,C,C,C,C,C,C,0
343000,492,438,9,6,0,18,18,0,663,0,663
343100,663,42,6,66,6,18,15,3,765,0,765
343200,C,C,C,C,C,C,C,C,C,C,0
343300,870,96,0,81,12,3,3,0,987,0,987
343400,1500,123,6,219,18,54,51,3,1806,0,1806
343500,1245,102,15,81,12,15,15,0,1389,0,1389
343600,1242,126,9,39,0,6,6,0,1341,0,1341
343700,1857,129,18,54,3,24,24,0,1968,0,1968
343800,1002,72,6,24,3,12,12,0,1050,0,1050
343900,2223,222,135,117,6,24,24,0,2529,0,2529
344000,2385,231,291,177,6,36,30,6,2907,0,2907
344100,1044,93,39,42,6,24,24,0,1179,0,1179
344200,1356,129,153,90,18,18,18,3,1632,0,1632
344300,1236,93,30,42,3,15,12,0,1332,0,1332
344400,228,27,27,27,0,3,3,0,294,0,294
344500,1920,201,105,102,9,30,27,6,2184,0,2184
344600,C,C,C,C,C,C,C,C,C,C,0
344700,870,138,12,18,9,9,9,0,948,0,948
344800,2274,135,33,30,15,33,33,0,2391,0,2391
344900,2736,291,72,111,48,42,30,12,3048,0,3048
345000,2319,219,42,105,24,27,24,3,2562,0,2562
345100,1044,90,6,18,12,12,9,6,1119,0,1119
345200,627,39,54,15,3,9,9,0,699,0,699
345300,1602,93,27,12,6,39,36,0,1695,0,1695
345400,1089,72,21,27,3,21,18,3,1161,0,1161
345500,2652,321,45,72,9,27,24,6,2856,0,2856
345600,2445,216,39,63,3,39,36,3,2616,0,2616
345700,1485,156,12,81,6,12,9,0,1635,0,1635
345800,1548,177,147,39,3,24,24,0,1779,0,1779
345900,384,42,0,3,0,3,3,0,399,0,399
346000,414,24,9,15,9,6,3,3,450,0,450
346100,C,C,C,C,C,C,C,C,C,C,0
346200,768,51,6,21,6,24,24,3,822,0,822
346300,C,C,C,C,C,C,C,C,C,C,0
346400,612,30,6,9,3,9,6,0,633,0,633
346500,C,C,C,C,C,C,C,C,C,C,0
346600,1962,93,15,129,21,24,18,6,2121,0,2121
346700,2217,138,12,93,51,27,21,3,2412,0,2412
346800,1617,54,6,54,18,30,27,0,1725,0,1725
346900,1938,138,15,39,21,24,21,3,2031,0,2031
347000,1116,69,3,114,21,0,3,0,1263,0,1263
347100,1128,102,3,30,12,27,21,3,1200,0,1200
347200,1188,96,0,36,6,15,12,3,1257,0,1257
347300,321,21,6,15,3,3,3,0,348,0,348
347400,1026,72,15,66,30,6,6,0,1128,0,1128
347500,1257,48,3,39,33,30,27,3,1356,0,1356
347600,C,C,C,C,C,C,C,C,C,C,6
347700,945,42,12,297,225,12,6,6,1485,0,1485
347800,2127,165,33,468,285,24,12,12,2931,0,2931
347900,2538,171,42,141,66,39,24,12,2814,0,2814
348000,624,30,9,66,15,15,9,3,708,0,708
348100,561,33,6,282,153,9,6,6,1017,0,1017
348200,1047,36,6,267,105,6,3,6,1416,0,1416
348300,1350,99,21,366,180,27,9,18,1917,0,1917
348400,1953,135,60,582,276,48,21,30,2895,0,2895
348500,330,21,0,9,3,3,3,3,354,0,354
348600,1032,69,15,84,36,9,6,3,1170,0,1170
348700,1629,141,51,324,159,33,24,9,2187,0,2187
348800,1773,141,36,264,72,30,27,3,2139,0,2139
348900,882,33,12,57,21,6,6,0,969,0,969
349000,636,66,3,0,3,9,6,3,666,0,666
349100,1383,174,12,18,6,21,18,3,1482,0,1482
349200,1125,108,24,24,3,21,21,0,1194,0,1194
349300,2235,189,3,36,6,24,18,3,2322,0,2322
349400,1440,81,18,18,3,33,33,0,1506,0,1506
349500,C,C,C,C,C,C,C,C,C,C,0
349600,1872,159,18,48,15,57,45,15,2016,0,2016
349700,2238,144,24,33,12,39,39,3,2358,0,2358
349800,2586,153,27,87,6,36,36,0,2730,0,2730
349900,2451,144,33,72,3,42,39,3,2607,0,2607
350000,2640,261,69,75,60,27,27,0,2868,0,2868
350100,831,81,12,18,9,12,9,3,891,0,891
350200,1152,57,9,21,12,15,9,3,1224,0,1224
350300,2058,144,27,66,15,18,18,0,2181,0,2181
350400,1629,159,90,90,27,33,30,0,1830,0,1830
350500,1068,84,21,90,6,21,24,3,1188,0,1188
350600,1059,114,51,108,27,18,18,3,1239,0,1239
350700,2334,171,27,102,18,24,18,6,2511,0,2511
350800,C,C,C,C,C,C,C,C,C,C,0
350900,1920,339,165,153,93,30,27,3,2409,0,2409
351000,3495,393,117,360,75,69,66,3,4098,0,4098
351100,2646,255,45,78,6,30,30,0,2817,0,2817
351200,1377,153,24,42,6,27,18,6,1473,0,1473
351300,1959,234,111,198,60,33,30,3,2289,0,2289
351400,1017,123,57,84,15,12,12,3,1182,0,1182
351500,2139,153,33,273,15,30,24,3,2448,0,2448
351600,2667,129,51,318,30,21,21,3,3048,0,3048
351700,1392,201,66,114,36,18,15,0,1653,0,1653
351800,1362,159,30,33,6,27,24,3,1449,0,1449
351900,1272,129,33,84,24,21,21,3,1425,0,1425
352000,1929,228,111,411,78,30,24,3,2523,0,2523
352100,1911,147,45,225,60,21,21,6,2220,0,2220
352200,3021,399,114,549,84,24,15,12,3741,0,3741
352300,1716,153,48,144,21,33,33,3,1944,0,1944
352400,1194,144,72,420,54,15,9,6,1728,0,1728
352500,1209,102,9,66,6,15,15,0,1299,0,1299
352600,2118,240,57,72,36,30,30,0,2319,0,2319
352700,1320,171,24,36,15,24,18,3,1407,0,1407
352800,1188,147,45,468,42,12,6,3,1719,0,1719
352900,1134,126,60,243,51,21,18,6,1494,0,1494
353000,1092,96,21,84,24,9,9,0,1218,0,1218
353100,1962,243,105,453,48,12,6,6,2535,0,2535
353200,1395,240,105,513,33,12,6,9,2031,0,2031
353300,2370,339,117,240,42,36,36,0,2802,0,2802
353400,1377,171,63,480,54,27,15,12,1962,0,1962
353500,1932,225,129,192,48,39,36,6,2277,0,2277
353600,1713,174,45,75,24,39,33,3,1878,0,1878
353700,39,6,0,6,0,0,0,0,45,0,45
353800,1107,150,87,315,54,21,12,6,1608,0,1608
353900,780,144,6,12,6,9,9,0,852,0,852
354000,1332,186,87,42,39,21,21,0,1512,0,1512
354100,1245,201,111,63,39,45,39,6,1482,0,1482
354200,1842,342,168,126,30,27,24,0,2265,0,2265
354300,66,15,9,18,3,0,0,0,99,0,99
354400,1512,156,75,120,21,27,21,6,1734,0,1734
354500,1554,219,132,147,33,36,33,9,1884,0,1884
354600,1059,183,105,108,24,18,18,3,1326,0,1326
354700,1923,312,162,213,27,27,30,0,2439,0,2439
354800,2124,228,75,114,24,48,39,6,2346,0,2346
354900,2319,174,51,216,45,45,45,0,2646,0,2646
355000,1467,111,36,60,18,21,21,3,1572,0,1572
355100,1089,117,24,36,9,12,9,6,1155,0,1155
355200,2505,417,174,198,33,51,42,6,2964,0,2964
355300,1320,138,57,96,24,33,33,0,1515,0,1515
355400,1380,117,36,255,36,36,30,6,1701,0,1701
355500,2133,243,132,189,33,45,33,9,2538,0,2538
355600,2190,192,54,123,33,30,30,0,2379,0,2379
355700,1806,174,69,81,15,36,33,3,1980,0,1980
355800,2079,243,15,63,15,42,42,0,2289,0,2289
355900,1071,171,6,18,3,6,6,3,1155,0,1155
356000,1074,141,21,66,21,21,21,0,1230,0,1230
356100,1353,147,30,129,33,27,21,3,1608,0,1608
356200,2031,300,27,39,9,36,36,0,2250,0,2250
356300,1239,114,9,15,0,18,15,3,1305,0,1305
