Area_Code,European,Māori,Pacific Peoples,Asian,Middle Eastern / Latin American / African,Other Ethnicity,New Zealander(19),Other Ethnicity nec(19),Total stated,Not Elsewhere Included, Total
7000535,120,24,0,18,0,3,0,3,141,0,141
7000536,129,9,0,9,0,0,0,0,144,0,144
7000537,87,9,0,6,0,6,6,0,102,0,102
7000538,87,18,6,12,0,9,3,3,111,0,111
7000539,180,33,9,15,0,6,6,3,207,0,207
7000540,156,24,3,24,0,0,0,0,192,0,192
7000541,156,66,3,21,6,3,3,0,219,0,219
7000542,99,66,9,9,3,0,0,0,135,0,135
7000543,111,21,6,0,0,0,0,0,123,0,123
7000544,165,33,6,6,6,0,0,0,183,0,183
7000545,144,63,9,6,3,0,0,0,195,0,195
7000546,120,21,3,6,0,3,3,0,132,0,132
7000547,99,6,0,0,3,0,0,0,105,0,105
7000548,198,60,9,15,0,3,3,0,240,0,240
7000549,120,45,0,6,0,6,3,0,153,0,153
7000550,105,30,9,9,0,0,0,0,129,0,129
7000551,81,27,6,3,0,0,0,0,87,0,87
7000552,117,15,0,6,6,3,3,0,129,0,129
7000553,159,42,6,3,0,0,0,0,183,0,183
7000554,144,51,6,24,3,0,0,0,192,0,192
7000555,66,12,6,6,0,0,0,0,87,0,87
7000556,186,48,0,24,0,3,3,0,222,0,222
7000557,117,12,0,18,3,3,3,0,135,0,135
7000558,123,18,6,18,3,0,0,0,150,0,150
7000559,411,18,12,3,0,0,0,0,429,0,429
7000560,111,18,0,24,0,0,0,0,150,0,150
7000561,126,36,9,0,0,0,0,0,129,0,129
7000562,132,15,3,9,3,3,0,3,147,0,147
7000563,96,39,3,21,0,0,0,0,135,0,135
7000564,114,54,0,12,0,3,0,3,159,0,159
7000565,87,24,3,21,6,0,0,0,126,0,126
7000566,72,57,0,15,0,0,0,0,126,0,126
7000567,57,9,3,3,6,3,3,0,75,0,75
7000568,159,33,3,39,3,3,3,0,222,0,222
7000569,129,18,3,6,3,3,3,0,144,0,144
7000570,168,72,6,3,3,0,0,0,192,0,192
7000571,144,84,9,0,0,3,0,3,171,0,171
7000572,144,99,18,15,3,0,0,0,210,0,210
7000573,132,90,12,6,3,3,3,0,192,0,192
7000574,54,96,9,0,0,3,3,0,132,0,132
7000575,144,153,9,3,0,3,3,0,249,0,249
7000576,75,48,3,15,0,0,0,0,114,0,114
7000577,63,36,6,9,3,6,0,6,102,0,102
7000578,132,144,30,51,9,6,6,0,282,0,282
7000579,195,87,9,9,0,6,6,0,240,0,240
7000580,177,81,18,9,0,3,3,0,219,0,219
7000581,141,60,12,3,0,0,0,0,168,0,168
7000582,84,51,3,18,0,0,0,0,120,0,120
7000583,81,69,15,9,0,0,0,0,132,0,132
7000584,108,33,3,3,0,3,3,0,132,0,132
7000585,96,21,9,3,0,0,0,0,123,0,123
7000586,99,27,0,3,0,6,6,0,114,0,114
7000587,93,18,6,9,0,0,0,0,108,0,108
7000588,144,54,3,0,0,0,0,0,162,0,162
7000589,12,18,3,0,0,0,0,0,30,0,30
7000590,123,42,0,18,0,3,3,0,159,0,159
7000591,144,21,6,42,0,3,3,0,195,0,195
7000592,99,48,3,18,0,3,0,3,144,0,144
7000593,147,54,9,3,3,3,3,0,180,0,180
7000594,159,24,3,33,0,0,0,0,204,0,204
7000595,108,27,0,3,0,0,0,0,129,0,129
7000596,99,21,0,6,0,0,0,0,117,0,117
7000597,132,69,9,3,0,6,3,3,189,0,189
7000598,90,12,6,15,0,0,0,0,117,0,117
7000599,141,33,0,30,3,0,0,0,183,0,183
7000600,102,45,3,12,0,6,3,3,138,0,138
7000601,93,21,9,15,0,3,3,0,114,0,114
7000602,114,36,9,6,3,0,0,0,138,0,138
7000603,114,36,6,0,3,0,0,0,144,0,144
7000604,150,30,3,3,0,0,0,0,159,0,159
7000605,132,27,3,15,0,0,0,0,156,0,156
7000606,174,21,3,3,0,0,0,0,183,0,183
7000607,102,63,9,15,6,6,6,0,162,0,162
7000608,177,75,24,21,3,3,3,0,237,0,237
7000609,75,42,6,12,0,0,0,0,102,0,102
7000610,105,39,3,15,0,3,3,0,135,0,135
7000611,117,48,6,9,0,0,0,0,150,0,150
7000612,78,63,6,15,0,0,0,0,135,0,135
7000613,72,24,12,9,3,0,0,0,108,0,108
7000614,195,72,18,27,0,9,9,3,285,0,285
7000615,57,27,6,18,0,0,0,0,99,0,99
7000616,57,24,3,36,0,0,0,0,111,0,111
7000617,75,36,3,24,0,0,0,0,132,0,132
7000618,51,12,0,72,0,3,3,0,129,0,129
7000619,75,72,3,42,0,3,0,0,162,0,162
7000620,60,48,9,42,0,0,0,0,132,0,132
7000621,78,39,6,18,0,3,0,3,108,0,108
7000622,72,18,6,18,3,3,3,0,96,0,96
7000623,117,27,9,3,3,3,0,3,138,0,138
7000624,99,24,3,9,0,0,0,0,120,0,120
7000625,105,63,3,3,0,0,0,0,138,0,138
7000626,156,78,9,6,0,0,0,0,192,0,192
7000627,72,102,18,0,0,0,0,0,159,0,159
7000628,72,75,9,0,0,3,3,0,132,0,132
7000629,81,27,9,39,3,6,6,0,144,0,144
7000630,135,57,6,15,3,3,3,0,186,0,186
7000631,135,81,12,36,0,0,0,0,201,0,201
7000632,111,21,9,12,15,0,0,0,138,0,138
7000633,141,15,0,9,0,6,6,3,162,0,162
7000634,156,99,15,15,0,3,3,0,225,0,225
7000635,129,39,6,6,0,6,6,0,165,0,165
7000636,33,96,9,0,0,3,3,0,126,0,126
7000637,69,207,30,3,0,3,0,3,246,0,246
7000638,63,153,27,3,0,0,0,0,189,0,189
7000639,99,120,9,0,0,0,0,0,201,0,201
7000640,42,165,24,6,0,3,0,3,195,0,195
7000641,75,189,33,6,0,0,0,0,243,0,243
7000642,246,90,9,12,0,3,3,0,303,0,303
7000643,165,54,0,6,0,3,3,0,204,0,204
7000644,87,24,0,6,3,3,3,0,111,0,111
7000645,96,93,15,24,0,9,9,0,192,0,192
7000646,156,99,18,15,3,3,3,0,234,0,234
7000647,87,36,18,6,3,6,6,0,117,0,117
7000648,99,48,6,12,0,0,0,0,138,0,138
7000649,171,39,3,15,0,3,3,0,210,0,210
7000650,69,51,15,6,3,0,0,0,111,0,111
7000651,105,45,21,15,0,0,0,0,156,0,156
7000652,87,33,6,15,0,3,3,0,117,0,117
7000653,156,54,12,24,0,3,3,0,210,0,210
7000654,138,78,9,15,0,3,0,0,198,0,198
7000655,78,99,18,9,0,0,0,0,174,0,174
7000656,93,69,6,6,0,0,0,0,147,0,147
7000657,111,27,9,18,0,0,0,0,141,0,141
7000658,135,33,0,9,0,0,0,0,162,0,162
7000659,96,30,6,12,0,0,0,0,120,0,120
7000660,144,24,3,3,0,0,0,0,159,0,159
7000661,120,30,9,3,0,0,0,0,144,0,144
7000662,120,33,9,27,0,0,0,0,156,0,156
7000663,42,9,3,12,0,0,0,0,54,0,54
7000664,114,72,18,36,3,3,3,0,219,0,219
7000665,18,9,3,0,0,6,6,0,30,0,30
7000666,24,24,9,9,0,0,0,0,54,0,54
7000667,78,60,9,39,0,3,3,0,171,0,171
7000668,120,72,9,21,0,0,0,0,189,0,189
7000669,138,51,3,66,0,6,6,0,231,0,231
7000670,45,21,3,30,3,0,0,0,90,0,90
7000671,102,63,3,72,0,3,0,3,225,0,225
7000672,111,42,6,45,3,6,3,3,186,0,186
7000673,138,93,27,30,0,3,3,0,222,0,222
7000674,135,111,3,18,3,0,0,0,228,0,228
7000675,75,42,12,9,0,0,0,0,111,0,111
7000676,90,21,3,12,0,0,0,0,114,0,114
7000677,54,105,21,0,0,0,0,0,135,0,135
7000678,153,81,12,12,0,0,0,0,213,0,213
7000679,102,183,27,0,0,6,3,3,255,0,255
7000680,42,90,9,0,0,0,0,0,102,0,102
7000681,120,33,18,3,0,3,0,3,153,0,153
7000682,84,162,36,6,0,0,0,0,210,0,210
7000683,219,3,3,0,0,3,3,0,222,0,222
7000684,156,60,9,0,3,3,3,0,195,0,195
7000685,159,87,12,3,0,0,0,0,213,0,213
7000686,42,33,0,0,0,0,0,0,60,0,60
7000687,93,45,9,6,3,0,0,0,132,0,132
7000688,132,129,15,9,0,0,0,0,222,0,222
7000689,84,69,9,6,0,6,6,0,138,0,138
7000690,84,78,9,3,0,3,3,0,144,0,144
7000691,93,60,3,12,0,3,3,0,132,0,132
7000692,84,33,0,0,0,3,3,0,96,0,96
7000693,93,60,9,0,0,0,0,0,126,0,126
7000694,102,126,24,3,0,9,9,0,195,0,195
7000695,210,126,21,12,3,0,0,0,300,0,300
7000696,105,66,9,0,0,0,0,0,141,0,141
7000697,99,54,3,6,3,3,3,3,135,0,135
7000698,105,39,9,3,3,3,3,0,132,0,132
7000699,147,51,12,21,6,0,0,0,210,0,210
7000700,66,48,0,15,0,0,0,0,102,0,102
7000701,156,96,27,9,0,9,9,0,249,0,249
7000702,117,87,6,9,0,0,0,0,183,0,183
7000703,174,72,9,6,0,0,0,0,210,0,210
7000704,126,48,9,3,0,0,0,0,153,0,153
7000705,72,39,3,9,0,0,0,0,96,0,96
7000706,129,81,9,6,3,3,0,0,195,0,195
7000707,63,309,30,6,6,3,3,3,348,0,348
7000708,48,153,27,3,0,0,0,0,189,0,189
7000709,66,195,33,3,0,3,3,0,249,0,249
7000710,72,57,12,9,0,3,3,0,129,0,129
7000711,114,45,0,6,0,3,3,0,141,0,141
7000712,111,30,3,3,3,0,0,0,132,0,132
7000713,126,99,6,0,0,0,0,0,183,0,183
7000714,105,42,3,0,0,3,3,0,120,0,120
7000715,93,24,6,3,0,3,0,3,114,0,114
7000716,105,39,6,12,0,3,3,0,153,0,153
7000717,144,54,6,21,0,3,3,0,192,0,192
7000718,129,36,6,0,0,3,3,0,147,0,147
7000719,81,9,3,9,0,0,0,0,99,0,99
7000720,147,27,3,15,0,0,0,0,177,0,177
7000721,114,30,0,15,0,0,0,0,147,0,147
7000722,123,39,3,15,3,3,3,0,153,0,153
7000723,99,27,0,6,0,0,0,0,123,0,123
7000724,96,27,6,24,3,0,0,0,138,0,138
7000725,117,27,3,9,0,0,0,0,141,0,141
7000726,108,30,9,6,0,0,0,0,144,0,144
7000727,105,30,3,9,0,0,0,0,120,0,120
7000728,150,54,9,15,0,0,0,0,177,0,177
7000729,99,36,12,9,0,3,3,0,135,0,135
7000730,114,30,3,12,0,0,0,0,141,0,141
7000731,78,42,6,15,3,9,3,3,123,0,123
7000732,126,39,9,27,0,9,9,0,180,0,180
7000733,141,60,6,21,0,0,3,0,204,0,204
7000734,93,39,6,6,0,0,0,0,132,0,132
7000735,150,33,3,24,6,3,0,0,201,0,201
7000736,42,24,9,9,0,0,0,0,69,0,69
7000737,21,3,0,3,0,0,C,C,24,0,24
7000738,99,48,6,6,0,3,3,0,123,0,123
7000739,213,75,9,12,3,6,6,0,270,0,270
7000740,117,39,9,3,3,3,3,0,156,0,156
7000741,186,21,3,3,0,3,3,0,195,0,195
7000742,99,12,0,0,0,0,0,0,99,0,99
7000743,45,36,0,6,0,3,3,0,81,0,81
7000744,111,141,24,3,0,3,3,0,207,0,207
7000745,198,150,15,6,3,0,0,0,276,0,276
7000746,207,6,3,0,0,0,0,0,210,0,210
7000747,105,51,6,3,0,3,0,3,144,0,144
7000748,135,60,6,0,0,0,0,0,168,0,168
7000749,42,18,3,0,0,0,0,0,48,0,48
7000750,177,45,6,6,0,3,3,0,198,0,198
7000751,84,9,6,3,0,3,3,0,93,0,93
7000752,204,48,6,15,0,0,0,0,234,0,234
7000753,78,39,9,0,0,0,0,0,108,0,108
7000754,162,72,6,3,3,9,6,3,192,0,192
7000755,132,42,3,9,3,3,3,0,156,0,156
7000756,C,C,C,C,C,C,C,C,C,C,0
7000757,189,45,0,9,3,3,3,0,210,0,210
7000758,108,30,6,6,0,3,0,3,126,0,126
7000759,129,63,6,9,0,3,3,0,168,0,168
7000760,120,39,12,9,0,0,0,0,153,0,153
7000761,156,60,12,9,0,6,6,0,195,0,195
7000762,222,48,6,3,0,6,3,0,240,0,240
7000763,114,12,0,3,0,0,0,0,120,0,120
7000764,141,15,3,3,0,0,0,0,147,0,147
7000765,150,30,6,15,0,3,3,0,174,0,174
7000766,114,24,3,6,0,0,0,0,126,0,126
7000767,123,18,0,0,0,3,3,0,132,0,132
7000768,C,C,C,C,C,C,C,C,C,C,0
7000769,204,39,3,12,0,3,3,0,222,0,222
7000770,105,12,6,0,0,0,0,0,120,0,120
7000771,180,30,6,3,0,3,3,0,195,0,195
7000772,147,12,3,0,3,0,0,0,156,0,156
7000773,102,12,0,3,0,0,0,0,108,0,108
7000774,162,33,0,0,0,0,0,0,174,0,174
7000775,123,21,3,3,0,0,0,0,135,0,135
7000776,183,36,3,6,0,0,0,0,201,0,201
7000777,180,33,3,3,0,0,0,0,201,0,201
7000778,78,6,0,0,0,0,0,0,84,0,84
7000779,153,12,6,3,0,6,6,0,165,0,165
7000780,141,27,3,0,0,3,3,0,162,0,162
7000781,180,54,12,6,0,3,3,0,216,0,216
7000782,144,21,0,0,3,0,0,0,159,0,159
7000783,99,15,0,0,0,3,3,0,108,0,108
7000784,180,21,3,6,0,3,3,0,192,0,192
7000785,69,6,0,0,6,6,6,0,81,0,81
7000786,111,18,0,6,0,0,0,0,117,0,117
7000787,108,27,3,3,0,0,0,0,117,0,117
7000788,189,15,0,12,3,3,3,0,207,0,207
7000789,96,9,3,0,0,0,0,0,102,0,102
7000790,120,27,6,0,0,6,6,0,135,0,135
7000791,72,18,3,0,0,0,0,0,81,0,81
7000792,180,30,0,3,0,3,3,3,189,0,189
7000793,126,24,0,3,0,6,6,0,141,0,141
7000794,57,3,0,0,0,0,0,0,57,0,57
7000795,102,21,3,3,0,6,6,0,126,0,126
7000796,60,42,6,0,0,3,3,0,96,0,96
7000797,138,15,0,3,0,3,3,0,147,0,147
7000798,168,45,3,3,0,3,3,0,183,0,183
7000799,120,3,0,3,0,3,3,0,129,0,129
7000800,102,6,0,0,0,3,0,3,105,0,105
7000801,147,39,0,6,0,0,0,0,174,0,174
7000802,87,21,0,3,0,0,0,0,102,0,102
7000803,69,12,0,0,0,0,0,0,69,0,69
7000804,120,21,3,3,0,0,0,3,123,0,123
7000805,168,42,9,3,0,6,6,0,198,0,198
7000806,84,18,3,0,0,0,0,0,93,0,93
7000807,75,21,6,0,0,0,0,0,90,0,90
7000808,192,36,3,3,0,0,0,0,204,0,204
7000809,126,33,9,3,0,3,3,0,147,0,147
7000810,177,33,12,3,0,0,0,0,186,0,186
7000811,150,60,12,0,0,6,6,0,180,0,180
7000812,129,36,3,3,0,0,0,0,153,0,153
7000813,93,12,0,0,0,9,9,0,99,0,99
7000814,114,126,15,6,3,0,0,0,204,0,204
7000815,120,51,3,6,6,3,3,0,159,0,159
7000816,111,75,9,6,0,0,0,0,162,0,162
7000817,117,54,6,9,3,3,3,0,156,0,156
7000818,123,78,6,21,0,0,0,3,192,0,192
7000819,108,60,6,6,0,0,0,0,144,0,144
7000820,69,21,9,3,0,6,6,0,93,0,93
7000821,153,30,3,6,0,6,3,0,168,0,168
7000822,153,39,3,0,0,3,3,0,171,0,171
7000823,120,18,3,0,0,0,0,0,126,0,126
7000824,84,129,15,3,0,0,0,0,165,0,165
7000825,72,105,12,3,0,0,0,0,144,0,144
7000826,75,84,15,3,0,0,0,0,135,0,135
7000827,57,60,6,9,3,0,0,0,105,0,105
7000828,78,108,6,12,6,3,3,0,171,0,171
7000829,63,93,6,12,0,0,0,0,141,0,141
7000830,90,120,15,6,0,0,0,0,189,0,189
7000831,81,87,6,15,6,0,0,0,141,0,141
7000832,90,78,9,6,0,0,0,0,150,0,150
7000833,120,93,9,33,3,0,0,0,222,0,222
7000834,81,108,15,9,0,6,3,3,168,0,168
7000835,54,57,18,0,0,0,0,0,111,0,111
7000836,60,123,6,0,3,0,0,0,159,0,159
7000837,75,102,12,12,0,0,0,0,159,0,159
7000838,78,168,12,6,0,0,0,0,213,0,213
7000839,30,165,15,0,0,0,0,0,177,0,177
7000840,57,171,18,18,0,3,0,3,207,0,207
7000841,99,144,12,0,0,0,0,0,207,0,207
7000842,132,60,9,12,0,3,3,0,180,0,180
7000843,96,171,21,3,0,3,0,0,222,0,222
7000844,84,120,21,6,0,3,3,0,192,0,192
7000845,171,63,3,9,3,3,3,0,210,0,210
7000846,120,66,9,6,0,3,3,0,159,0,159
7000847,90,51,6,15,0,0,0,0,129,0,129
7000848,114,45,18,24,0,0,0,0,165,0,165
7000849,111,141,15,12,0,3,0,3,231,0,231
7000850,138,75,18,18,0,0,0,0,198,0,198
7000851,87,84,6,15,0,3,3,0,150,0,150
7000852,129,51,3,9,3,0,0,0,165,0,165
7000853,189,93,12,12,0,0,0,0,249,0,249
7000854,108,105,6,6,0,6,6,0,186,0,186
7000855,102,144,18,33,6,0,0,0,243,0,243
7000856,78,87,15,0,0,0,0,0,144,0,144
7000857,144,135,18,9,0,9,3,3,234,0,234
7000858,27,24,3,12,0,3,0,3,60,0,60
7000859,93,69,6,3,0,3,3,0,147,0,147
7000860,228,75,6,0,0,3,3,0,246,0,246
7000861,120,57,6,9,0,0,0,0,156,0,156
7000862,81,66,9,12,0,0,0,0,141,0,141
7000863,120,111,15,12,0,3,3,0,189,0,189
7000864,132,78,6,27,3,6,6,0,213,0,213
7000865,126,99,18,3,3,3,3,0,195,0,195
7000866,39,3,0,3,0,0,0,0,42,0,42
7000867,279,27,6,3,3,3,0,3,291,0,291
7000868,C,C,C,C,C,C,C,C,C,C,3
7000869,153,33,6,3,0,3,3,0,171,0,171
7000870,96,45,3,6,0,3,3,3,141,0,141
7000871,177,81,6,6,0,3,3,3,225,0,225
7000872,156,72,6,9,0,0,0,0,216,0,216
7000873,144,54,6,9,0,6,3,0,201,0,201
7000874,153,57,9,3,0,0,0,0,201,0,201
7000875,120,75,3,3,0,6,6,0,162,0,162
7000876,102,84,9,3,6,0,0,0,171,0,171
7000877,99,66,6,0,6,3,3,0,153,0,153
7000878,108,48,0,3,0,6,0,6,138,0,138
7000879,120,57,3,0,3,3,0,3,156,0,156
7000880,93,42,9,3,0,3,0,0,117,0,117
7000881,138,45,18,3,0,3,3,0,171,0,171
7000882,141,30,12,6,6,3,3,0,171,0,171
7000883,120,42,3,6,0,0,0,0,150,0,150
7000884,51,111,21,0,0,0,0,0,141,0,141
7000885,90,90,9,9,0,3,3,0,156,0,156
7000886,78,57,6,0,0,3,3,0,111,0,111
7000887,90,75,9,3,0,3,0,3,150,0,150
7000888,111,150,18,3,0,0,0,0,234,0,234
7000889,144,12,6,3,0,9,9,0,159,0,159
7000890,111,69,15,3,3,3,0,3,165,0,165
7000891,108,36,6,6,0,0,0,0,132,0,132
7000892,129,9,0,3,0,3,3,0,135,0,135
7000893,87,9,3,3,0,3,3,0,96,0,96
7000894,141,42,6,3,0,3,3,0,171,0,171
7000895,213,33,6,9,0,6,0,3,228,0,228
7000896,105,36,6,9,0,3,3,0,129,0,129
7000897,117,15,0,6,0,0,0,0,135,0,135
7000898,114,33,3,27,0,3,3,0,165,0,165
7000899,108,30,6,18,3,3,3,0,150,0,150
7000900,108,18,12,3,0,0,0,0,120,0,120
7000901,144,12,0,6,0,3,0,3,159,0,159
7000902,138,39,6,9,3,0,0,0,171,0,171
7000903,108,12,3,6,0,0,3,3,123,0,123
7000904,120,36,3,6,0,0,0,0,147,0,147
7000905,129,27,12,6,0,0,0,0,150,0,150
7000906,117,33,0,9,0,0,0,0,141,0,141
7000907,174,60,3,24,6,0,0,0,234,0,234
7000908,69,21,9,3,0,0,0,0,90,0,90
7000909,93,27,12,9,0,0,0,0,114,0,114
7000910,168,60,3,18,0,3,3,0,210,0,210
7000911,129,30,3,3,0,3,3,0,144,0,144
7000912,96,15,3,3,0,3,3,0,108,0,108
7000913,129,18,3,6,0,6,6,0,138,0,138
7000914,258,57,15,6,3,9,6,3,300,0,300
7000915,9,C,C,C,C,C,C,C,12,C,12
7000916,117,126,3,0,0,0,0,0,189,0,189
7000917,138,63,15,3,0,0,0,0,183,0,183
7000918,132,9,3,3,0,0,0,0,138,0,138
7000919,201,24,0,0,0,0,0,0,210,0,210
7000920,204,39,0,12,0,3,3,0,228,0,228
7000921,144,60,9,6,3,3,3,0,180,0,180
7000922,126,21,6,0,0,0,0,0,129,0,129
7000923,159,33,9,9,0,0,0,0,183,0,183
7000924,114,30,9,0,3,0,3,0,123,0,123
7000925,186,63,12,15,0,9,9,3,237,0,237
7000926,111,39,6,6,0,0,0,0,135,0,135
7000927,93,30,3,6,0,0,0,0,105,0,105
7000928,177,15,0,18,0,3,3,0,207,0,207
7000929,114,12,3,3,0,3,3,0,123,0,123
7000930,150,15,0,6,3,0,0,0,168,0,168
7000931,129,24,3,6,0,0,0,0,153,0,153
7000932,51,21,3,3,0,3,3,0,63,0,63
7000933,129,15,0,3,0,3,3,0,138,0,138
7000934,72,18,0,3,0,3,3,0,93,0,93
7000935,18,0,0,0,0,3,C,C,21,0,21
7000936,129,33,6,3,3,6,3,3,150,0,150
7000937,C,C,C,C,C,C,C,C,C,C,3
7000938,159,27,6,3,0,3,3,0,168,0,168
7000939,126,12,3,0,6,0,0,0,135,0,135
7000940,102,27,3,0,0,0,0,0,111,0,111
7000941,234,24,3,0,0,0,0,0,243,0,243
7000942,66,15,3,3,3,0,0,0,72,0,72
7000943,72,6,3,3,0,0,0,0,78,0,78
7000944,99,15,3,6,0,6,6,0,111,0,111
7000945,66,6,0,0,0,0,0,0,72,0,72
7000946,78,6,3,6,3,0,0,0,90,0,90
7000947,48,12,0,0,0,0,0,0,48,0,48
7000948,93,12,0,3,3,3,3,0,96,0,96
7000949,168,18,3,3,0,0,0,0,174,0,174
7000950,C,C,C,C,C,C,C,C,C,C,0
7000951,C,C,C,C,C,C,C,C,C,C,0
7000952,C,C,C,C,C,C,C,C,C,C,0
7000953,90,27,3,0,0,0,0,0,102,0,102
7000954,171,57,6,6,3,0,0,0,198,0,198
7000955,165,57,6,6,0,0,0,0,189,0,189
7000956,168,84,9,12,0,3,3,0,225,0,225
7000957,111,30,3,0,0,3,3,0,129,0,129
7000958,132,27,3,9,0,3,3,0,159,0,159
7000959,198,60,6,15,0,0,0,0,237,0,237
7000960,150,39,0,18,3,0,0,0,189,0,189
7000961,159,30,12,6,0,3,3,0,177,0,177
7000962,117,33,12,0,0,0,0,0,135,0,135
7000963,126,102,24,0,0,0,0,0,189,0,189
7000964,126,90,15,9,3,0,0,0,177,0,177
7000965,105,75,6,0,0,3,3,0,156,0,156
7000966,81,93,6,0,0,0,0,0,156,0,156
7000967,108,69,15,3,0,0,0,0,171,0,171
7000968,222,36,12,3,3,3,3,0,246,0,246
7000969,57,3,0,0,0,0,0,0,57,0,57
7000970,96,18,3,6,3,0,0,0,111,0,111
7000971,135,24,0,6,0,6,6,0,156,0,156
7000972,276,39,6,12,3,3,3,0,300,0,300
7000973,117,24,0,0,0,3,3,0,126,0,126
7000974,120,33,0,6,0,0,0,0,132,0,132
7000975,285,63,3,3,0,6,6,0,300,0,300
7000976,192,24,3,9,3,3,0,0,213,0,213
7000977,141,45,0,3,0,0,0,0,159,0,159
7000978,300,30,9,6,3,3,3,0,318,0,318
7000979,126,9,3,0,0,3,3,0,129,0,129
7000980,171,12,3,0,3,0,0,0,177,0,177
7000981,126,18,3,9,0,0,0,0,135,0,135
7000982,120,6,3,12,3,0,0,0,132,0,132
7000983,30,3,0,0,0,0,0,0,33,0,33
7000984,141,96,3,6,0,3,3,0,216,0,216
7000985,159,36,3,0,6,6,3,0,183,0,183
7000986,114,90,21,9,0,3,3,3,210,0,210
7000987,108,66,12,6,0,3,3,0,153,0,153
7000988,162,39,12,0,0,3,3,0,180,0,180
7000989,111,21,6,9,0,6,6,0,129,0,129
7000990,168,36,0,9,0,6,3,0,189,0,189
7000991,192,42,3,6,0,3,3,0,210,0,210
7000992,168,57,0,3,0,0,0,0,195,0,195
7000993,81,15,0,0,0,0,0,0,87,0,87
7000994,141,27,3,3,0,0,0,0,150,0,150
7000995,81,15,0,0,0,3,3,0,90,0,90
7000996,84,18,3,12,0,3,3,0,105,0,105
7000997,117,66,0,6,0,0,0,0,159,0,159
7000998,117,33,0,0,0,3,3,0,138,0,138
7000999,144,51,3,3,0,3,3,0,177,0,177
7001000,108,66,6,6,0,6,3,0,156,0,156
7001001,111,24,12,12,0,0,0,0,126,0,126
7001002,111,72,9,6,0,3,3,0,168,0,168
7001003,123,102,9,3,0,3,0,0,177,0,177
7001004,90,18,0,0,0,3,3,0,99,0,99
7001005,96,27,0,0,0,0,0,0,111,0,111
7001006,114,27,3,15,0,3,3,0,144,0,144
7001007,78,72,3,0,0,3,3,0,135,0,135
7001008,183,48,0,6,3,3,3,0,201,0,201
7001009,177,45,3,3,0,3,3,0,198,0,198
7001010,153,36,18,0,0,0,0,0,171,0,171
7001011,198,48,6,0,0,3,3,0,222,0,222
7001012,132,42,9,6,0,3,3,0,147,0,147
7001013,201,30,3,9,0,0,0,0,210,0,210
7001014,126,33,6,0,0,3,3,0,135,0,135
7001015,189,36,0,6,0,0,0,0,198,0,198
7001016,117,9,0,0,0,3,3,0,120,0,120
7001017,180,57,6,3,0,3,3,0,204,0,204
7001018,162,54,18,6,0,0,0,0,207,0,207
7001019,165,84,6,15,3,3,3,0,225,0,225
7001020,123,33,6,6,0,3,0,3,141,0,141
7001021,204,69,9,6,0,0,0,0,258,0,258
7001022,114,69,18,3,0,3,0,3,168,0,168
7001023,108,39,18,6,0,0,0,0,144,0,144
7001024,135,36,0,12,0,3,3,0,156,0,156
7001025,189,51,6,6,0,0,0,0,225,0,225
7001026,90,39,3,6,0,9,9,0,129,0,129
7001027,93,51,12,6,0,0,0,0,138,0,138
7001028,108,18,6,3,0,6,6,0,123,0,123
7001029,183,114,15,0,0,6,6,0,243,0,243
7001030,132,51,12,15,0,0,0,0,174,0,174
7001031,147,45,21,6,0,3,3,0,192,0,192
7001032,93,48,0,12,0,0,0,0,126,0,126
7001033,78,69,18,18,0,0,0,0,153,0,153
7001034,78,48,15,0,0,3,3,0,114,0,114
7001035,129,33,0,9,0,3,3,0,153,0,153
7001036,93,24,27,0,0,3,3,0,123,0,123
7001037,117,96,24,3,0,3,0,0,192,0,192
7001038,84,69,15,3,3,0,0,0,150,0,150
7001039,81,81,18,12,0,3,3,0,165,0,165
7001040,108,54,9,15,0,3,0,0,153,0,153
7001041,138,96,39,9,3,0,0,0,237,0,237
7001042,99,54,0,9,0,3,3,0,150,0,150
7001043,147,78,3,9,0,0,0,0,198,0,198
7001044,84,126,15,3,0,3,3,0,186,0,186
7001045,102,78,18,15,0,0,0,0,162,0,162
7001046,147,51,9,0,0,0,0,0,165,0,165
7001047,120,30,3,0,0,6,6,0,138,0,138
7001048,114,63,3,0,0,0,0,0,147,0,147
7001049,159,78,12,9,0,0,0,0,198,0,198
7001050,102,36,3,0,3,0,0,0,123,0,123
7001051,144,21,0,6,3,0,0,0,162,0,162
7001052,144,42,6,0,0,0,0,0,159,0,159
7001053,177,12,0,0,0,3,3,0,180,0,180
7001054,162,21,0,0,0,0,0,0,168,0,168
7001055,111,15,0,3,3,3,3,0,120,0,120
7001056,225,99,6,0,0,3,3,0,291,0,291
7001057,147,24,6,3,0,6,6,0,162,0,162
7001058,120,12,3,9,0,3,3,0,135,0,135
7001059,90,18,3,3,0,0,0,0,102,0,102
7001060,243,54,0,3,0,0,0,0,255,0,255
7001061,147,102,6,3,0,0,0,0,210,0,210
7001062,117,12,3,0,0,0,0,0,120,0,120
7001063,192,42,9,0,3,3,3,0,207,0,207
7001064,102,15,6,3,0,3,3,0,111,0,111
7001065,126,42,3,0,0,3,3,0,150,0,150
7001066,144,33,6,3,0,0,0,0,159,0,159
7001067,132,24,3,3,0,0,0,0,147,0,147
7001068,114,18,6,3,0,3,3,0,117,0,117
7001069,159,39,0,0,0,3,3,3,192,0,192
